,player_id,display_name,predicted_receptions,predicted_receiving_yards,predicted_receiving_tds,receiving_yards_season_avg,receptions_season_avg,receiving_tds_season_avg,projected_std_points,projected_ppr_points
59,00-0037816,Romeo Doubs,4.106982,35.08703,0.5230708,51.0,5.666666666666667,0.6666666666666666,6.6471,10.7541
19,00-0039342,Xavier Legette,3.6544704,57.007347,0.2239737,28.4,4.333333333333333,0.4,7.0446,10.699
37,00-0033943,Josh Reynolds,3.050896,47.184456,0.4840849,20.2,3.0,0.0,7.623,10.6739
50,00-0033307,Kendrick Bourne,3.7738366,40.409027,0.45595115,64.16666666666667,5.666666666666667,0.0,6.7766,10.5504
24,00-0038608,Kayshon Boutte,3.7566185,54.920185,0.15247886,50.85714285714285,3.333333333333333,0.5714285714285714,6.4069,10.1635
27,00-0037261,Khalil Shakir,3.2329226,53.75178,0.24869144,44.66666666666666,4.666666666666667,0.3333333333333333,6.8673,10.1002
29,00-0039901,Keon Coleman,4.14717,51.23205,0.13399304,39.5,3.333333333333333,0.3333333333333333,5.9272,10.0743
34,00-0037664,Alec Pierce,3.9424202,49.549408,0.1904962,63.4,3.6666666666666665,0.0,6.0979,10.0403
46,00-0040667,Matthew Golden,3.7057965,42.817696,0.33110526,41.5,4.0,0.0,6.2684,9.9742
43,00-0038997,Josh Downs,3.766567,43.468586,0.30984244,36.16666666666666,5.333333333333333,0.1666666666666666,6.2059,9.9725
52,00-0037740,Garrett Wilson,4.4042516,38.190025,0.27386135,65.83333333333333,5.0,0.6666666666666666,5.4622,9.8664
38,00-0040782,Isaiah Bond,3.148021,46.866665,0.31983712,20.5,2.333333333333333,0.0,6.6057,9.7537
39,00-0036259,Jauan Jennings,3.4909816,45.61855,0.2583539,33.4,2.333333333333333,0.2,6.112,9.603
41,00-0033921,Chris Godwin Jr.,3.6889977,43.926914,0.2524738,26.0,4.333333333333333,0.0,5.9075,9.5965
28,00-0036407,Jerry Jeudy,3.0537248,51.402527,0.22009018,36.71428571428572,3.0,0.0,6.4608,9.5145
40,00-0039739,Roman Wilson,2.4582303,44.503857,0.40573123,12.0,1.3333333333333333,0.0,6.8848,9.343
55,00-0039880,Malik Washington,4.305771,37.11379,0.22006796,14.142857142857142,4.333333333333333,0.0,5.0318,9.3376
44,00-0037291,Jalen Nailor,3.1065505,42.975285,0.3014368,27.0,2.0,0.1666666666666666,6.1061,9.2127
45,00-0039894,Xavier Worthy,3.412645,42.871243,0.24016376,36.0,3.6666666666666665,0.2,5.7281,9.1408
51,00-0035662,Marquise Brown,3.4823432,39.648087,0.25167525,45.142857142857146,3.333333333333333,0.5714285714285714,5.4749,8.9572
49,00-0036309,Darnell Mooney,2.8770673,40.506336,0.2935765,36.75,2.6666666666666665,0.0,5.8121,8.6892
42,00-0030564,DeAndre Hopkins,1.9510707,43.550297,0.37747556,29.666666666666668,1.3333333333333333,0.3333333333333333,6.6199,8.571
36,00-0034827,DJ Moore,3.3059335,47.467648,0.08235178,41.16666666666666,3.333333333333333,0.1666666666666666,5.2409,8.5468
48,00-0035659,Terry McLaurin,3.400673,41.956684,0.14331971,49.66666666666666,3.333333333333333,0.0,5.0556,8.4563
33,00-0039379,Jamari Thrash,1.9384896,49.695026,0.2409543,12.666666666666666,1.3333333333333333,0.0,6.4152,8.3537
47,00-0031408,Mike Evans,2.4789069,42.809803,0.21159625,35.0,3.0,0.25,5.5506,8.0295
54,00-0035535,Darius Slayton,3.1660433,37.343987,0.16155611,33.2,3.333333333333333,0.0,4.7037,7.8698
62,00-0038976,Marvin Mims Jr.,2.8576868,30.179651,0.3303746,33.42857142857143,3.333333333333333,0.1428571428571428,5.0002,7.8579
53,00-0039868,Troy Franklin,2.8859773,37.823208,0.19367012,38.42857142857143,3.0,0.2857142857142857,4.9443,7.8303
56,00-0034775,Christian Kirk,2.9580574,36.378532,0.20144032,36.333333333333336,3.333333333333333,0.0,4.8465,7.8046
66,00-0040582,Arian Smith,2.2223358,25.898598,0.39817283,4.8,0.6666666666666666,0.0,4.9789,7.2012
60,00-0034837,Calvin Ridley,2.2308593,33.02774,0.276374,48.333333333333336,2.6666666666666665,0.0,4.961,7.1919
67,00-0031236,Brandin Cooks,2.1614077,25.63476,0.40955478,18.142857142857142,1.0,0.0,5.0208,7.1822
58,00-0038618,Xavier Hutchinson,3.0562563,35.31167,0.088315316,20.5,2.0,0.3333333333333333,4.0611,7.1173
75,00-0040170,Elic Ayomanor,2.874719,19.991972,0.329137,32.142857142857146,2.333333333333333,0.2857142857142857,3.974,6.8487
74,00-0038393,Dontayvion Wicks,2.335216,22.20551,0.3710621,22.33333333333333,1.6666666666666667,0.0,4.4469,6.7821
63,00-0036988,Josh Palmer,2.1101656,29.428003,0.2781703,39.0,2.0,0.0,4.6118,6.722
64,00-0032398,Chris Moore,2.3964345,28.508924,0.21289138,27.33333333333333,1.6666666666666667,0.1666666666666666,4.1282,6.5247
65,00-0035208,Olamide Zaccheaus,2.461545,28.269983,0.15002076,25.33333333333333,3.0,0.0,3.7271,6.1887
57,00-0037741,Jahan Dotson,2.148608,35.531116,0.058553517,22.2,1.0,0.0,3.9044,6.053
70,00-0033555,Mack Hollins,1.8602357,24.543169,0.26537108,19.83333333333333,1.6666666666666667,0.3333333333333333,4.0465,5.9068
61,00-0036550,Rashod Bateman,1.662938,30.358976,0.1734643,20.0,0.6666666666666666,0.1666666666666666,4.0767,5.7396
71,00-0037666,Jalen Tolbert,1.9987417,23.708153,0.12867357,17.857142857142858,0.6666666666666666,0.0,3.1429,5.1416
68,00-0038619,Andrei Iosivas,1.2364856,25.087114,0.17417897,34.0,3.0,0.0,3.5538,4.7903
76,00-0036415,Van Jefferson,1.728878,19.44663,0.15709169,28.0,3.0,0.0,2.8872,4.6161
73,00-0039491,Jalen Coker,1.4776073,22.714355,0.03306751,0.0,3.0,0.0,2.4698,3.9474
72,00-0036182,Nick Westbrook-Ikhine,1.300734,22.87131,-0.017575806,8.4,1.3333333333333333,0.0,2.1817,3.4824
77,00-0039394,Casey Washington,1.3943856,17.91658,0.039560687,17.25,0.6666666666666666,0.0,2.029,3.4234
69,00-0038938,Jalin Hyatt,1.1297768,24.547918,-0.033171456,5.666666666666667,1.0,0.0,2.2558,3.3855
