defteam,posteam,week,rushing_yards_allowed,passing_yards_allowed,touchdowns_allowed,turnovers_created,turnovers_recovered
DET,CHI,16,59.0,334.0,2.0,3.0,2.0
DET,DAL,6,53.0,224.0,,5.0,5.0
DET,GB,9,138.0,273.0,2.0,4.0,1.0
DET,GB,14,100.0,206.0,4.0,1.0,1.0
DET,HOU,10,56.0,232.0,2.0,3.0,2.0
DET,IND,12,98.0,172.0,,2.0,
DET,JAX,11,41.0,138.0,,1.0,1.0
DET,LA,1,83.0,317.0,2.0,1.0,1.0
DET,MIN,7,139.0,259.0,2.0,1.0,1.0
DET,MIN,18,121.0,166.0,,,
DET,SEA,4,133.0,395.0,4.0,2.0,2.0
DET,SF,17,75.0,412.0,5.0,4.0,2.0
DET,TB,2,71.0,185.0,2.0,3.0,1.0
DET,TEN,8,158.0,266.0,2.0,4.0,4.0
DET,WAS,20,184.0,299.0,5.0,1.0,
GB,ARI,6,89.0,214.0,1.0,3.0,3.0
GB,CHI,11,179.0,231.0,2.0,,
GB,CHI,18,83.0,148.0,2.0,3.0,2.0
GB,DET,9,126.0,145.0,2.0,,
GB,DET,14,111.0,283.0,4.0,1.0,1.0
GB,HOU,7,143.0,86.0,2.0,1.0,1.0
GB,IND,2,140.0,204.0,1.0,7.0,3.0
GB,JAX,8,91.0,308.0,3.0,3.0,2.0
GB,LA,5,134.0,260.0,2.0,2.0,2.0
GB,MIA,13,39.0,365.0,2.0,1.0,
GB,MIN,4,123.0,275.0,4.0,2.0,2.0
GB,MIN,17,72.0,377.0,3.0,1.0,1.0
GB,NO,16,67.0,153.0,,3.0,2.0
GB,PHI,1,144.0,278.0,4.0,4.0,3.0
GB,PHI,19,170.0,131.0,2.0,,
GB,SEA,15,80.0,173.0,1.0,3.0,2.0
GB,SF,12,45.0,199.0,1.0,6.0,3.0
GB,TEN,3,33.0,260.0,3.0,3.0,3.0
HOU,BAL,17,251.0,184.0,4.0,,
HOU,BUF,5,150.0,131.0,2.0,,
HOU,CHI,2,71.0,174.0,1.0,2.0,2.0
HOU,DAL,11,64.0,358.0,2.0,3.0,2.0
HOU,DET,10,105.0,240.0,3.0,6.0,5.0
HOU,GB,7,82.0,220.0,3.0,2.0,2.0
HOU,IND,1,104.0,212.0,4.0,1.0,1.0
HOU,IND,8,151.0,175.0,2.0,3.0,2.0
HOU,JAX,4,159.0,169.0,2.0,2.0,1.0
HOU,JAX,13,97.0,276.0,2.0,2.0,1.0
HOU,KC,16,126.0,260.0,3.0,,
HOU,KC,20,60.0,177.0,2.0,2.0,
HOU,LAC,19,50.0,242.0,2.0,5.0,4.0
HOU,MIA,15,52.0,196.0,1.0,5.0,4.0
HOU,MIN,3,118.0,181.0,4.0,1.0,
HOU,NE,6,82.0,243.0,3.0,4.0,4.0
HOU,NYJ,9,101.0,211.0,3.0,3.0,1.0
HOU,TEN,12,134.0,278.0,4.0,3.0,2.0
HOU,TEN,18,85.0,245.0,2.0,2.0,1.0
IND,BUF,10,136.0,280.0,2.0,3.0,2.0
IND,CHI,3,63.0,363.0,2.0,3.0,3.0
IND,DEN,15,75.0,130.0,3.0,3.0,3.0
IND,DET,12,138.0,269.0,3.0,1.0,
IND,GB,2,261.0,122.0,1.0,1.0,1.0
IND,HOU,1,215.0,234.0,3.0,,
IND,HOU,8,96.0,285.0,2.0,1.0,1.0
IND,JAX,5,126.0,371.0,4.0,3.0,2.0
IND,JAX,18,115.0,225.0,2.0,2.0,1.0
IND,MIA,7,188.0,161.0,1.0,2.0,2.0
IND,MIN,9,134.0,312.0,4.0,3.0,3.0
IND,NE,13,200.0,238.0,2.0,3.0,1.0
IND,NYG,17,85.0,309.0,5.0,1.0,
IND,NYJ,11,91.0,184.0,3.0,1.0,
IND,PIT,4,122.0,312.0,3.0,3.0,2.0
IND,TEN,6,146.0,95.0,2.0,2.0,1.0
IND,TEN,16,66.0,252.0,4.0,3.0,3.0
JAX,BUF,3,123.0,266.0,6.0,,
JAX,CHI,6,155.0,226.0,5.0,2.0,1.0
JAX,CLE,2,125.0,186.0,1.0,1.0,
JAX,DET,11,198.0,449.0,7.0,,
JAX,GB,8,173.0,252.0,3.0,1.0,1.0
JAX,HOU,4,101.0,345.0,3.0,,
JAX,HOU,13,110.0,242.0,2.0,,
JAX,IND,5,100.0,383.0,4.0,1.0,1.0
JAX,IND,18,177.0,264.0,2.0,,
JAX,LV,16,78.0,257.0,2.0,1.0,
JAX,MIA,1,81.0,338.0,2.0,,
JAX,MIN,10,170.0,241.0,,3.0,3.0
JAX,NE,7,38.0,276.0,2.0,,
JAX,NYJ,15,125.0,289.0,4.0,,
JAX,PHI,9,239.0,230.0,5.0,2.0,2.0
JAX,TEN,14,126.0,168.0,,1.0,
JAX,TEN,17,159.0,193.0,1.0,3.0,1.0
KC,ATL,3,83.0,230.0,2.0,3.0,1.0
KC,BAL,1,185.0,273.0,2.0,1.0,1.0
KC,BUF,11,106.0,262.0,4.0,1.0,1.0
KC,BUF,21,147.0,237.0,4.0,4.0,
KC,CAR,12,85.0,263.0,2.0,1.0,
KC,CIN,2,74.0,258.0,3.0,3.0,1.0
KC,CLE,15,140.0,164.0,1.0,6.0,5.0
KC,DEN,10,78.0,215.0,2.0,1.0,
KC,DEN,18,159.0,321.0,5.0,,
KC,HOU,16,84.0,244.0,2.0,3.0,2.0
KC,HOU,20,150.0,245.0,1.0,1.0,
KC,LAC,4,55.0,179.0,1.0,1.0,
KC,LAC,14,94.0,213.0,2.0,,
KC,LV,8,34.0,209.0,2.0,1.0,1.0
KC,LV,13,116.0,340.0,2.0,2.0,1.0
KC,NO,5,46.0,182.0,2.0,1.0,1.0
KC,PHI,22,139.0,221.0,3.0,1.0,1.0
KC,PIT,17,202.0,205.0,1.0,4.0,2.0
KC,SF,7,101.0,212.0,2.0,4.0,3.0
KC,TB,9,95.0,200.0,3.0,,
MIA,ARI,8,83.0,307.0,3.0,1.0,
MIA,BUF,2,111.0,139.0,3.0,1.0,
MIA,BUF,9,94.0,235.0,3.0,1.0,1.0
MIA,CLE,17,114.0,170.0,,2.0,2.0
MIA,GB,13,114.0,274.0,3.0,1.0,1.0
MIA,HOU,15,79.0,131.0,2.0,2.0,1.0
MIA,IND,7,156.0,129.0,1.0,1.0,1.0
MIA,JAX,1,128.0,162.0,2.0,2.0,1.0
MIA,LA,10,70.0,293.0,,4.0,2.0
MIA,LV,11,60.0,282.0,2.0,1.0,1.0
MIA,NE,5,151.0,160.0,1.0,,
MIA,NE,12,87.0,222.0,1.0,2.0,2.0
MIA,NYJ,14,83.0,339.0,2.0,,
MIA,NYJ,18,118.0,274.0,4.0,1.0,1.0
MIA,SEA,3,102.0,289.0,3.0,3.0,2.0
MIA,SF,16,81.0,313.0,2.0,1.0,1.0
MIA,TEN,4,142.0,110.0,2.0,1.0,1.0
MIN,ARI,13,154.0,260.0,1.0,3.0,2.0
MIN,ATL,14,158.0,344.0,2.0,3.0,3.0
MIN,CHI,12,78.0,340.0,3.0,1.0,
MIN,CHI,15,114.0,196.0,1.0,1.0,1.0
MIN,DET,7,148.0,280.0,5.0,3.0,1.0
MIN,DET,18,178.0,231.0,4.0,2.0,2.0
MIN,GB,4,86.0,389.0,4.0,5.0,5.0
MIN,GB,17,104.0,185.0,3.0,2.0,1.0
MIN,HOU,3,38.0,307.0,1.0,2.0,2.0
MIN,IND,9,69.0,179.0,,2.0,2.0
MIN,JAX,10,56.0,111.0,1.0,3.0,3.0
MIN,LA,8,111.0,279.0,4.0,1.0,1.0
MIN,LA,19,91.0,209.0,2.0,1.0,
MIN,NYG,1,74.0,186.0,1.0,2.0,2.0
MIN,NYJ,5,36.0,244.0,3.0,4.0,3.0
MIN,SEA,16,59.0,314.0,3.0,2.0,2.0
MIN,SF,2,102.0,319.0,2.0,3.0,2.0
MIN,TEN,11,33.0,295.0,1.0,1.0,1.0
NE,ARI,15,164.0,232.0,3.0,2.0,
NE,BUF,16,172.0,154.0,2.0,3.0,1.0
NE,BUF,18,130.0,129.0,2.0,1.0,
NE,CHI,10,73.0,120.0,,1.0,
NE,CIN,1,70.0,164.0,1.0,2.0,1.0
NE,HOU,6,193.0,192.0,5.0,3.0,1.0
NE,IND,13,145.0,109.0,3.0,3.0,2.0
NE,JAX,7,171.0,193.0,3.0,,
NE,LA,11,110.0,295.0,4.0,,
NE,LAC,17,147.0,281.0,4.0,,
NE,MIA,5,193.0,194.0,1.0,4.0,2.0
NE,MIA,12,67.0,317.0,5.0,1.0,1.0
NE,NYJ,3,133.0,281.0,3.0,1.0,
NE,NYJ,8,112.0,233.0,3.0,2.0,
NE,SEA,2,47.0,327.0,2.0,,
NE,SF,4,149.0,288.0,2.0,4.0,2.0
NE,TEN,9,167.0,240.0,2.0,3.0,1.0
NO,ATL,4,88.0,238.0,,3.0,2.0
NO,ATL,10,181.0,306.0,2.0,3.0,1.0
NO,CAR,1,58.0,161.0,1.0,4.0,4.0
NO,CAR,9,83.0,171.0,3.0,1.0,1.0
NO,CLE,11,66.0,395.0,2.0,,
NO,DAL,2,68.0,299.0,1.0,3.0,2.0
NO,DEN,7,227.0,164.0,2.0,1.0,1.0
NO,GB,16,190.0,216.0,4.0,,
NO,KC,5,142.0,331.0,2.0,2.0,1.0
NO,LA,13,159.0,183.0,3.0,,
NO,LAC,8,123.0,279.0,3.0,1.0,
NO,LV,17,158.0,242.0,2.0,,
NO,NYG,14,112.0,227.0,1.0,1.0,1.0
NO,PHI,3,176.0,311.0,2.0,3.0,2.0
NO,TB,6,277.0,325.0,6.0,4.0,3.0
NO,TB,18,180.0,221.0,3.0,2.0,1.0
NO,WAS,15,137.0,226.0,2.0,1.0,
NYG,ATL,16,130.0,202.0,2.0,1.0,1.0
NYG,BAL,15,171.0,290.0,5.0,1.0,1.0
NYG,CAR,10,188.0,126.0,2.0,1.0,1.0
NYG,CIN,6,123.0,208.0,2.0,2.0,1.0
NYG,CLE,3,70.0,196.0,2.0,2.0,2.0
NYG,DAL,4,81.0,221.0,2.0,1.0,
NYG,DAL,13,125.0,195.0,2.0,1.0,
NYG,IND,17,126.0,330.0,4.0,3.0,3.0
NYG,MIN,1,112.0,208.0,3.0,3.0,2.0
NYG,NO,14,93.0,219.0,2.0,3.0,1.0
NYG,PHI,7,270.0,114.0,4.0,1.0,
NYG,PHI,18,52.0,269.0,2.0,1.0,
NYG,PIT,8,168.0,278.0,1.0,1.0,1.0
NYG,SEA,5,102.0,284.0,1.0,1.0,1.0
NYG,TB,12,157.0,294.0,4.0,4.0,1.0
NYG,WAS,2,217.0,226.0,,,
NYG,WAS,9,151.0,209.0,3.0,,
NYJ,ARI,10,148.0,266.0,4.0,1.0,
NYJ,BUF,6,152.0,215.0,3.0,1.0,
NYJ,BUF,17,98.0,251.0,5.0,,
NYJ,DEN,4,130.0,60.0,1.0,1.0,1.0
NYJ,HOU,9,188.0,191.0,1.0,1.0,1.0
NYJ,IND,11,91.0,272.0,3.0,2.0,1.0
NYJ,JAX,15,136.0,294.0,2.0,3.0,2.0
NYJ,LA,16,136.0,110.0,2.0,2.0,2.0
NYJ,MIA,14,44.0,331.0,3.0,,
NYJ,MIA,18,135.0,227.0,2.0,8.0,4.0
NYJ,MIN,5,84.0,203.0,1.0,3.0,2.0
NYJ,NE,3,78.0,120.0,,1.0,1.0
NYJ,NE,8,112.0,155.0,3.0,2.0,
NYJ,PIT,7,149.0,264.0,4.0,2.0,
NYJ,SEA,13,85.0,206.0,2.0,3.0,2.0
NYJ,SF,1,181.0,231.0,2.0,,
NYJ,TEN,2,130.0,192.0,2.0,2.0,2.0
LV,ATL,15,168.0,112.0,1.0,2.0,1.0
LV,BAL,2,146.0,247.0,2.0,1.0,1.0
LV,CAR,3,133.0,319.0,4.0,,
LV,CIN,9,132.0,251.0,6.0,1.0,1.0
LV,CLE,4,92.0,176.0,1.0,2.0,1.0
LV,DEN,5,113.0,206.0,3.0,1.0,
LV,DEN,12,63.0,273.0,2.0,,
LV,JAX,16,72.0,247.0,2.0,2.0,2.0
LV,KC,8,85.0,262.0,3.0,2.0,1.0
LV,KC,13,64.0,306.0,1.0,1.0,
LV,LA,7,117.0,154.0,2.0,1.0,1.0
LV,LAC,1,178.0,144.0,2.0,,
LV,LAC,18,138.0,346.0,3.0,,
LV,MIA,11,82.0,288.0,4.0,1.0,
LV,NO,17,81.0,218.0,1.0,4.0,2.0
LV,PIT,6,185.0,145.0,3.0,2.0,
LV,TB,14,152.0,295.0,4.0,3.0,3.0
PHI,ATL,2,154.0,241.0,2.0,1.0,
PHI,BAL,13,166.0,237.0,2.0,2.0,
PHI,CAR,14,119.0,191.0,2.0,1.0,1.0
PHI,CIN,8,59.0,234.0,2.0,4.0,2.0
PHI,CLE,6,100.0,168.0,,,
PHI,DAL,10,97.0,66.0,,5.0,5.0
PHI,DAL,17,127.0,148.0,2.0,4.0,4.0
PHI,GB,1,163.0,260.0,3.0,2.0,1.0
PHI,GB,19,108.0,212.0,1.0,6.0,4.0
PHI,JAX,9,61.0,169.0,2.0,2.0,2.0
PHI,KC,22,49.0,257.0,4.0,4.0,3.0
PHI,LA,12,92.0,243.0,3.0,4.0,1.0
PHI,LA,20,111.0,324.0,2.0,4.0,2.0
PHI,NO,3,90.0,142.0,1.0,1.0,1.0
PHI,NYG,7,76.0,105.0,,2.0,
PHI,NYG,18,100.0,138.0,1.0,2.0,1.0
PHI,PIT,15,56.0,128.0,1.0,3.0,2.0
PHI,TB,4,112.0,347.0,4.0,2.0,1.0
PHI,WAS,11,93.0,191.0,2.0,2.0,1.0
PHI,WAS,16,113.0,258.0,5.0,5.0,5.0
PHI,WAS,21,99.0,278.0,2.0,4.0,4.0
PIT,ATL,1,89.0,155.0,1.0,3.0,3.0
PIT,BAL,11,125.0,207.0,2.0,3.0,3.0
PIT,BAL,16,223.0,207.0,3.0,2.0,1.0
PIT,BAL,19,300.0,175.0,4.0,,
PIT,CIN,13,93.0,309.0,5.0,3.0,3.0
PIT,CIN,18,69.0,277.0,1.0,4.0,2.0
PIT,CLE,12,85.0,219.0,3.0,4.0,3.0
PIT,CLE,14,104.0,212.0,2.0,3.0,2.0
PIT,DAL,5,109.0,352.0,2.0,4.0,3.0
PIT,DEN,2,64.0,246.0,,2.0,2.0
PIT,IND,4,134.0,239.0,3.0,1.0,
PIT,KC,17,69.0,320.0,4.0,,
PIT,LAC,3,61.0,149.0,1.0,2.0,
PIT,LV,6,57.0,227.0,2.0,3.0,3.0
PIT,NYG,8,157.0,264.0,1.0,2.0,2.0
PIT,NYJ,7,54.0,276.0,2.0,2.0,2.0
PIT,PHI,15,132.0,290.0,3.0,1.0,1.0
PIT,WAS,10,60.0,202.0,3.0,,
LAC,ARI,7,184.0,145.0,2.0,2.0,1.0
LAC,ATL,13,116.0,245.0,2.0,5.0,4.0
LAC,BAL,12,214.0,177.0,4.0,,
LAC,CAR,2,90.0,84.0,,1.0,1.0
LAC,CIN,11,110.0,356.0,3.0,,
LAC,CLE,9,79.0,235.0,1.0,4.0,3.0
LAC,DEN,6,110.0,216.0,2.0,2.0,2.0
LAC,DEN,16,110.0,263.0,3.0,1.0,
LAC,HOU,19,170.0,282.0,2.0,4.0,3.0
LAC,KC,4,104.0,245.0,2.0,2.0,2.0
LAC,KC,14,98.0,210.0,1.0,1.0,
LAC,LV,1,71.0,257.0,1.0,3.0,3.0
LAC,LV,18,40.0,225.0,2.0,2.0,1.0
LAC,NE,17,96.0,115.0,1.0,1.0,1.0
LAC,NO,8,117.0,281.0,,,
LAC,PIT,3,116.0,245.0,2.0,1.0,1.0
LAC,TB,15,223.0,288.0,4.0,2.0,2.0
LAC,TEN,10,132.0,175.0,2.0,1.0,
SF,ARI,5,172.0,195.0,2.0,2.0,1.0
SF,ARI,18,151.0,242.0,6.0,,
SF,BUF,13,223.0,152.0,5.0,,
SF,CHI,14,68.0,140.0,2.0,1.0,1.0
SF,DAL,8,57.0,243.0,3.0,4.0,2.0
SF,DET,17,155.0,303.0,5.0,,
SF,GB,12,169.0,163.0,5.0,,
SF,KC,7,186.0,154.0,4.0,2.0,2.0
SF,LA,3,98.0,221.0,3.0,,
SF,LA,15,142.0,160.0,,,
SF,MIA,16,167.0,215.0,2.0,1.0,
SF,MIN,2,148.0,268.0,2.0,5.0,2.0
SF,NE,4,73.0,168.0,2.0,5.0,3.0
SF,NYJ,1,69.0,203.0,3.0,2.0,2.0
SF,SEA,6,52.0,312.0,2.0,4.0,3.0
SF,SEA,11,94.0,221.0,2.0,2.0,1.0
SF,TB,10,110.0,116.0,2.0,3.0,1.0
SEA,ARI,12,49.0,285.0,1.0,1.0,1.0
SEA,ARI,14,122.0,259.0,2.0,3.0,2.0
SEA,ATL,7,156.0,246.0,3.0,3.0,3.0
SEA,BUF,8,167.0,283.0,4.0,3.0,2.0
SEA,CHI,17,103.0,122.0,,3.0,1.0
SEA,DEN,1,99.0,138.0,1.0,5.0,4.0
SEA,DET,4,118.0,299.0,6.0,,
SEA,GB,15,140.0,229.0,3.0,1.0,1.0
SEA,LA,9,68.0,298.0,2.0,3.0,1.0
SEA,LA,18,84.0,334.0,2.0,1.0,1.0
SEA,MIA,3,65.0,186.0,,3.0,
SEA,MIN,16,84.0,246.0,3.0,1.0,
SEA,NE,2,185.0,149.0,2.0,1.0,
SEA,NYG,5,177.0,257.0,3.0,2.0,1.0
SEA,NYJ,13,90.0,185.0,3.0,3.0,2.0
SEA,SF,6,229.0,255.0,4.0,,
SEA,SF,11,131.0,159.0,2.0,1.0,1.0
LA,ARI,2,231.0,266.0,5.0,2.0,1.0
LA,ARI,17,113.0,321.0,1.0,2.0,2.0
