"rank","gsis_id","nombre","targets_totales","targets_por_partido","targets_por_partido_equipo","posicion","equipo","target_share_pct"
62,"00-0032160","Tyrell Williams",65,4.3,32.1,"WR","LAC",12.7
63,"00-0027891","Golden Tate",69,9.9,35.2,"WR","DET",12.2
64,"00-0029664","Josh Gordon",68,6.2,34.8,"WR","NE",12.2
65,"00-0031166","Seth Roberts",64,4.3,33.2,"WR","LV",12.1
66,"00-0034272","Marquez Valdes-Scantling",74,4.9,38.6,"WR","GB",12
67,"00-0026189","DeSean Jackson",74,6.2,38.9,"WR","TB",11.9
68,"00-0033282","Curtis Samuel",65,5.4,34.2,"WR","CAR",11.9
69,"00-0032355","Chester Rogers",74,4.9,39.8,"WR","IND",11.6
70,"00-0029572","Jarius Wright",61,3.8,34.2,"WR","CAR",11.1
71,"00-0029293","Marvin Jones",62,6.9,35.2,"WR","DET",11
72,"00-0032778","Tajae Sharpe",47,3.4,26.6,"WR","TEN",11
73,"00-0033460","John Ross",58,4.5,33.2,"WR","CIN",10.9
74,"00-0031547","DeVante Parker",47,4.3,27.2,"WR","MIA",10.8
75,"00-0034353","Anthony Miller",54,4.2,31.8,"WR","CHI",10.6
76,"00-0027874","Demaryius Thomas",57,7.1,35.4,"WR","DEN",10.1
77,"00-0031941","Jamison Crowder",49,5.4,30.8,"WR","WAS",10
78,"00-0033908","Cooper Kupp",55,6.9,34.2,"WR","LA",10
79,"00-0028002","Randall Cobb",61,6.8,38.6,"WR","GB",9.9
80,"00-0028237","Chris Hogan",55,3.7,34.8,"WR","NE",9.9
81,"00-0031325","Sammy Watkins",55,5.5,35.3,"WR","KC",9.7
82,"00-0033933","Chad Williams",46,4.6,29.7,"WR","ARI",9.7
83,"00-0033943","Josh Reynolds",53,4.8,34.2,"WR","LA",9.7
84,"00-0032362","Maurice Harris",47,4.3,30.8,"WR","WAS",9.6
85,"00-0032977","Rashard Higgins",53,4.1,35.2,"WR","CLE",9.4
86,"00-0032128","Chris Conley",52,3.5,35.3,"WR","KC",9.2
87,"00-0026345","Pierre Garcon",47,5.9,32.4,"WR","SF",9.1
88,"00-0033127","Will Fuller",45,6.4,30.9,"WR","HOU",9.1
89,"00-0034510","Robert Foster",44,4,30.1,"WR","BUF",9.1
90,"00-0032951","Laquon Treadwell",53,3.5,37.3,"WR","MIN",8.9
91,"00-0034860","Dante Pettis",45,5,32.4,"WR","SF",8.7
92,"00-0034765","Tre'Quan Smith",44,3.4,32.1,"WR","NO",8.6
93,"00-0030068","Marquise Goodwin",44,4,32.4,"WR","SF",8.5
94,"00-0034366","Keke Coutee",41,6.8,30.9,"WR","HOU",8.3
95,"00-0031068","Ryan Grant",52,3.7,39.8,"WR","IND",8.2
96,"00-0034370","DaeSean Hamilton",46,5.8,35.4,"WR","DEN",8.1
97,"00-0030669","Albert Wilson",35,5,27.2,"WR","MIA",8
98,"00-0033292","Trent Taylor",41,3.2,32.4,"WR","SF",7.9
99,"00-0032791","Jakeem Grant",34,3.4,27.2,"WR","MIA",7.8
100,"00-0027891","Golden Tate",45,5.6,37.1,"WR","PHI",7.6
101,"00-0032208","Phillip Dorsett",42,4.2,34.8,"WR","NE",7.5
102,"00-0033251","Zach Pascal",46,4.2,39.8,"WR","IND",7.2
103,"00-0033375","Tim Patrick",41,4.1,35.4,"WR","DEN",7.2
104,"00-0031257","Paul Richardson",35,5,30.8,"WR","WAS",7.1
105,"00-0030821","Allen Hurns",35,2.7,32.4,"WR","DAL",6.8
106,"00-0027874","Demaryius Thomas",33,4.7,30.9,"WR","HOU",6.7
107,"00-0033562","Ryan Switzer",44,2.8,42.6,"WR","PIT",6.5
108,"00-0033466","Isaiah McKenzie",30,5,30.1,"WR","BUF",6.2
109,"00-0028411","Dontrelle Inman",39,4.9,39.8,"WR","IND",6.1
110,"00-0034777","D.J. Chark",32,3.2,32.9,"WR","JAX",6.1
111,"00-0025396","Ted Ginn",31,6.2,32.1,"WR","NO",6
112,"00-0028116","Aldrick Robinson",35,2.5,37.3,"WR","MIN",5.9
113,"00-0034487","Trent Sherfield",28,4,29.7,"WR","ARI",5.9
114,"00-0027996","Torrey Smith",32,4,34.2,"WR","CAR",5.8
115,"00-0031544","Amari Cooper",31,5.2,33.2,"WR","LV",5.8
116,"00-0032775","Demarcus Robinson",33,2.4,35.3,"WR","KC",5.8
117,"00-0034279","Equanimeous St. Brown",36,3.3,38.6,"WR","GB",5.8
118,"00-0034747","Marcell Ateman",31,5.2,33.2,"WR","LV",5.8
119,"00-0034676","James Washington",38,3.2,42.6,"WR","PIT",5.6
120,"00-0032543","Alex Erickson",29,2.9,33.2,"WR","CIN",5.5
121,"00-0032795","Cody Core",29,2.9,33.2,"WR","CIN",5.5
122,"00-0031326","Bruce Ellington",30,7.5,35.2,"WR","DET",5.3
123,"00-0030578","Cordarrelle Patterson",29,2.2,34.8,"WR","NE",5.2
124,"00-0029319","Josh Bellamy",26,2,31.8,"WR","CHI",5.1
125,"00-0029638","Michael Floyd",25,2.5,30.8,"WR","WAS",5.1
126,"00-0031373","Martavis Bryant",27,3.9,33.2,"WR","LV",5.1
127,"00-0032626","Geronimo Allison",30,6,38.6,"WR","GB",4.9
128,"00-0031189","T.J. Jones",27,2.2,35.2,"WR","DET",4.8
129,"00-0030670","Bennie Fowler",27,2.7,36.2,"WR","NYG",4.7
130,"00-0031299","Jordan Matthews",28,2.5,37.1,"WR","PHI",4.7
131,"00-0032398","Chris Moore",25,1.7,33.8,"WR","BAL",4.6
132,"00-0032054","Breshad Perriman",25,2.5,35.2,"WR","CLE",4.4
