...1,Rank,Player,Team,Bye,POS,Yahoo,Sleeper,RTSports,AVG,gsis_id,position,season,availability,age,targets,recepciones,rec_yards,rec_ypg,rec_20plus,rec_td,attempts,rush_yards,rush_ypg,rush_td,fumbles_perdidos,total_touchdowns,partidos
109,110,Courtland Sutton,DEN,14,WR47,121,114,104,113,00-0034348,WR,2023,0.81,27,91,59,772,48.25,14,10,0,0,0,0,3,10,16
116,117,Keon Coleman,BUF,12,WR48,142,98,115,118.3,00-0039901,WR,2023,--,20,0,0,0,0,0,0,0,0,0,0,0,0,0
117,118,Jameson Williams,DET,5,WR49,141,111,103,118.3,00-0037240,WR,2023,0.5294117647058824,22,42,24,354,29.5,5,2,3,29,2.4166666666666665,1,0,3,12
125,126,Khalil Shakir,BUF,12,WR50,151,126,122,133,00-0037261,WR,2023,0.9411764705882353,23,46,39,611,38.1875,10,2,1,10,0.625,0,0,2,16
132,133,Curtis Samuel,BUF,12,WR51,172,120,127,139.7,00-0033282,WR,2023,0.8260869565217391,27,91,62,613,38.3125,7,4,7,39,2.4375,1,0,5,16
135,136,Romeo Doubs,GB,10,WR52,182,121,121,141.3,00-0037816,WR,2023,0.8823529411764706,23,96,59,674,39.64705882352941,7,8,0,0,0,0,0,8,17
137,138,Tyler Lockett,TEN,5,WR53,163,122,152,145.7,00-0032211,WR,2023,0.9797297297297297,30,124,79,894,52.588235294117645,9,5,0,0,0,0,0,5,17
141,142,Joshua Palmer,BUF,12,WR54,189,138,124,150.3,00-0036988,WR,2023,0.8431372549019608,23,61,38,581,58.1,9,2,1,6,0.6,0,1,2,10
144,145,Jakobi Meyers,LV,10,WR55,179,137,138,151.3,00-0034960,WR,2023,0.9404761904761905,26,106,71,807,50.4375,8,8,4,24,1.5,2,0,11,16
147,148,Jerry Jeudy,CLE,10,WR56,190,141,136,155.7,00-0036407,WR,2023,0.8529411764705882,24,87,54,758,47.375,10,2,0,0,0,0,0,2,16
152,153,Dontayvion Wicks,GB,10,WR57,157,162,154,157.7,00-0038393,WR,2023,0.8823529411764706,22,58,39,581,38.733333333333334,11,4,1,1,0.06666666666666667,0,1,4,15
155,156,Brandin Cooks,NO,12,WR58,162,152,164,159.3,00-0031236,WR,2023,0.8742138364779874,29,82,54,657,41.0625,11,8,5,35,2.1875,0,0,8,16
159,160,Adam Thielen,CAR,11,WR59,161,172,156,163,00-0030035,WR,2023,0.9393939393939394,33,138,103,1014,59.64705882352941,9,4,1,6,0.35294117647058826,0,0,4,17
160,161,Mike Williams,,,WR60,202,140,148,163.3,00-0033536,WR,2023,0.8173913043478261,28,26,19,249,83,4,1,1,3,1,0,0,1,3
161,162,Rashid Shaheed,N,,WR61,177,144,169,163.3,00-0037545,WR,2023,0.9310344827586207,25,75,46,719,47.93333333333333,12,5,7,37,2.466666666666667,0,1,5,15
162,163,Adonai Mitchell,IND,14,WR62,200,125,170,165,00-0039890,WR,2023,--,20,0,0,0,0,0,0,0,0,0,0,0,0,0
166,167,Gabe Davis,,,WR63,196,151,153,166.7,00-0036196,WR,2023,0.9701492537313433,24,82,45,746,46.625,12,7,1,-2,-0.125,0,1,7,16
169,170,Xavier Legette,CAR,11,WR64,175,142,187,168,00-0039342,WR,2023,--,22,0,0,0,0,0,0,0,0,0,0,0,0,0
173,174,Ja'Lynn Polk,NE,14,WR65,183,160,178,173.7,00-0039907,WR,2023,--,22,0,0,0,0,0,0,0,0,0,0,0,0,0
180,181,Jahan Dotson,PHI,5,WR66,150,163,228,180.3,00-0037741,WR,2023,0.8529411764705882,23,83,49,518,30.470588235294116,5,4,0,0,0,0,0,4,17
181,182,Josh Downs,IND,14,WR67,188,165,189,180.7,00-0038997,WR,2023,1.0,22,98,68,771,45.35294117647059,10,2,0,0,0,0,0,2,17
199,200,Darnell Mooney,ATL,12,WR68,,175,168,171.5,00-0036309,WR,2023,0.8955223880597015,25,61,31,414,29.571428571428573,7,1,2,5,0.35714285714285715,0,0,1,14
201,202,Michael Wilson,ARI,11,WR69,,190,159,174.5,00-0038559,WR,2023,0.7647058823529411,23,59,38,565,43.46153846153846,7,3,0,0,0,0,0,3,13
209,210,Quentin Johnston,LAC,5,WR70,,182,202,192,00-0038544,WR,2023,1.0,21,67,38,431,25.352941176470587,5,2,3,9,0.5294117647058824,0,0,2,17
211,212,DeMario Douglas,NE,14,WR71,,185,208,196.5,00-0038621,WR,2023,0.8235294117647058,22,79,49,561,40.07142857142857,6,0,8,41,2.9285714285714284,0,1,0,14
220,221,Troy Franklin,DEN,14,WR72,,174,249,211.5,00-0039868,WR,2023,--,20,0,0,0,0,0,0,0,0,0,0,0,0,0
222,223,Jermaine Burton,CIN,12,WR73,,196,229,212.5,00-0039810,WR,2023,--,22,0,0,0,0,0,0,0,0,0,0,0,0,0
227,228,Luke McCaffrey,WAS,14,WR74,,199,239,219,00-0039355,WR,2023,--,22,0,0,0,0,0,0,0,0,0,0,0,0,0
232,233,Wan'Dale Robinson,NYG,11,WR75,,226,217,221.5,00-0038117,WR,2023,0.6176470588235294,22,78,60,525,35,7,1,9,87,5.8,1,0,2,15
233,234,Marvin Mims Jr.,DEN,14,WR76,,206,238,222,00-0038976,WR,2023,0.9411764705882353,21,33,22,377,25.133333333333333,6,1,9,30,2,0,2,1,15
237,238,Ricky Pearsall,SF,9,WR77,,169,280,224.5,00-0039916,WR,2023,--,22,0,0,0,0,0,0,0,0,0,0,0,0,0
241,242,Rashod Bateman,BAL,14,WR78,,202,251,226.5,00-0036550,WR,2023,0.6666666666666666,23,56,32,367,24.466666666666665,2,1,1,18,1.2,0,0,1,15
250,251,Greg Dortch,ARI,11,WR79,,222,242,232,00-0035500,WR,2023,0.9069767441860465,25,41,24,280,31.11111111111111,3,2,1,5,0.5555555555555556,0,0,2,9
252,253,Roman Wilson,PIT,9,WR80,,189,279,234,00-0039739,WR,2023,--,22,0,0,0,0,0,0,0,0,0,0,0,0,0
253,254,Jalen McMillan,TB,11,WR81,,230,243,236.5,00-0039855,WR,2023,--,21,0,0,0,0,0,0,0,0,0,0,0,0,0
262,263,Dyami Brown,JAC,12,WR82,,,190,190,00-0036626,WR,2023,0.9215686274509803,23,23,12,168,12.923076923076923,2,1,1,0,0,0,0,1,13
264,265,Demarcus Robinson,SF,9,WR83,,220,285,252.5,00-0032775,WR,2023,0.9923664122137404,28,39,26,371,46.375,7,4,1,23,2.875,0,1,4,8
266,267,Tyler Boyd,,,WR84,,238,270,254,00-0033009,WR,2023,0.9847328244274809,28,98,67,667,39.23529411764706,6,2,2,11,0.6470588235294118,0,0,2,17
267,268,Malachi Corley,NYJ,12,WR85,,208,303,255.5,00-0039920,WR,2023,--,21,0,0,0,0,0,0,0,0,0,0,0,0,0
268,269,Jalen Tolbert,DAL,7,WR86,,248,269,258.5,00-0037666,WR,2023,0.7352941176470589,24,36,22,268,20.615384615384617,3,2,0,0,0,0,1,2,13
284,285,Javon Baker,NE,14,WR88,,232,,232,00-0039853,WR,2023,--,21,0,0,0,0,0,0,0,0,0,0,0,0,0
286,287,Odell Beckham Jr.,,,WR89,,242,304,273,00-0031235,WR,2023,0.8231292517006803,30,64,35,565,40.357142857142854,10,3,0,0,0,0,1,3,14
287,288,Andrei Iosivas,CIN,12,WR90,,,240,240,00-0038619,WR,2023,0.9411764705882353,23,25,15,116,12.88888888888889,0,4,0,0,0,0,0,4,9
288,289,Darius Slayton,NYG,11,WR91,,275,275,275,00-0035535,WR,2023,0.9397590361445783,26,79,50,770,45.294117647058826,11,4,0,0,0,0,0,4,17
290,291,Jalin Hyatt,NYG,11,WR92,,270,290,280,00-0038938,WR,2023,1.0,21,40,23,373,28.692307692307693,7,0,0,0,0,0,0,0,13
297,298,Brenden Rice,LAC,5,WR93,,267,,267,00-0039415,WR,2023,--,21,0,0,0,0,0,0,0,0,0,0,0,0,0
298,299,Elijah Moore,BUF,12,WR94,,268,,268,00-0036980,WR,2023,0.8823529411764706,23,104,59,640,40,9,2,9,11,0.6875,0,2,2,16
299,300,Malik Washington,MIA,6,WR95,,285,291,288,00-0039880,WR,2023,--,22,0,0,0,0,0,0,0,0,0,0,0,0,0
300,301,Devontez Walker,BAL,14,WR96,,272,,272,00-0039792,WR,2023,--,22,0,0,0,0,0,0,0,0,0,0,0,0,0
301,302,Zay Jones,ARI,11,WR97,,274,,274,00-0033891,WR,2023,0.9130434782608695,28,64,34,321,35.666666666666664,3,2,0,0,0,0,0,2,9
302,303,Tre Tucker,LV,10,WR98,,289,292,290.5,00-0038563,WR,2023,0.9411764705882353,22,34,19,331,25.46153846153846,6,2,10,77,5.923076923076923,0,0,2,13
304,305,Kendrick Bourne,NE,14,WR99,,277,305,291,00-0033307,WR,2023,0.9043478260869565,28,55,37,406,50.75,5,4,1,4,0.5,0,1,4,8
305,306,Treylon Burks,TEN,5,WR100,,287,295,291,00-0037742,WR,2023,0.6470588235294118,23,30,16,221,24.555555555555557,4,0,5,18,2,0,0,0,9
309,310,Albert Wilson,,,WR101,,280,,280,00-0030669,WR,2023,0.824,31,0,0,0,0,0,0,0,0,0,0,0,0,0
313,314,Jordan Whittington,LAR,6,WR102,,,284,284,00-0039751,WR,2023,--,22,0,0,0,0,0,0,0,0,0,0,0,0,0
314,315,Jonathan Mingo,DAL,7,WR103,,294,298,296,00-0039062,WR,2023,0.8823529411764706,22,85,43,418,27.866666666666667,6,0,0,0,0,0,0,0,15
316,317,Calvin Austin III,PIT,9,WR104,,,287,287,00-0037837,WR,2023,0.5,24,30,17,180,12.857142857142858,1,1,11,57,4.071428571428571,1,0,2,14
317,318,Noah Brown,WAS,14,WR105,,,288,288,00-0033591,WR,2023,0.6869565217391305,27,56,33,567,56.7,14,2,1,-1,-0.1,0,0,2,10
319,320,Kevin White,,,WR106,,290,,290,00-0031545,WR,2023,0.578125,31,0,0,0,0,0,0,0,0,0,0,0,0,0
321,322,Van Jefferson,TEN,5,WR107,,,293,293,00-0036415,WR,2023,0.9104477611940298,27,43,20,209,14.928571428571429,1,0,1,4,0.2857142857142857,0,0,0,14
327,328,Josh Reynolds,NYJ,12,WR109,,298,,298,00-0033943,WR,2023,0.9224137931034483,28,64,40,608,38,17,5,0,0,0,0,1,5,16
328,329,K.J. Osborn,WAS,14,WR110,,311,299,305,00-0036345,WR,2023,0.8955223880597015,26,75,48,540,36,7,3,0,0,0,0,0,3,15
331,332,Alec Pierce,IND,14,WR111,,,301,301,00-0037664,WR,2023,0.9705882352941176,23,65,32,514,30.235294117647058,8,2,0,0,0,0,0,2,17
334,335,Jalen Nailor,MIN,6,WR112,,,306,306,00-0037291,WR,2023,0.6176470588235294,24,6,3,29,14.5,0,0,0,0,0,0,0,0,2
339,340,Anthony Johnson,,,CB1,,316,,316,00-0035474,WR,2023,--,28,0,0,0,0,0,0,0,0,0,0,0,0,0
340,341,A.T. Perry,DEN,14,WR113,,318,,318,00-0038612,WR,2023,0.5882352941176471,23,18,12,246,30.75,5,4,0,0,0,0,0,4,8
