"rank","gsis_id","nombre","targets_totales","targets_por_partido","targets_por_partido_equipo","posicion","equipo","target_share_pct"
61,"00-0028237","Chris Hogan",59,4.5,28.9,"WR","BUF",12.7
62,"00-0032218","Dorial Green-Beckham",68,4.9,34.2,"WR","TEN",12.4
63,"00-0028052","Cecil Shorts",75,6.8,38.5,"WR","HOU",12.2
64,"00-0030669","Albert Wilson",57,4.1,29.2,"WR","KC",12.2
65,"00-0027996","Torrey Smith",63,3.9,32.9,"WR","SF",12
66,"00-0023496","Vincent Jackson",63,6.3,33,"WR","TB",11.9
67,"00-0027681","Brandon LaFell",74,6.7,39,"WR","NE",11.9
68,"00-0023462","Roddy White",70,4.7,38.7,"WR","ATL",11.3
69,"00-0029572","Jarius Wright",50,3.3,27.7,"WR","MIN",11.3
70,"00-0029708","Kendall Wright",60,6,34.2,"WR","TEN",11
71,"00-0020337","Steve Smith",73,10.4,41.9,"WR","BAL",10.9
72,"00-0022811","Jerricho Cotchery",54,3.9,30.9,"WR","CAR",10.9
73,"00-0031118","Corey Brown",54,4.2,30.9,"WR","CAR",10.9
74,"00-0030085","Kenny Stills",63,4.2,36.4,"WR","MIA",10.8
75,"00-0030450","Quinton Patton",57,3.8,32.9,"WR","SF",10.8
76,"00-0029580","Rishard Matthews",61,5.5,36.4,"WR","MIA",10.5
77,"00-0022414","Malcom Floyd",69,4.6,41.4,"WR","LAC",10.4
78,"00-0024466","Marques Colston",68,5.2,41.6,"WR","NO",10.2
79,"00-0029632","Mohamed Sanu",49,3.1,30.9,"WR","CIN",9.9
80,"00-0026364","Steve Johnson",65,7.2,41.4,"WR","LAC",9.8
81,"00-0030047","Marquess Wilson",51,4.6,32.6,"WR","CHI",9.8
82,"00-0026182","Eddie Royal",50,5.6,32.6,"WR","CHI",9.6
83,"00-0028411","Dontrelle Inman",63,5.2,41.4,"WR","LAC",9.5
84,"00-0028114","Dwayne Harris",57,4.4,38.4,"WR","NYG",9.3
85,"00-0031166","Seth Roberts",56,3.5,37.8,"WR","LV",9.3
86,"00-0026189","DeSean Jackson",49,5.4,34.9,"WR","WAS",8.8
87,"00-0031547","DeVante Parker",51,6.4,36.4,"WR","MIA",8.7
88,"00-0031228","Taylor Gabriel",49,4.1,37.8,"WR","CLE",8.1
89,"00-0029614","Chris Givens",53,4.4,41.9,"WR","BAL",7.9
90,"00-0029614","Chris Givens",53,4.4,41.9,"WR","BAL",7.9
91,"00-0032009","Adam Humphries",41,3.7,33,"WR","TB",7.8
92,"00-0028017","Leonard Hankerson",47,6.7,38.7,"WR","ATL",7.6
93,"00-0028017","Leonard Hankerson",47,6.7,38.7,"WR","ATL",7.6
94,"00-0028017","Leonard Hankerson",47,6.7,38.7,"WR","ATL",7.6
95,"00-0031023","Quincy Enunwa",46,4.2,37.6,"WR","NYJ",7.6
96,"00-0031068","Ryan Grant",42,3.5,34.9,"WR","WAS",7.5
97,"00-0027595","Bryan Walters",45,4.1,37.9,"WR","JAX",7.4
98,"00-0030801","Brandon Coleman",49,3.1,41.6,"WR","NO",7.4
99,"00-0027918","Andrew Hawkins",44,5.5,37.8,"WR","CLE",7.3
100,"00-0031549","Nelson Agholor",44,3.4,38.8,"WR","PHI",7.1
101,"00-0023310","Lance Moore",43,3.3,38.9,"WR","DET",6.9
102,"00-0029640","Brian Quick",32,3.6,29.3,"WR","LA",6.8
103,"00-0026983","Darrius Heyward-Bey",40,3.6,37.2,"WR","PIT",6.7
104,"00-0026998","Percy Harvin",31,6.2,28.9,"WR","BUF",6.7
105,"00-0027758","Riley Cooper",41,3.4,38.8,"WR","PHI",6.6
106,"00-0030691","Jeremy Butler",44,5.5,41.9,"WR","BAL",6.6
107,"00-0032128","Chris Conley",31,3.4,29.2,"WR","KC",6.6
108,"00-0027816","Marc Mariani",34,3.1,32.6,"WR","CHI",6.5
109,"00-0029319","Josh Bellamy",34,3.4,32.6,"WR","CHI",6.5
110,"00-0030990","Josh Huff",40,3.1,38.8,"WR","PHI",6.5
111,"00-0032208","Phillip Dorsett",39,3.5,37.9,"WR","IND",6.4
112,"00-0024267","Greg Jennings",36,3,36.4,"WR","MIA",6.2
113,"00-0029415","Keshawn Martin",37,4.1,39,"WR","NE",5.9
114,"00-0029415","Keshawn Martin",37,4.1,39,"WR","NE",5.9
115,"00-0032170","Rashad Greene",36,4,37.9,"WR","JAX",5.9
116,"00-0031570","Justin Hardy",36,4,38.7,"WR","ATL",5.8
117,"00-0030521","Justin Hunter",31,3.4,34.2,"WR","TEN",5.7
118,"00-0032008","Donteea Dye",30,3.3,33,"WR","TB",5.7
119,"00-0028263","Andre Holmes",33,2.5,37.8,"WR","LV",5.5
120,"00-0030000","Kenbrell Thompkins",33,5.5,37.6,"WR","NYJ",5.5
121,"00-0024324","Jason Avant",25,2.5,29.2,"WR","KC",5.4
122,"00-0026739","Jordan Norwood",32,3.2,37.8,"WR","DEN",5.3
123,"00-0030532","Stedman Bailey",25,3.1,29.3,"WR","LA",5.3
124,"00-0031431","Marqise Lee",32,3.6,37.9,"WR","JAX",5.3
125,"00-0031600","Keith Mumphery",32,4,38.5,"WR","HOU",5.2
126,"00-0023921","Miles Austin",31,2.8,38.8,"WR","PHI",5
127,"00-0030516","Brice Butler",26,5.2,32.5,"WR","DAL",5
128,"00-0030516","Brice Butler",26,5.2,32.5,"WR","DAL",5
129,"00-0030920","Javontee Herndon",33,4.7,41.4,"WR","LAC",5
130,"00-0032112","J.J. Nelson",27,3,34.4,"WR","ARI",4.9
131,"00-0031934","Devin Smith",28,4,37.6,"WR","NYJ",4.7
132,"00-0030400","Marlon Brown",30,3.3,41.9,"WR","BAL",4.5
133,"00-0028091","Jeremy Kerley",26,5.2,37.6,"WR","NYJ",4.3
134,"00-0029033","Griff Whalen",26,3.7,37.9,"WR","IND",4.3
135,"00-0030670","Bennie Fowler",25,1.9,37.8,"WR","DEN",4.1
136,"00-0029848","Nick Williams",25,2.3,38.7,"WR","ATL",4
