...1,Rank,Player,Team,Bye,POS,Yahoo,Sleeper,RTSports,AVG,gsis_id,position,season,availability,age,targets,recepciones,rec_yards,rec_ypg,rec_20plus,rec_td,attempts,rush_yards,rush_ypg,rush_td,fumbles_perdidos,total_touchdowns,partidos
33,34,Amari Cooper,,,WR13,38,,,34.3,00-0031544,WR,2019,1.0,25,119,79,1189,74.3125,17,8,1,6,0.375,0,0,8,16
34,35,JuJu Smith-Schuster,KC,10,WR14,34,,,34.3,00-0033857,WR,2019,0.8958333333333334,22,71,42,552,46,7,3,0,0,0,0,1,3,12
37,38,A.J. Brown,PHI,9,WR15,39,,,39.3,00-0035676,WR,2019,1.0,22,84,52,1051,65.6875,15,8,3,60,3.75,1,0,9,16
39,40,Cooper Kupp,SEA,6,WR16,44,,,40,00-0033908,WR,2019,0.8958333333333334,26,135,94,1161,72.5625,21,10,2,4,0.25,0,0,10,16
42,43,Calvin Ridley,TEN,4,WR17,49,,,44,00-0034837,WR,2019,0.90625,24,95,63,866,66.61538461538461,12,7,2,34,2.6153846153846154,0,0,7,13
45,46,Tyler Lockett,TEN,4,WR18,48,,,50,00-0032211,WR,2019,0.9876543209876543,26,110,82,1057,66.0625,15,8,4,-5,-0.3125,0,0,8,16
46,47,Courtland Sutton,DEN,5,WR19,55,,,50.7,00-0034348,WR,2019,1.0,23,124,72,1112,69.5,18,6,3,17,1.0625,0,0,6,16
48,49,Keenan Allen,LAC,6,WR20,57,,,50.7,00-0030279,WR,2019,0.7830188679245284,27,149,104,1199,74.9375,15,6,3,16,1,0,0,6,16
49,50,Robert Woods,PIT,4,WR21,61,,,50.7,00-0030431,WR,2019,0.8584070796460177,27,139,90,1134,75.6,14,2,17,115,7.666666666666667,1,0,3,15
50,51,DK Metcalf,PIT,4,WR22,53,,,51.3,00-0035640,WR,2019,1.0,21,102,58,900,56.25,13,7,2,11,0.6875,0,3,7,16
52,53,Terry McLaurin,WAS,8,WR23,46,,,51.7,00-0035659,WR,2019,0.875,23,94,58,919,65.64285714285714,15,7,0,0,0,0,0,7,14
53,54,DJ Chark Jr.,ATL,10,WR24,54,,,51.7,00-0034777,WR,2019,0.96875,22,240,146,2016,134.4,34,16,2,20,1.3333333333333333,0,0,16,15
57,58,T.Y. Hilton,,,WR25,64,,,58.7,00-0029608,WR,2019,0.9621212121212122,29,68,45,501,50.1,6,5,0,0,0,0,0,5,10
62,63,DeVante Parker,,,WR26,67,,,61.3,00-0031547,WR,2019,1.0,26,128,72,1202,75.125,21,9,0,0,0,0,0,9,16
63,64,Stefon Diggs,NE,5,WR27,68,,,63.3,00-0031588,WR,2019,1.0,25,95,63,1126,75.06666666666666,20,6,5,61,4.066666666666666,0,3,6,15
67,68,Marquise Brown,KC,10,WR28,79,,,72,00-0035662,WR,2019,0.875,22,71,46,584,41.714285714285715,8,7,0,0,0,0,0,7,14
68,69,Michael Gallup,WAS,8,WR29,76,,,73.7,00-0034764,WR,2019,0.96875,23,113,66,1107,79.07142857142857,18,6,0,0,0,0,0,6,14
69,70,A.J. Green,,,WR30,90,,,74.3,00-0027942,WR,2019,0.8791946308724832,31,0,0,0,0,0,0,0,0,0,0,0,0,0
71,72,Tyler Boyd,,,WR31,85,,,77,00-0033009,WR,2019,0.984375,24,148,90,1046,65.375,12,5,4,23,1.4375,0,2,5,16
79,80,Jarvis Landry,,,WR32,89,,,81.3,00-0031382,WR,2019,1.0,26,138,83,1174,73.375,20,6,1,10,0.625,0,0,6,16
80,81,William Fuller V,,,WR33,95,,,82,00-0033127,WR,2019,0.796875,25,71,49,670,60.90909090909091,10,3,0,0,0,0,0,3,11
81,82,Julian Edelman,,,WR34,99,,,84,00-0027150,WR,2019,0.8156424581005587,33,154,100,1117,69.8125,13,6,8,27,1.6875,0,2,7,16
84,85,Deebo Samuel Sr.,WAS,8,WR35,98,,,86.7,00-0035719,WR,2019,0.9375,23,82,57,802,53.46666666666667,17,3,14,159,10.6,3,1,6,15
88,89,Brandin Cooks,NO,6,WR36,118,,,93.7,00-0031236,WR,2019,0.8586956521739131,25,73,42,583,41.642857142857146,9,2,6,52,3.7142857142857144,0,0,2,14
89,90,Marvin Jones Jr.,,,WR37,106,,,93.7,00-0029293,WR,2019,0.8842975206611571,29,182,124,1558,119.84615384615384,12,18,2,0,0,0,0,18,13
98,99,Diontae Johnson,CLE,9,WR38,108,,,106,00-0035216,WR,2019,1.0,23,92,59,680,42.5,7,5,4,41,2.5625,0,1,5,16
101,102,CeeDee Lamb,DAL,10,WR39,112,,,107.3,00-0036358,WR,2019,--,20,0,0,0,0,0,0,0,0,0,0,0,0,0
105,106,Darius Slayton,NYG,11,WR40,133,,,114,00-0035535,WR,2019,1.0,22,85,48,740,52.857142857142854,12,8,0,0,0,0,0,8,14
106,107,Emmanuel Sanders,,,WR41,136,,,114,00-0027685,WR,2019,0.9760479041916168,32,98,66,869,51.11764705882353,11,5,0,0,0,0,0,6,17
107,108,Jamison Crowder,,,WR42,126,,,115.3,00-0031941,WR,2019,1.0,26,122,78,833,52.0625,11,6,1,4,0.25,0,0,6,16
113,114,John Brown,,,WR43,123,,,118.3,00-0031051,WR,2019,0.9897959183673469,29,115,72,1060,70.66666666666667,17,6,2,7,0.4666666666666667,0,0,7,15
114,115,Christian Kirk,HOU,8,WR44,164,,,119.7,00-0034775,WR,2019,0.78125,22,109,68,709,54.53846153846154,6,3,10,93,7.153846153846154,0,0,3,13
115,116,Sterling Shepard,TB,13,WR45,135,,,119.7,00-0032385,WR,2019,0.921875,26,84,57,576,57.6,8,3,6,72,7.2,0,0,3,10
116,117,Jerry Jeudy,CLE,9,WR46,134,,,121,00-0036407,WR,2019,--,20,0,0,0,0,0,0,0,0,0,0,0,0,0
121,122,Henry Ruggs,III,,WR47,141,,,128.3,00-0036357,WR,2019,--,20,0,0,0,0,0,0,0,0,0,0,0,0,0
127,128,Mecole Hardman Jr.,GB,5,WR48,157,,,134.3,00-0035140,WR,2019,1.0,21,41,26,538,35.86666666666667,9,6,4,17,1.1333333333333333,0,2,6,15
130,131,Justin Jefferson,MIN,7,WR49,166,,,138,00-0036322,WR,2019,--,20,0,0,0,0,0,0,0,0,0,0,0,0,0
135,136,Preston Williams,,,WR50,179,,,144.3,00-0035350,WR,2019,0.5,22,60,32,428,53.5,6,3,0,0,0,0,1,3,8
136,137,Jalen Reagor,LAC,6,WR51,160,,,145,00-0036387,WR,2019,--,20,0,0,0,0,0,0,0,0,0,0,0,0,0
140,141,DeSean Jackson,,,WR52,161,,,146.7,00-0026189,WR,2019,0.8707865168539326,32,10,9,159,79.5,2,2,0,0,0,0,0,2,2
144,145,Sammy Watkins,,,WR53,159,,,150,00-0031325,WR,2019,0.9183673469387755,26,91,52,673,51.76923076923077,9,3,2,12,0.9230769230769231,0,1,3,13
149,150,Anthony Miller,BAL,7,WR54,,,,127.5,00-0034353,WR,2019,1.0,24,85,52,656,41,11,2,1,-1,-0.0625,0,1,2,16
150,151,Mike Williams,,,WR55,177,,,152,00-0033536,WR,2019,0.9791666666666666,24,90,49,1001,66.73333333333333,17,2,1,2,0.13333333333333333,0,0,2,15
153,154,Golden Tate,,,WR56,,,,136,00-0027891,WR,2019,0.9696969696969697,31,85,49,670,60.90909090909091,10,6,1,16,1.4545454545454546,0,1,6,11
163,164,Robbie Chosen,SF,11,WR57,,,,148.5,00-0032688,WR,2019,1.0,26,97,52,779,48.6875,13,5,1,4,0.25,0,0,5,16
164,165,Allen Lazard,NYJ,10,WR58,187,,,167,00-0034521,WR,2019,1.0,23,52,35,477,43.36363636363637,6,3,1,21,1.9090909090909092,0,0,3,11
173,174,Larry Fitzgerald,,,WR60,150,,,172.3,00-0022921,WR,2019,1.0,36,109,75,804,50.25,10,4,0,0,0,0,1,4,16
176,177,Michael Pittman Jr.,IND,7,WR61,189,,,173.3,00-0036252,WR,2019,--,21,0,0,0,0,0,0,0,0,0,0,0,0,0
177,178,Parris Campbell,,,WR62,180,,,173.7,00-0035639,WR,2019,0.4375,22,24,18,127,18.142857142857142,1,1,4,34,4.857142857142857,0,1,1,7
180,181,Alshon Jeffery,,,WR63,,,,123,00-0029137,WR,2019,0.8396946564885496,29,74,43,490,54.44444444444444,6,4,1,2,0.2222222222222222,1,0,5,9
182,183,Hunter Renfrow,CAR,13,WR64,163,,,164.5,00-0034983,WR,2019,0.8125,23,72,49,605,46.53846153846154,7,4,0,0,0,0,0,4,13
188,189,Breshad Perriman,,,WR65,200,,,170.5,00-0032054,WR,2019,0.8260869565217391,25,70,36,645,46.07142857142857,15,6,2,16,1.1428571428571428,0,0,6,14
190,191,Curtis Samuel,BUF,11,WR66,194,,,172,00-0033282,WR,2019,0.875,23,105,54,627,39.1875,8,6,19,130,8.125,1,0,7,16
197,198,Brandon Aiyuk,SF,11,WR67,197,,,183,00-0036261,WR,2019,--,21,0,0,0,0,0,0,0,0,0,0,0,0,0
200,201,Bryan Edwards,,,WR68,199,,,187.7,00-0036365,WR,2019,--,20,0,0,0,0,0,0,0,0,0,0,0,0,0
207,208,Dede Westbrook,,,WR69,,,,172,00-0033839,WR,2019,0.7916666666666666,25,103,66,660,44,10,3,5,27,1.8,0,0,3,15
208,209,Denzel Mims,,,WR70,,,,175,00-0036255,WR,2019,--,21,0,0,0,0,0,0,0,0,0,0,0,0,0
212,213,Antonio Brown,,,WR71,,,,178,00-0027793,WR,2019,1.0,31,8,4,56,56,1,1,1,5,5,0,0,1,1
213,214,Laviska Shenault Jr.,BUF,11,WR72,,,,202.5,00-0036268,WR,2019,--,20,0,0,0,0,0,0,0,0,0,0,0,0,0
214,215,John Ross,,,WR73,,,,180,00-0033460,WR,2019,0.75,23,112,56,1012,126.5,20,3,3,4,0.5,0,1,3,8
215,216,Chase Claypool,,,WR74,,,,214.5,00-0036326,WR,2019,--,21,0,0,0,0,0,0,0,0,0,0,0,0,0
220,221,Corey Davis,,,WR75,,,,185,00-0033871,WR,2019,0.9791666666666666,24,69,43,601,40.06666666666667,10,2,0,0,0,0,0,2,15
224,225,Tee Higgins,CIN,9,WR76,,,,188,00-0036410,WR,2019,--,20,0,0,0,0,0,0,0,0,0,0,0,0,0
237,238,Kenny Stills,,,WR78,,,,205,00-0030085,WR,2019,0.9739130434782609,27,55,40,561,43.15384615384615,9,4,0,0,0,0,0,4,13
238,239,Josh Gordon,,,WR79,,,,207,00-0029664,WR,2019,0.7628865979381443,28,47,27,426,38.72727272727273,8,1,1,1,0.09090909090909091,0,0,1,11
242,243,Randall Cobb,,,WR80,,,,214,00-0028002,WR,2019,1.0,29,83,55,828,55.2,15,3,3,11,0.7333333333333333,0,1,3,15
243,244,Devin Duvernay,CHI,11,WR81,,,,215,00-0036331,WR,2019,--,21,0,0,0,0,0,0,0,0,0,0,0,0,0
245,246,Lynn Bowden Jr.,,,WR82,,,,217,00-0036364,WR,2019,--,21,0,0,0,0,0,0,0,0,0,0,0,0,0
246,247,Willie Snead,IV,,WR83,,,,218,00-0030663,WR,2019,0.9629629629629629,26,92,62,678,42.375,4,10,4,4,0.25,0,0,10,16
247,248,Cole Beasley,,,WR84,,,,220,00-0029000,WR,2019,0.9924242424242424,30,108,67,778,51.86666666666667,10,6,0,0,0,0,0,6,15
256,257,Mohamed Sanu Sr.,,,WR85,,,,235,00-0029632,WR,2019,0.890625,30,178,118,1040,69.33333333333333,6,2,3,11,0.7333333333333333,0,0,2,15
267,268,Andy Isabella,,,WR86,,,,253,00-0035527,WR,2019,1.0,22,13,9,189,21,2,1,4,15,1.6666666666666667,0,0,1,9
272,273,Kendrick Bourne,NE,5,WR87,,,,261,00-0033307,WR,2019,1.0,24,46,30,358,22.375,4,5,0,0,0,0,0,5,16
273,274,Josh Reynolds,NYJ,10,WR88,,,,262,00-0033943,WR,2019,1.0,24,43,21,326,20.375,8,1,5,23,1.4375,0,0,1,16
282,283,Danny Amendola,,,WR89,,,,276,00-0026035,WR,2019,0.9644970414201184,33,97,62,678,45.2,6,1,0,0,0,0,0,2,15
283,284,Tre'Quan Smith,,,WR90,,,,277,00-0034765,WR,2019,0.875,23,26,18,234,23.4,3,5,0,0,0,0,0,5,10
292,293,Chris Conley,,,WR91,,,,289,00-0032128,WR,2019,0.8641975308641975,26,93,47,775,48.4375,13,5,0,0,0,0,0,5,16
293,294,KJ Hamler,BUF,11,WR92,,,,290,00-0036412,WR,2019,--,20,0,0,0,0,0,0,0,0,0,0,0,0,0
300,301,Miles Boykin,CHI,11,WR93,,,,298,00-0035703,WR,2019,1.0,22,22,13,198,16.5,2,3,0,0,0,0,0,3,12
304,305,Auden Tate,,,WR94,,,,302,00-0034686,WR,2019,0.9,22,80,40,575,47.916666666666664,8,1,0,0,0,0,1,1,12
305,306,Zach Pascal,NYG,11,WR95,,,,303,00-0033251,WR,2019,1.0,24,73,41,607,43.357142857142854,11,5,2,16,1.1428571428571428,0,0,5,14
309,310,Steven Sims Jr.,SEA,6,WR96,,,,309,00-0034928,WR,2019,1.0,22,56,34,310,23.846153846153847,2,4,9,85,6.538461538461538,1,0,5,13
310,311,Nelson Agholor,,,WR97,,,,310,00-0031549,WR,2019,0.9382716049382716,26,70,39,363,33,5,3,2,7,0.6363636363636364,0,1,3,11
313,314,Phillip Dorsett II,LV,6,WR98,,,,315,00-0032208,WR,2019,0.9753086419753086,26,110,58,794,72.18181818181819,12,5,3,21,1.9090909090909092,0,0,5,11
315,316,Adam Humphries,,,WR99,,,,318,00-0032009,WR,2019,0.9487179487179487,26,48,37,374,31.166666666666668,4,2,1,1,0.08333333333333333,0,0,2,12
316,317,Marquez Valdes-Scantling,SEA,6,WR100,,,,319,00-0034272,WR,2019,1.0,24,56,26,452,30.133333333333333,7,2,2,9,0.6,0,0,2,15
318,319,Russell Gage Jr.,SF,11,WR101,,,,321,00-0034411,WR,2019,1.0,23,74,49,446,31.857142857142858,0,1,4,12,0.8571428571428571,0,1,1,14
322,323,Demarcus Robinson,SF,11,WR102,,,,325,00-0032775,WR,2019,1.0,24,55,32,449,29.933333333333334,7,4,0,0,0,0,0,4,15
325,326,J.J. Arcega-Whiteside,,,WR103,,,,328,00-0035246,WR,2019,1.0,22,22,10,169,21.125,4,1,0,0,0,0,0,1,8
328,329,Van Jefferson,TEN,4,WR104,,,,331,00-0036415,WR,2019,--,23,0,0,0,0,0,0,0,0,0,0,0,0,0
330,331,Tajae Sharpe,,,WR105,,,,333,00-0032778,WR,2019,0.734375,24,35,25,329,25.307692307692307,4,4,0,0,0,0,0,4,13
333,334,Antonio Gandy-Golden,,,WR106,,,,336,00-0036340,WR,2019,--,21,0,0,0,0,0,0,0,0,0,0,0,0,0
334,335,David Moore,CAR,13,WR107,,,,337,00-0033589,WR,2019,1.0,24,34,17,301,23.153846153846153,5,2,3,25,1.9230769230769231,0,1,2,13
336,337,Jakobi Meyers,LV,6,WR108,,,,339,00-0034960,WR,2019,1.0,22,41,26,359,32.63636363636363,9,0,0,0,0,0,0,0,11
340,341,Greg Ward,,,WR109,,,,343,00-0033733,WR,2019,1.0,24,40,28,254,42.333333333333336,1,1,1,5,0.8333333333333334,0,0,1,6
348,349,Scotty Miller,PIT,4,WR110,,,,351,00-0035298,WR,2019,0.75,22,26,13,200,22.22222222222222,3,1,2,16,1.7777777777777777,0,0,1,9
354,355,Bisi Johnson,,,WR111,,,,358,00-0035006,WR,2019,1.0,22,45,31,294,22.615384615384617,1,3,1,6,0.46153846153846156,0,0,3,13
359,360,Trent Taylor,SF,11,WR112,,,,363,00-0033292,WR,2019,0.7083333333333334,25,0,0,0,0,0,0,0,0,0,0,0,0,0
364,365,Dante Pettis,NO,6,WR113,,,,368,00-0034860,WR,2019,0.90625,23,24,11,109,12.11111111111111,2,2,0,0,0,0,0,2,9
366,367,Damiere Byrd,,,WR114,,,,370,00-0031868,WR,2019,0.6666666666666666,26,46,32,359,32.63636363636363,3,1,0,0,0,0,1,1,11
369,370,Ted Ginn Jr.,,,WR115,,,,373,00-0025396,WR,2019,0.9508196721311475,34,56,30,421,28.066666666666666,7,2,3,18,1.2,0,0,2,15
373,374,Ty Montgomery,II,,RB101,,,,377,00-0032200,WR,2019,0.7435897435897436,26,17,13,90,7.5,1,0,32,103,8.583333333333334,0,0,0,12
374,375,Quintez Cephus,HOU,8,WR116,,,,378,00-0036277,WR,2019,--,21,0,0,0,0,0,0,0,0,0,0,0,0,0
376,377,Rashard Higgins,,,WR117,,,,380,00-0032977,WR,2019,0.9365079365079365,24,11,4,55,9.166666666666666,1,1,0,0,0,0,0,1,6
379,380,Equanimeous St. Brown,SF,11,WR119,,,,383,00-0034279,WR,2019,0.5,22,0,0,0,0,0,0,0,0,0,0,0,0,0
380,381,Justin Watson,HOU,8,WR120,,,,384,00-0034386,WR,2019,1.0,23,26,15,159,26.5,0,2,0,0,0,0,0,2,6
382,383,Gabe Davis,,,WR121,,,,387,00-0036196,WR,2019,--,20,0,0,0,0,0,0,0,0,0,0,0,0,0
383,384,Deonte Harty,,,WR122,,,,388,00-0035215,WR,2019,0.875,21,6,6,24,3.4285714285714284,0,0,4,31,4.428571428571429,0,1,0,7
390,391,John Hightower,,,WR123,,,,395,00-0036398,WR,2019,--,23,0,0,0,0,0,0,0,0,0,0,0,0,0
