Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Rank,Player,Team,Bye,POS,ESPN,Sleeper,NFL,RTSports,FFC,Fantrax,AVG,gsis_id,position,season,availability,age,rookie_season,snap_share,fan_pts_var,apy_cap_pct,draft_pick,pick_value,prev_year_games,prev_year_completions,prev_year_passing_yards,prev_year_passing_tds,prev_year_carries,prev_year_rushing_yards,prev_year_rushing_tds,prev_year_receptions,prev_year_receiving_yards,prev_year_receiving_tds,prev_year_turnovers,obj_completions,obj_passing_yards,obj_passing_tds,obj_carries,obj_rushing_yards,obj_rushing_tds,obj_receptions,obj_receiving_yards,obj_receiving_tds,obj_turnovers
287,287,287,288,Jakeem Grant Sr.,,,WR98,,,,,,183.0,183.0,00-0032791,WR,2017,1.0,24,2016,0.128125,49.7,0.004,186.0,1.3,9,0,0.0,0,3,12.0,0,13,203.0,2,0.0,0,0.0,0,1,5.0,0,21,268.0,2,0.0
288,288,288,289,Ed Dickson,,,TE34,,,,344.0,,235.0,291.0,00-0027675,TE,2017,1.0,30,2010,0.811875,36.380714,0.02,70.0,7.5,14,0,0.0,0,0,0.0,0,30,437.0,1,0.0,0,0.0,0,1,9.0,0,12,143.0,3,0.0
289,289,289,290,Mike Gillislee,,,RB80,,,,267.0,,304.0,291.0,00-0030433,RB,2017,1.0,26,2013,0.2588888888888889,45.25028,0.005,164.0,2.1,9,0,0.0,0,104,383.0,5,1,15.0,0,1.0,0,0.0,0,16,43.0,0,1,9.0,0,1.0
290,290,290,291,Andre Roberts,,,WR99,,,,,,185.0,185.0,00-0027691,WR,2017,0.8863636363636364,29,2010,0.030625,1.2100002,0.006,88.0,6.1,4,0,0.0,0,0,0.0,0,1,12.0,0,0.0,0,0.0,0,2,20.0,0,10,79.0,1,0.0
291,291,291,292,Dustin Hopkins,CLE,11,K21,,,,292.0,,313.0,293.3,00-0030098,K,2017,0.7547169811320755,26,2013,0.32875,--,0.013999999999999999,177.0,1.6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
292,292,292,293,Kevin White ,,,WR100,,,,277.0,,299.0,293.3,00-0031545,WR,2017,0.15625,25,2015,0.7,,0.028999999999999998,,0.0,1,0,0.0,0,0,0.0,0,2,6.0,0,0.0,0,0.0,0,0,0.0,0,4,92.0,0,0.0
293,293,293,294,Laquon Treadwell,IND,9,WR101,,,,250.0,,322.0,294.7,00-0032951,WR,2017,1.0,22,2016,0.453125,6.83859,0.016,23.0,14.6,13,0,0.0,0,0,0.0,0,20,200.0,0,0.0,0,0.0,0,0,0.0,0,35,302.0,1,0.0
294,294,294,295,Phil Dawson ,,,K22,,,,278.0,,339.0,296.0,00-0004091,K,2017,1.0,42,1999,-1.0,--,0.018000000000000002,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
295,295,295,296,Jordan Matthews,,,TE35,,,,,,201.0,201.0,00-0031299,TE,2017,0.9393939393939394,25,2014,0.7779999999999999,7.886223,0.006,42.0,10.8,10,0,0.0,0,0,0.0,0,25,282.0,1,1.0,0,0.0,0,0,0.0,0,20,300.0,2,0.0
296,296,296,297,Jaylen Samuels,,,RB81,,,,321.0,,225.0,273.0,00-0034331,RB,2017,--,21,2018,-1.0,--,0.004,165.0,2.1,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,56,256.0,0,26,199.0,3,0.0
297,297,297,298,Willie Snead,IV,,WR102,,,,,,238.0,273.0,00-0030663,WR,2017,0.9387755102040817,24,2014,0.3690909090909091,1.842857,0.02,,0.0,7,0,0.0,0,0,0.0,0,8,92.0,0,0.0,0,0.0,0,1,13.0,0,62,651.0,1,0.0
298,298,298,299,Corey Grant ,,,RB82,,,,314.0,,271.0,297.3,00-0031731,RB,2017,0.8421052631578947,25,2015,-1.0,27.744106,0.016,,0.0,8,0,0.0,0,30,248.0,2,3,41.0,0,0.0,0,0.0,0,13,40.0,0,9,67.0,0,0.0
299,299,299,300,Luke Willson,,,TE36,,,,337.0,,256.0,298.7,00-0030089,TE,2017,1.0,27,2013,0.355,20.333591,0.013999999999999999,158.0,2.4,13,0,0.0,0,0,0.0,0,15,153.0,4,0.0,0,0.0,0,0,0.0,0,13,87.0,0,0.0
300,300,300,301,Chris Warren,III,,RB83,,,,253.0,,,276.0,00-0034315,RB,2017,--,21,2018,-1.0,--,0.003,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
301,301,301,302,Trevor Davis,,,WR103,,,,,,208.0,208.0,00-0032423,WR,2017,1.0,24,2016,0.093125,10.801667,0.004,163.0,2.2,6,0,0.0,0,2,13.0,0,5,70.0,0,0.0,--,--,--,--,--,--,--,--,--,--
302,302,302,303,Kai Forbath,LAR,12,K23,,,,284.0,,269.0,276.5,00-0028787,K,2017,1.0,29,2011,-1.0,--,0.006,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
303,303,303,304,Buffalo Bills,DST,11,DST23,,,,316.0,,,277.5,--,D/ST,2017,--,D/ST,D/ST,-1.0,--,--,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
304,304,304,305,Malcolm Brown ,,,RB84,,,,252.0,,305.0,278.5,00-0031806,RB,2017,1.0,24,2015,0.2054545454545454,10.906182,0.004,,0.0,11,0,0.0,0,63,246.0,1,9,53.0,0,0.0,0,0.0,0,43,212.0,0,5,52.0,1,0.0
305,305,305,306,Elijah McGuire,,,RB85,,,,317.0,,244.0,280.5,00-0033295,RB,2017,1.0,23,2017,0.255,39.253143,0.004,188.0,1.3,15,0,0.0,0,88,315.0,1,17,177.0,1,2.0,0,0.0,0,92,276.0,3,19,193.0,1,2.0
306,306,306,307,Cincinnati Bengals,DST,9,DST24,,,,285.0,,,280.5,--,D/ST,2017,--,D/ST,D/ST,-1.0,--,--,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
307,307,307,308,Sebastian Janikowski,,,K24,,,,294.0,,355.0,305.7,00-0019646,K,2017,0.8940397350993378,39,2000,-1.0,--,0.011000000000000001,17.0,16.6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
308,308,308,309,Zay Jones,ARI,9,WR104,,,,296.0,,268.0,282.0,00-0033891,WR,2017,1.0,22,2017,0.7913333333333334,25.901098,0.01,37.0,11.6,14,0,0.0,0,0,0.0,0,27,316.0,2,0.0,0,0.0,0,1,0.0,0,56,652.0,7,0.0
309,309,309,310,Caleb Sturgis,,,K25,,,,312.0,,354.0,306.0,00-0030390,K,2017,0.8125,28,2013,0.42,--,0.013000000000000001,166.0,2.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
310,310,310,311,Geoff Swaim ,,,TE37,,,,,,289.0,283.0,00-0032141,TE,2017,0.8571428571428571,23,2015,0.1713333333333333,0.6049999,0.004,246.0,0.0,2,0,0.0,0,0,0.0,0,2,25.0,0,0.0,0,0.0,0,0,0.0,0,26,242.0,1,0.0
311,311,311,312,New York Giants,DST,9,DST25,,,,288.0,,,283.0,--,D/ST,2017,--,D/ST,D/ST,-1.0,--,--,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
312,312,312,313,Taylor Gabriel,,,WR105,,,,333.0,,236.0,284.5,00-0031228,WR,2017,1.0,26,2014,-1.0,22.528624,0.037000000000000005,,0.0,16,0,0.0,0,8,49.0,0,33,378.0,1,0.0,0,0.0,0,9,61.0,0,67,688.0,2,1.0
313,313,313,314,Jesse James,,,TE38,,,,,,263.0,284.5,00-0032135,TE,2017,1.0,23,2015,0.813125,45.80286,0.004,160.0,2.3,14,0,0.0,0,0,0.0,0,43,372.0,3,0.0,0,0.0,0,0,0.0,0,30,423.0,2,0.0
314,314,314,315,Jonathan Williams,,,RB86,,,,280.0,,,285.0,00-0032975,RB,2017,1.0,23,2016,-1.0,--,0.004,156.0,2.4,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,3,0.0,0,1,1.0,0,0.0
315,315,315,316,Virgil Green,,,TE39,,,,339.0,,280.0,305.7,00-0028142,TE,2017,1.0,29,2011,0.474375,5.860728,0.016,204.0,0.7,11,0,0.0,0,0,0.0,0,14,191.0,1,0.0,0,0.0,0,0,0.0,0,19,210.0,1,0.0
316,316,316,317,J'Mon Moore,,,WR106,,,,270.0,,310.0,290.0,00-0034268,WR,2017,--,22,2018,-1.0,--,0.004,133.0,3.5,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,0,0.0,0,2,15.0,0,0.0
317,317,317,318,Brandon Zylstra,,,WR107,,,,,,239.0,239.0,00-0034052,WR,2017,--,24,2018,-1.0,--,0.003,,0.0,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,0,0.0,0,1,23.0,0,0.0
318,318,318,319,Cairo Santos,CHI,5,K26,,,,,,363.0,305.0,00-0031203,K,2017,0.9322033898305084,25,2014,-1.0,--,0.011000000000000001,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
319,319,319,320,Jake Kumerow,,,WR108,,,,302.0,,291.0,296.5,00-0031787,WR,2017,0.3333333333333333,25,2015,-1.0,--,0.003,,0.0,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,0,0.0,0,8,103.0,1,0.0
320,320,320,321,Alfred Blue,,,RB87,,,,290.0,,370.0,321.7,00-0031075,RB,2017,1.0,26,2014,0.2336363636363636,33.730713,0.005,181.0,1.5,8,0,0.0,0,71,262.0,1,7,54.0,0,0.0,0,0.0,0,150,499.0,2,20,154.0,0,0.0
321,321,321,322,Washington Commanders,DST,4,DST26,,,,336.0,,,298.0,--,D/ST,2017,--,D/ST,D/ST,-1.0,--,--,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
322,322,322,323,Torrey Smith,,,WR109,,,,272.0,,324.0,298.0,00-0027996,WR,2017,0.9829059829059829,28,2011,0.643125,29.431625,0.03,58.0,8.7,16,0,0.0,0,1,-3.0,0,36,430.0,2,0.0,0,0.0,0,0,0.0,0,17,190.0,2,0.0
323,323,323,324,San Francisco 49ers,DST,11,DST27,,,,328.0,,,300.0,--,D/ST,2017,--,D/ST,D/ST,-1.0,--,--,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
324,324,324,325,J.J. Nelson,,,WR110,,,,297.0,,303.0,300.0,00-0032112,WR,2017,1.0,25,2015,0.4837499999999999,38.876957,0.004,159.0,2.3,16,0,0.0,0,3,37.0,0,29,508.0,2,0.0,0,0.0,0,4,0.0,0,7,64.0,0,0.0
325,325,325,326,Stephen Anderson,,,TE40,,,,343.0,,260.0,301.5,00-0032725,TE,2017,1.0,24,2016,0.4206666666666667,23.202637,0.004,,0.0,14,0,0.0,0,0,0.0,0,25,342.0,1,0.0,--,--,--,--,--,--,--,--,--,--
326,326,326,327,Tampa Bay Buccaneers,DST,5,DST28,,,,331.0,,,302.5,--,D/ST,2017,--,D/ST,D/ST,-1.0,--,--,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
327,327,327,328,Mark Andrews,BAL,10,TE41,,,,,,261.0,261.0,00-0034753,TE,2017,--,21,2018,-1.0,--,0.005,86.0,6.2,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,0,0.0,0,34,552.0,3,0.0
328,328,328,329,Adam Shaheen,,,TE42,,,,,,262.0,262.0,00-0033896,TE,2017,1.0,22,2017,0.3053846153846153,38.029667,0.009000000000000001,45.0,10.4,6,0,0.0,0,0,0.0,0,12,127.0,3,0.0,0,0.0,0,0,0.0,0,5,48.0,1,0.0
329,329,329,330,Tyler Kroft ,,,TE43,,,,334.0,,273.0,303.5,00-0032214,TE,2017,1.0,24,2015,0.858125,56.449234,0.005,85.0,6.3,15,0,0.0,0,0,0.0,0,42,404.0,7,0.0,0,0.0,0,0,0.0,0,4,36.0,0,0.0
330,330,330,331,Rico Gathers,,,TE44,,,,,,265.0,265.0,00-0033054,TE,2017,0.058823529411764705,23,2016,-1.0,--,0.003,217.0,0.3,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,0,0.0,0,3,45.0,0,0.0
331,331,331,332,Boston Scott,,,RB88,,,,268.0,,406.0,337.0,00-0034414,RB,2017,--,22,2018,-1.0,--,0.004,201.0,0.8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
332,332,332,333,Jaron Brown,,,WR111,,,,338.0,,311.0,320.0,00-0030300,WR,2017,0.891566265060241,27,2013,-1.0,21.431704,0.016,,0.0,14,0,0.0,0,0,0.0,0,31,477.0,4,0.0,0,0.0,0,0,0.0,0,14,166.0,5,0.0
333,333,333,334,Gerald Everett,,,TE45,,,,342.0,,274.0,308.0,00-0033895,TE,2017,1.0,23,2017,0.2875,14.386923,0.009000000000000001,44.0,10.5,13,0,0.0,0,1,13.0,0,16,244.0,2,1.0,0,0.0,0,2,16.0,0,33,320.0,3,0.0
334,334,334,335,Tyler Boyd,,,WR112,,,,307.0,,371.0,329.0,00-0033009,WR,2017,1.0,22,2016,0.4649999999999999,34.07389,0.006999999999999999,55.0,9.1,10,0,0.0,0,0,0.0,0,22,225.0,2,0.0,0,0.0,0,2,3.0,0,76,1028.0,7,0.0
335,335,335,336,Brett Maher,,,K27,,,,273.0,,393.0,333.0,00-0030332,K,2017,--,27,2018,-1.0,--,0.003,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
336,336,336,337,Curtis Samuel,BUF,11,WR113,,,,,,276.0,276.0,00-0033282,WR,2017,0.625,21,2017,0.37,9.898393,0.01,40.0,11.1,8,0,0.0,0,4,64.0,0,15,115.0,0,0.0,0,0.0,0,8,84.0,2,39,494.0,5,0.0
337,337,337,338,Blake Jarwin,,,TE46,,,,,,281.0,281.0,00-0033658,TE,2017,1.0,23,2017,0.05,--,0.003,,0.0,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,0,0.0,0,27,307.0,3,0.0
338,338,338,339,Adam Humphries,,,WR114,,,,,,335.0,313.5,00-0032009,WR,2017,1.0,24,2015,0.62625,22.641293,0.016,,0.0,16,0,0.0,0,1,6.0,0,61,631.0,1,1.0,0,0.0,0,2,11.0,0,76,816.0,5,0.0
339,339,339,340,Joe Williams,,,RB89,,,,330.0,,298.0,314.0,00-0032135,TE,2017,1.0,23,2015,0.813125,45.80286,0.004,160.0,2.3,14,0,0.0,0,0,0.0,0,43,372.0,3,0.0,0,0.0,0,0,0.0,0,30,423.0,2,0.0
340,340,340,341,Jalen Richard,,,RB90,,,,301.0,,327.0,314.0,00-0033025,RB,2017,1.0,23,2016,0.21375,24.646381,0.003,,0.0,15,0,0.0,0,56,275.0,1,27,256.0,1,2.0,0,0.0,0,55,259.0,1,68,607.0,0,2.0
341,341,341,342,Wendell Smallwood,,,RB91,,,,283.0,,381.0,332.0,00-0032782,RB,2017,0.90625,23,2016,0.30625,30.91982,0.004,153.0,2.6,8,0,0.0,0,47,174.0,1,13,103.0,0,0.0,0,0.0,0,87,364.0,3,28,230.0,2,1.0
342,342,342,343,Cameron Artis-Payne,,,RB92,,,,,,285.0,285.0,00-0031599,RB,2017,1.0,27,2015,0.0415384615384615,28.678001,0.004,174.0,1.7,5,0,0.0,0,18,95.0,1,1,2.0,0,0.0,0,0.0,0,19,69.0,1,3,15.0,0,0.0
343,343,343,344,John Conner,,,RB93,,,,286.0,,,286.0,00-0027739,FB,2017,1.0,30,2010,-1.0,--,--,139.0,3.2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
344,344,344,345,Travaris Cadet,,,RB94,,,,,,286.0,286.0,00-0029205,RB,2017,0.9888888888888889,28,2012,-1.0,17.396193,0.005,,0.0,7,0,0.0,0,23,96.0,0,16,119.0,0,0.0,0,0.0,0,11,17.0,0,1,5.0,0,0.0
345,345,345,346,Trent Taylor,SF,11,WR115,,,,322.0,,309.0,315.5,00-0033292,WR,2017,1.0,23,2017,0.4740000000000001,17.078094,0.004,177.0,1.6,15,0,0.0,0,0,0.0,0,43,430.0,2,0.0,0,0.0,0,0,0.0,0,26,215.0,1,0.0
346,346,346,347,Chester Rogers,,,WR116,,,,,,287.0,287.0,00-0032355,WR,2017,1.0,23,2016,0.6363636363636362,39.310673,0.003,,0.0,10,0,0.0,0,3,8.0,0,23,284.0,1,0.0,0,0.0,0,1,-4.0,0,53,485.0,2,0.0
347,347,347,348,Keke Coutee,,,WR117,,,,,,288.0,288.0,00-0034366,WR,2017,--,20,2018,-1.0,--,0.004,103.0,5.1,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,3,0.0,0,28,287.0,1,0.0
348,348,348,349,Cody Parkey,,,K28,,,,289.0,,392.0,340.5,00-0030850,K,2017,0.9215686274509803,25,2014,-1.0,--,0.021,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
349,349,349,350,Shane Vereen,,,RB95,,,,291.0,,,291.0,00-0027994,RB,2017,0.8981481481481481,28,2011,0.299375,12.121715,0.006,56.0,9.0,15,0,0.0,0,45,164.0,0,44,253.0,0,1.0,--,--,--,--,--,--,--,--,--,--
350,350,350,351,Garrett Celek,,,TE47,,,,,,293.0,293.0,00-0028903,TE,2017,0.8048780487804879,29,2012,-1.0,31.887693,0.016,,0.0,13,0,0.0,0,0,0.0,0,21,336.0,4,0.0,0,0.0,0,0,0.0,0,5,90.0,2,0.0
351,351,351,352,Christine Michael,,,RB96,,,,298.0,,341.0,319.5,00-0030432,RB,2017,0.7974683544303798,26,2013,-1.0,--,0.004,62.0,8.3,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,2,9.0,0,0,0.0,0,0.0
352,352,352,353,Stevan Ridley,,,RB97,,,,324.0,,315.0,319.5,00-0028011,RB,2017,0.918918918918919,28,2011,0.33,62.719997,0.004,73.0,7.3,2,0,0.0,0,26,108.0,1,0,0.0,0,0.0,0,0.0,0,29,80.0,1,3,18.0,0,2.0
353,353,353,354,Brice Butler,,,WR118,,,,,,296.0,296.0,00-0030516,WR,2017,1.0,27,2013,0.2976923076923077,28.449924,0.006999999999999999,209.0,0.6,12,0,0.0,0,0,0.0,0,15,317.0,3,0.0,0,0.0,0,0,0.0,0,6,60.0,1,0.0
354,354,354,355,Matt Barkley,,,QB37,,,,,,297.0,297.0,00-0030533,QB,2017,1.0,26,2013,-1.0,--,0.011000000000000001,98.0,5.4,--,--,--,--,--,--,--,--,--,--,--,15,232.0,3,3,-2.0,0,0,0.0,0,0.0
355,355,355,356,Jeremy Maclin ,,,WR119,,,,,,300.0,300.0,00-0026995,WR,2017,1.0,29,2009,0.6483333333333334,28.354546,0.033,19.0,15.8,12,0,0.0,0,0,0.0,0,40,440.0,3,0.0,--,--,--,--,--,--,--,--,--,--
356,356,356,357,Chandler Catanzaro,,,K29,,,,300.0,,414.0,357.0,00-0030896,K,2017,1.0,26,2014,-1.0,--,0.018000000000000002,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
357,357,357,358,Charles Sims,,,RB98,,,,,,302.0,302.0,00-0031390,RB,2017,0.8448275862068966,26,2014,0.3518749999999999,9.720667,0.006,69.0,7.6,15,0,0.0,0,21,95.0,0,35,249.0,1,1.0,--,--,--,--,--,--,--,--,--,--
358,358,358,359,Phillip Lindsay,,,RB99,,,,303.0,,344.0,323.5,00-0034109,RB,2017,--,23,2018,-1.0,--,0.003,,0.0,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,192,1037.0,9,35,241.0,1,0.0
359,359,359,360,J.D. McKissic,,,RB100,,,,323.0,,325.0,324.0,00-0032602,RB,2017,1.0,24,2016,0.3438461538461538,18.002651,0.004,,0.0,12,0,0.0,0,46,187.0,1,34,266.0,2,0.0,0,0.0,0,3,8.0,0,0,0.0,0,0.0
360,360,360,361,Aldrick Rosas,,,K30,,,,304.0,,357.0,330.5,00-0032870,K,2017,1.0,22,2017,-1.0,--,0.003,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
361,361,361,362,New York Jets,DST,11,DST29,,,,306.0,,,306.0,--,D/ST,2017,--,D/ST,D/ST,-1.0,--,--,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
362,362,362,363,Jonnu Smith,PIT,7,TE48,,,,,,306.0,306.0,00-0033858,TE,2017,1.0,22,2017,0.5399999999999999,13.494742,0.005,100.0,5.3,13,0,0.0,0,0,0.0,0,18,157.0,2,0.0,0,0.0,0,0,0.0,0,20,258.0,3,0.0
363,363,363,364,Jacoby Brissett,ARI,9,QB38,,,,,,307.0,307.0,00-0033119,QB,2017,0.6875,24,2016,0.94875,35.08565,0.005,91.0,5.9,16,276,3098.0,13,63,260.0,4,0,0.0,0,10.0,2,2.0,0,7,-7.0,0,0,0.0,0,0.0
364,364,364,365,Josh McCown,,,QB39,,,,,,308.0,308.0,00-0021206,QB,2017,0.8260869565217391,38,2002,0.9676923076923076,74.73652,0.055999999999999994,81.0,6.6,13,267,2926.0,18,37,124.0,5,0,0.0,0,13.0,60,539.0,1,5,32.0,0,0,0.0,0,4.0
365,365,365,366,DeAndre Washington,,,RB101,,,,309.0,,401.0,355.0,00-0032940,RB,2017,1.0,24,2016,0.2266666666666666,28.745237,0.004,143.0,3.0,15,0,0.0,0,57,153.0,2,34,197.0,1,1.0,0,0.0,0,30,115.0,0,1,9.0,0,1.0
366,366,366,367,AJ McCarron,,,QB40,,,,,,312.0,312.0,00-0031288,QB,2017,1.0,26,2014,0.1633333333333333,0.6272,0.027999999999999997,164.0,2.1,2,7,66.0,0,0,0.0,0,0,0.0,0,0.0,1,8.0,0,3,-2.0,0,0,0.0,0,0.0
367,367,367,368,Miami Dolphins,DST,11,DST30,,,,313.0,,,313.0,--,D/ST,2017,--,D/ST,D/ST,-1.0,--,--,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
368,368,368,369,Kenny Britt,,,WR120,,,,,,314.0,314.0,00-0027006,WR,2017,0.9777777777777777,28,2009,0.4591666666666667,20.73818,0.049,30.0,12.9,12,0,0.0,0,0,0.0,0,20,256.0,2,0.0,--,--,--,--,--,--,--,--,--,--
369,369,369,370,Jacquizz Rodgers,,,RB102,,,,,,316.0,316.0,00-0028083,RB,2017,0.9428571428571428,27,2011,0.15875,18.226667,0.01,145.0,2.9,13,0,0.0,0,64,244.0,1,9,74.0,0,0.0,0,0.0,0,33,106.0,1,38,304.0,0,1.0
370,370,370,371,Ryan Fitzpatrick,,,QB41,,,,,,317.0,317.0,00-0023682,QB,2017,0.8993288590604027,34,2005,0.73,59.528152,0.019,250.0,0.0,6,96,1103.0,7,15,78.0,0,0,0.0,0,3.0,164,2366.0,17,36,152.0,2,0,0.0,0,13.0
371,371,371,372,Dwayne Allen,,,TE49,,,,,,318.0,318.0,00-0029689,TE,2017,0.7857142857142857,27,2012,0.4225,6.53,0.031,64.0,8.1,12,0,0.0,0,0,0.0,0,10,86.0,1,0.0,0,0.0,0,0,0.0,0,3,27.0,0,0.0
372,372,372,373,Robert Turbin ,,,RB103,,,,,,320.0,320.0,00-0029273,RB,2017,0.898989898989899,27,2012,0.325,6.549667,0.008,106.0,4.9,6,0,0.0,0,23,53.0,1,9,56.0,0,0.0,0,0.0,0,4,10.0,0,1,3.0,0,1.0
373,373,373,374,Kyle Juszczyk,SF,11,RB104,,,,320.0,,422.0,371.0,00-0029892,FB,2017,1.0,26,2013,0.4142857142857142,12.279359,0.031,130.0,3.6,13,0,0.0,0,7,31.0,0,33,315.0,1,2.0,0,0.0,0,8,30.0,0,30,324.0,1,2.0
374,374,374,375,Brandon LaFell ,,,WR121,,,,,,321.0,321.0,00-0027681,WR,2017,1.0,30,2010,0.89375,21.264,0.01,78.0,6.9,16,0,0.0,0,0,0.0,0,52,548.0,3,0.0,0,0.0,0,0,0.0,0,12,135.0,2,0.0
375,375,375,376,Brian Hoyer,,,QB42,,,,,,323.0,323.0,00-0026625,QB,2017,0.890625,31,2009,-1.0,93.73744,0.036000000000000004,,0.0,10,123,1287.0,4,9,4.0,1,0,0.0,0,5.0,1,7.0,0,11,-8.0,0,0,0.0,0,0.0
376,376,376,377,Las Vegas Raiders,DST,,DST31,,,,325.0,,,325.0,--,D/ST,2017,--,D/ST,D/ST,-1.0,--,--,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
377,377,377,378,Steven Jackson,,,RB105,,,,,,326.0,326.0,00-0022736,RB,2017,1.0,34,2004,-1.0,--,--,24.0,14.4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
378,378,378,379,Tyler Higbee,LAR,12,TE50,,,,326.0,,385.0,355.5,00-0033110,TE,2017,1.0,24,2016,0.711875,14.203351,0.005,110.0,4.7,14,0,0.0,0,0,0.0,0,25,295.0,1,0.0,0,0.0,0,0,0.0,0,24,292.0,2,0.0
379,379,379,380,Marcus Murphy ,,,RB106,,,,327.0,,366.0,346.5,00-0031959,RB,2017,0.5151515151515151,25,2015,0.21,,0.004,230.0,0.0,1,0,0.0,0,7,41.0,0,2,7.0,0,0.0,0,0.0,0,52,250.0,0,11,26.0,0,0.0
380,380,380,381,Peyton Hillis,,,RB107,,,,,,328.0,328.0,00-0026367,RB,2017,0.8901098901098901,31,2008,-1.0,--,--,227.0,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
381,381,381,382,Orleans Darkwa,,,RB108,,,,,,329.0,329.0,00-0030860,RB,2017,0.9180327868852459,25,2014,-1.0,34.13743,0.006999999999999999,,0.0,15,0,0.0,0,171,751.0,5,19,116.0,0,0.0,--,--,--,--,--,--,--,--,--,--
382,382,382,383,Jordan Akins,,,TE51,,,,329.0,,356.0,342.5,00-0034364,TE,2017,--,25,2018,-1.0,--,0.005,98.0,5.4,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,0,0.0,0,17,225.0,0,0.0
383,383,383,384,Mark Walton,,,RB109,,,,,,330.0,330.0,00-0034679,RB,2017,--,20,2018,-1.0,--,0.004,112.0,4.6,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,14,34.0,0,5,41.0,0,0.0
384,384,384,385,Michael Roberts,,,TE52,,,,,,331.0,331.0,00-0033559,TE,2017,1.0,23,2017,0.2266666666666666,2.547,0.004,127.0,3.8,5,0,0.0,0,0,0.0,0,4,46.0,0,0.0,0,0.0,0,0,0.0,0,9,100.0,3,0.0
385,385,385,386,Chad Williams,,,WR122,,,,,,332.0,332.0,00-0033933,WR,2017,1.0,22,2017,0.2333333333333333,1.487,0.005,98.0,5.4,5,0,0.0,0,2,33.0,0,3,31.0,0,0.0,0,0.0,0,1,9.0,0,17,171.0,1,0.0
386,386,386,387,Cody Latimer,,,WR123,,,,,,333.0,333.0,00-0031344,WR,2017,1.0,24,2014,0.4918181818181818,28.56011,0.013999999999999999,56.0,9.0,10,0,0.0,0,0,0.0,0,19,287.0,2,0.0,0,0.0,0,0,0.0,0,11,190.0,1,0.0
387,387,387,388,Tyler Ervin,,,RB110,,,,,,334.0,334.0,00-0032404,RB,2017,0.625,23,2016,0.29,5.8133335,0.001,119.0,4.2,3,0,0.0,0,4,12.0,0,8,38.0,0,0.0,0,0.0,0,0,0.0,0,3,35.0,0,0.0
388,388,388,389,Jordan Leggett,,,TE53,,,,,,336.0,336.0,00-0033953,TE,2017,0.5,22,2017,-1.0,--,0.004,150.0,2.7,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,0,0.0,0,14,114.0,1,0.0
