Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Rank,Player,Team,Bye,POS,Yahoo,Sleeper,RTSports,AVG,gsis_id,position,season,availability,age,rookie_season,snap_share,fan_pts_var,apy_cap_pct,draft_pick,pick_value,prev_year_games,prev_year_completions,prev_year_passing_yards,prev_year_passing_tds,prev_year_carries,prev_year_rushing_yards,prev_year_rushing_tds,prev_year_receptions,prev_year_receiving_yards,prev_year_receiving_tds,prev_year_turnovers,obj_completions,obj_passing_yards,obj_passing_tds,obj_carries,obj_rushing_yards,obj_rushing_tds,obj_receptions,obj_receiving_yards,obj_receiving_tds,obj_turnovers
83,83,83,84,Rashaad Penny ,,,RB32,82.0,88.0,,85.0,00-0034750,RB,2021,0.6307692307692307,25,2018,0.416,155.22234,0.027999999999999997,27.0,13.6,10,0,0.0,0,119,749.0,6,6,48.0,0,0.0,0,0.0,0,57,346.0,2,4,16.0,0,0.0
84,84,84,85,Kareem Hunt,KC,8,RB33,99.0,75.0,,87.0,00-0033923,RB,2021,0.7763157894736842,26,2017,0.4375,93.9,0.03,86.0,6.2,8,0,0.0,0,78,386.0,5,22,174.0,0,0.0,0,0.0,0,123,468.0,3,35,210.0,1,0.0
85,85,85,86,Tony Pollard,TEN,6,RB34,90.0,84.0,,87.0,00-0035261,RB,2021,0.9387755102040817,24,2019,0.348,27.326857,0.004,128.0,3.7,15,0,0.0,0,130,719.0,2,39,337.0,0,0.0,0,0.0,0,193,1007.0,9,39,371.0,3,0.0
86,86,86,87,Dak Prescott,DAL,9,QB10,85.0,94.0,,89.5,00-0033077,QB,2021,0.8762886597938144,28,2016,0.96375,81.4596,0.21899999999999997,135.0,3.4,16,410,4449.0,37,48,146.0,1,0,0.0,0,16.0,261,2860.0,23,45,182.0,1,0,0.0,0,16.0
87,87,87,88,Hunter Renfrow,CAR,13,WR34,93.0,86.0,,89.5,00-0034983,WR,2021,0.9387755102040817,25,2019,0.6723529411764706,35.070076,0.076,149.0,2.7,17,0,0.0,0,3,3.0,0,103,1038.0,9,1.0,0,0.0,0,0,0.0,0,36,330.0,2,1.0
88,88,88,89,Cordarrelle Patterson,,,RB35,101.0,80.0,,90.5,00-0030578,RB,2021,0.9932432432432432,30,2013,0.47625,79.71583,0.025,29.0,13.2,16,0,0.0,0,153,618.0,6,52,548.0,5,0.0,0,0.0,0,144,695.0,8,21,122.0,0,1.0
89,89,89,90,Rhamondre Stevenson,NE,10,RB36,87.0,96.0,,91.5,00-0036875,RB,2021,0.7058823529411765,23,2021,0.3491666666666667,70.74568,0.006,120.0,4.1,12,0,0.0,0,133,606.0,5,14,123.0,0,1.0,0,0.0,0,210,1040.0,5,69,421.0,1,1.0
90,90,90,91,Elijah Moore,BUF,7,WR35,95.0,90.0,,92.5,00-0036980,WR,2021,0.6470588235294118,21,2021,0.6509090909090909,95.99055,0.012,34.0,12.1,11,0,0.0,0,5,54.0,1,43,538.0,5,0.0,0,0.0,0,5,5.0,0,37,446.0,1,0.0
91,91,91,92,Aaron Rodgers,PIT,9,QB11,89.0,97.0,,93.0,00-0023459,QB,2021,0.9537037037037037,37,2005,0.93375,60.64491,0.24100000000000002,24.0,14.4,16,366,4115.0,37,33,101.0,3,1,-4.0,0,4.0,350,3695.0,26,34,94.0,1,0,0.0,0,16.0
92,92,92,93,DeAndre Hopkins,BAL,10,WR36,105.0,82.0,,93.5,00-0030564,WR,2021,0.9527027027027027,29,2013,0.8220000000000001,43.750668,0.13699999999999998,27.0,13.6,10,0,0.0,0,0,0.0,0,42,572.0,8,0.0,0,0.0,0,0,0.0,0,64,717.0,3,1.0
93,93,93,94,Brandon Aiyuk,SF,9,WR37,97.0,95.0,,96.0,00-0036261,WR,2021,0.8787878787878788,23,2020,0.8300000000000001,42.713295,0.016,25.0,14.1,16,0,0.0,0,5,17.0,0,56,826.0,5,1.0,0,0.0,0,2,23.0,0,78,1015.0,8,1.0
94,94,94,95,Zach Ertz,WAS,14,TE10,96.0,98.0,,97.0,00-0030061,TE,2021,0.9594594594594594,30,2013,0.741764705882353,45.352203,0.051,35.0,12.0,17,0,0.0,0,1,4.0,0,74,763.0,5,0.0,0,0.0,0,0,0.0,0,47,406.0,4,0.0
95,95,95,96,DeVonta Smith,PHI,7,WR38,108.0,87.0,,97.5,00-0036912,WR,2021,1.0,22,2021,0.8235294117647058,50.605297,0.027999999999999997,10.0,19.9,17,0,0.0,0,0,0.0,0,64,916.0,5,1.0,0,0.0,0,0,0.0,0,95,1196.0,7,1.0
96,96,96,97,Trey Lance,LAC,8,QB12,92.0,104.0,,98.0,00-0037012,QB,2021,0.9411764705882353,21,2021,0.4483333333333334,69.1,0.047,3.0,27.6,6,41,603.0,5,38,168.0,1,0,0.0,0,2.0,15,194.0,0,16,67.0,0,0,0.0,0,1.0
97,97,97,98,Allen Lazard,NYJ,10,WR39,106.0,91.0,,98.5,00-0034521,WR,2021,0.8431372549019608,25,2018,0.7346666666666668,58.76335,0.019,,0.0,14,0,0.0,0,3,32.0,0,40,513.0,8,0.0,0,0.0,0,2,0.0,0,60,788.0,6,0.0
98,98,98,99,Tampa Bay Buccaneers,DST,11,DST2,80.0,118.0,,99.0,--,D/ST,2021,--,D/ST,D/ST,-1.0,--,--,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
99,99,99,100,Melvin Gordon,III,,RB37,103.0,100.0,,101.5,00-0032144,RB,2021,0.8454545454545455,28,2015,0.5137499999999999,35.320625,0.012,15.0,17.4,16,0,0.0,0,203,918.0,8,28,213.0,2,3.0,0,0.0,0,90,318.0,2,25,223.0,0,2.0
100,100,100,101,San Francisco 49ers,DST,9,DST3,81.0,125.0,,103.0,--,D/ST,2021,--,D/ST,D/ST,-1.0,--,--,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
101,101,101,102,Matthew Stafford,LAR,7,QB13,98.0,108.0,,103.0,00-0026498,QB,2021,0.8207547169811321,33,2009,0.9794117647058824,40.066513,0.192,1.0,34.6,17,404,4886.0,41,32,43.0,0,0,0.0,0,19.0,206,2087.0,10,13,9.0,1,0,0.0,0,11.0
102,102,102,103,Kenneth Walker III,SEA,11,RB38,114.0,93.0,,103.5,00-0038134,RB,2021,--,20,2022,-1.0,--,0.01,41.0,11.0,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,228,1050.0,9,27,165.0,0,0.0
103,103,103,104,Christian Kirk,HOU,6,WR40,107.0,101.0,,104.0,00-0034775,WR,2021,0.8615384615384616,24,2018,0.7558823529411764,45.909096,0.086,47.0,10.1,17,1,33.0,0,1,11.0,0,77,982.0,5,0.0,0,0.0,0,5,11.0,0,84,1108.0,8,0.0
104,104,104,105,Justin Tucker,,,K1,76.0,136.0,,106.0,00-0029597,K,2021,1.0,31,2012,-1.0,--,0.028999999999999998,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
105,105,105,106,Drake London,ATL,14,WR41,122.0,92.0,,107.0,00-0037238,WR,2021,--,20,2022,-1.0,--,0.026000000000000002,8.0,21.4,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,0,0.0,0,72,866.0,4,3.0
106,106,106,107,Los Angeles Rams,DST,7,DST4,100.0,119.0,,109.5,--,D/ST,2021,--,D/ST,D/ST,-1.0,--,--,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
107,107,107,108,Evan McPherson,CIN,10,K2,84.0,137.0,,110.5,00-0036854,K,2021,0.9411764705882353,22,2021,0.386875,--,0.005,149.0,2.7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
108,108,108,109,James Cook,BUF,7,RB39,118.0,103.0,,110.5,00-0037248,RB,2021,--,21,2022,-1.0,--,0.006999999999999999,63.0,8.2,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,89,507.0,2,21,180.0,1,1.0
109,109,109,110,Tyler Lockett,TEN,6,WR42,116.0,105.0,,110.5,00-0032211,WR,2021,0.9824561403508771,28,2015,0.8731249999999999,95.91317,0.095,69.0,7.6,16,0,0.0,0,2,9.0,0,73,1175.0,8,0.0,0,0.0,0,0,0.0,0,84,1033.0,9,1.0
110,110,110,111,Robert Woods,PIT,9,WR43,121.0,106.0,,113.5,00-0030431,WR,2021,0.8356164383561644,29,2013,0.9222222222222224,34.995277,0.08199999999999999,41.0,11.0,9,0,0.0,0,8,46.0,1,45,556.0,4,0.0,0,0.0,0,0,0.0,0,53,527.0,2,0.0
111,111,111,112,Pat Freiermuth,PIT,9,TE11,119.0,109.0,,114.0,00-0036894,TE,2021,0.9411764705882353,22,2021,0.61625,24.765623,0.008,55.0,9.1,16,0,0.0,0,0,0.0,0,60,497.0,7,1.0,0,0.0,0,0,0.0,0,63,732.0,2,0.0
112,112,112,113,Chris Olave,NO,14,WR44,135.0,99.0,,117.0,00-0037239,WR,2021,--,21,2022,-1.0,--,0.023,11.0,19.3,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,0,0.0,0,72,1042.0,4,2.0
113,113,113,114,Cole Kmet,CHI,14,TE12,117.0,120.0,,118.5,00-0036290,TE,2021,1.0,22,2020,0.8364705882352942,18.950956,0.01,43.0,10.6,17,0,0.0,0,1,0.0,0,60,612.0,0,0.0,0,0.0,0,2,9.0,0,50,544.0,7,0.0
114,114,114,115,Derek Carr,,,QB14,112.0,126.0,,119.0,00-0031280,QB,2021,1.0,30,2014,0.99,34.27548,0.19399999999999998,36.0,11.8,17,428,4804.0,23,40,108.0,0,0,0.0,0,19.0,305,3522.0,24,24,102.0,0,0,0.0,0,14.0
115,115,115,116,Darrell Henderson Jr.,,,RB40,125.0,113.0,,119.0,00-0035664,RB,2021,0.8775510204081632,24,2019,0.6658333333333334,49.23606,0.006,70.0,7.5,12,0,0.0,0,149,688.0,5,29,176.0,3,0.0,0,0.0,0,70,283.0,3,17,102.0,0,0.0
116,116,116,117,Michael Carter,ARI,13,RB41,126.0,116.0,,121.0,00-0036924,RB,2021,0.8235294117647058,22,2021,0.4957142857142856,64.05759,0.006,,0.0,14,0,0.0,0,147,639.0,4,36,325.0,0,1.0,0,0.0,0,114,402.0,3,41,288.0,0,1.0
117,117,117,118,Indianapolis Colts,DST,14,DST5,109.0,135.0,,122.0,--,D/ST,2021,--,D/ST,D/ST,-1.0,--,--,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
118,118,118,119,George Pickens,DAL,9,WR45,130.0,114.0,,122.0,00-0037247,WR,2021,--,20,2022,-1.0,--,0.008,52.0,9.4,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,3,24.0,1,52,801.0,4,0.0
119,119,119,120,Kadarius Toney,,,WR46,134.0,111.0,,122.5,00-0036913,WR,2021,0.5882352941176471,22,2021,0.4649999999999999,74.96801,0.019,20.0,15.5,9,1,19.0,0,3,6.0,0,39,420.0,0,0.0,0,0.0,0,7,82.0,1,16,171.0,2,0.0
120,120,120,121,Daniel Carlson,LV,6,K3,104.0,144.0,,124.0,00-0034161,K,2021,1.0,26,2018,0.3370588235294117,--,0.025,167.0,2.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
121,121,121,122,James Robinson,,,RB42,136.0,112.0,,124.0,00-0035831,RB,2021,0.8484848484848485,23,2020,0.5964285714285714,68.181816,0.004,,0.0,14,0,0.0,0,164,767.0,8,31,222.0,0,2.0,0,0.0,0,110,425.0,3,11,51.0,2,0.0
122,122,122,123,Kirk Cousins,ATL,14,QB15,120.0,132.0,,126.0,00-0029604,QB,2021,0.9939393939393939,33,2012,1.0,32.96032,0.168,102.0,5.1,16,372,4221.0,33,29,115.0,1,0,0.0,0,9.0,424,4547.0,29,31,97.0,2,0,0.0,0,17.0
123,123,123,124,Harrison Butker,KC,8,K4,115.0,139.0,,127.0,00-0033303,K,2021,0.9873417721518988,26,2017,0.4225,--,0.022000000000000002,233.0,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
124,124,124,125,Tyler Bass,BUF,7,K5,102.0,153.0,,127.5,00-0036162,K,2021,1.0,24,2020,0.4247058823529411,--,0.004,188.0,1.3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
125,125,125,126,Chase Claypool,,,WR47,150.0,110.0,,130.0,00-0036326,WR,2021,0.9411764705882353,23,2020,0.7920000000000001,38.8421,0.008,49.0,9.8,15,0,0.0,0,14,96.0,0,59,860.0,2,0.0,1,1.0,1,9,59.0,0,46,451.0,1,1.0
126,126,126,127,Mike Gesicki,CIN,10,TE13,132.0,128.0,,130.0,00-0034829,TE,2021,0.9846153846153847,25,2018,0.7141176470588235,40.01309,0.053,42.0,10.8,17,0,0.0,0,0,0.0,0,73,780.0,2,0.0,0,0.0,0,0,0.0,0,32,362.0,5,0.0
127,127,127,128,Alexander Mattison,MIA,11,RB43,144.0,117.0,,130.5,00-0034972,RB,2021,0.8571428571428571,23,2019,0.354375,77.543625,0.005,102.0,5.1,16,0,0.0,0,134,491.0,3,32,228.0,1,1.0,0,0.0,0,74,283.0,5,15,91.0,1,0.0
128,128,128,129,Matt Gay,WAS,14,K6,110.0,152.0,,131.0,00-0035269,K,2021,1.0,27,2019,0.4070588235294117,--,0.012,145.0,2.9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
129,129,129,130,Nyheim Miller-Hines,LAC,8,RB44,143.0,121.0,,132.0,--,D/ST,2021,--,D/ST,D/ST,-1.0,--,--,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
130,130,130,131,Julio Jones,,,WR48,142.0,124.0,,133.0,00-0027944,WR,2021,0.8823529411764706,32,2011,0.583,34.293774,0.028999999999999998,6.0,23.2,10,0,0.0,0,0,0.0,0,31,434.0,1,0.0,0,0.0,0,5,45.0,0,24,299.0,2,0.0
131,131,131,132,Denver Broncos,DST,9,DST6,111.0,160.0,,135.5,--,D/ST,2021,--,D/ST,D/ST,-1.0,--,--,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
132,132,132,133,Brian Robinson Jr.,WAS,14,RB45,133.0,141.0,,137.0,00-0037746,RB,2021,--,22,2022,-1.0,--,0.006,98.0,5.4,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,205,797.0,2,9,60.0,1,0.0
133,133,133,134,Green Bay Packers,DST,14,DST7,113.0,165.0,,139.0,--,D/ST,2021,--,D/ST,D/ST,-1.0,--,--,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
134,134,134,135,New Orleans Saints,DST,14,DST8,127.0,151.0,,139.0,--,D/ST,2021,--,D/ST,D/ST,-1.0,--,--,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
135,135,135,136,Dallas Cowboys,DST,9,DST9,154.0,131.0,,142.5,--,D/ST,2021,--,D/ST,D/ST,-1.0,--,--,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
136,136,136,137,Garrett Wilson,NYJ,10,WR49,166.0,122.0,,144.0,00-0037740,WR,2021,--,21,2022,-1.0,--,0.025,10.0,19.9,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,4,4.0,0,83,1103.0,4,1.0
137,137,137,138,Albert Okwuegbunam Jr.,LV,6,TE14,131.0,157.0,,144.0,00-0036423,TE,2021,0.5588235294117647,23,2020,0.4621428571428571,18.152695,0.005,118.0,4.2,13,0,0.0,0,0,0.0,0,33,330.0,2,1.0,0,0.0,0,0,0.0,0,10,95.0,1,0.0
138,138,138,139,Treylon Burks,TEN,6,WR50,194.0,107.0,,150.5,00-0037742,WR,2021,--,21,2022,-1.0,--,0.017,18.0,16.2,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,4,47.0,0,33,444.0,1,0.0
139,139,139,140,Hunter Henry,NE,10,TE15,159.0,143.0,,151.0,00-0033090,TE,2021,0.7731958762886598,26,2016,0.6723529411764706,44.33563,0.068,35.0,12.0,16,0,0.0,0,0,0.0,0,50,603.0,9,0.0,0,0.0,0,0,0.0,0,41,509.0,2,0.0
140,140,140,141,Marquez Valdes-Scantling,SEA,11,WR51,182.0,123.0,,152.5,00-0034272,WR,2021,0.9076923076923077,26,2018,0.62,63.484905,0.048,174.0,1.7,11,0,0.0,0,0,0.0,0,26,430.0,3,0.0,0,0.0,0,1,-3.0,0,42,687.0,2,0.0
141,141,141,142,Isiah Pacheco,KC,8,RB46,165.0,140.0,,152.5,00-0037197,RB,2021,--,22,2022,-1.0,--,0.004,251.0,0.0,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,170,830.0,5,13,130.0,0,2.0
142,142,142,143,Jarvis Landry ,,,WR52,160.0,145.0,,152.5,00-0031382,WR,2021,0.9541984732824428,28,2014,0.7025000000000001,31.756062,0.013999999999999999,63.0,8.2,12,0,0.0,0,6,40.0,2,52,570.0,2,2.0,0,0.0,0,0,0.0,0,25,272.0,1,0.0
143,143,143,144,Skyy Moore,KC,8,WR53,192.0,115.0,,153.5,00-0038090,WR,2021,--,20,2022,-1.0,--,0.008,54.0,9.2,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,3,24.0,0,22,250.0,0,0.0
144,144,144,145,Raheem Mostert,LV,6,RB47,155.0,154.0,,154.5,00-0031687,RB,2021,0.64,29,2015,0.07,,0.01,,0.0,1,0,0.0,0,2,20.0,0,0,0.0,0,0.0,0,0.0,0,181,891.0,3,31,202.0,2,1.0
145,145,145,146,David Njoku,CLE,9,TE16,163.0,147.0,,155.0,00-0033885,TE,2021,0.8024691358024691,25,2017,0.64625,48.20209,0.066,29.0,13.2,15,0,0.0,0,1,1.0,0,36,475.0,4,0.0,0,0.0,0,2,-8.0,0,58,628.0,4,1.0
146,146,146,147,Tyler Boyd,,,WR54,185.0,127.0,,156.0,00-0033009,WR,2021,0.979381443298969,26,2016,0.7737499999999999,40.97573,0.057,55.0,9.1,16,1,46.0,0,2,22.0,0,67,828.0,5,0.0,1,23.0,0,0,0.0,0,58,762.0,5,0.0
147,147,147,148,DeVante Parker,,,WR55,175.0,142.0,,158.5,00-0031547,WR,2021,0.9210526315789473,28,2015,0.812,23.1825,0.054000000000000006,14.0,17.8,9,0,0.0,0,0,0.0,0,40,515.0,2,0.0,0,0.0,0,0,0.0,0,31,539.0,3,0.0
148,148,148,149,Russell Gage Jr.,SF,9,WR56,146.0,176.0,,161.0,00-0034411,WR,2021,0.9538461538461539,25,2018,0.7392857142857142,74.25923,0.048,194.0,1.1,13,0,0.0,0,0,0.0,0,66,770.0,4,2.0,0,0.0,0,0,0.0,0,51,426.0,5,1.0
149,149,149,150,Isaiah Spiller,,,RB48,190.0,134.0,,162.0,00-0038045,RB,2021,--,20,2022,-1.0,--,0.005,123.0,4.0,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,18,41.0,0,3,13.0,0,0.0
150,150,150,151,Tua Tagovailoa,MIA,11,QB16,169.0,155.0,,162.0,00-0036212,QB,2021,0.8787878787878788,23,2020,0.8776923076923077,45.28086,0.038,5.0,24.3,13,263,2653.0,16,42,128.0,3,0,0.0,0,11.0,259,3548.0,25,24,70.0,0,0,0.0,0,9.0
151,151,151,152,Mecole Hardman Jr.,GB,14,WR57,156.0,168.0,,162.0,00-0035140,WR,2021,1.0,23,2019,0.5158823529411765,23.083603,0.006999999999999999,56.0,9.0,17,0,0.0,0,8,46.0,0,59,693.0,2,2.0,0,0.0,0,4,31.0,2,25,297.0,4,0.0
152,152,152,153,Romeo Doubs,GB,14,WR58,187.0,138.0,,162.5,00-0037816,WR,2021,--,21,2022,-1.0,--,0.005,132.0,3.5,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,1,11.0,0,42,425.0,3,1.0
153,153,153,154,Ronald Jones,II,,RB49,124.0,204.0,,164.0,00-0034816,RB,2021,0.9538461538461539,24,2018,0.194375,19.888857,0.006999999999999999,38.0,11.4,15,0,0.0,0,101,428.0,4,10,64.0,0,2.0,0,0.0,0,17,70.0,1,1,22.0,0,0.0
154,154,154,155,Kenneth Gainwell,PIT,9,RB50,200.0,129.0,,164.5,00-0036919,RB,2021,0.9411764705882353,22,2021,0.28,51.49584,0.005,150.0,2.7,16,0,0.0,0,68,291.0,5,33,253.0,1,1.0,0,0.0,0,53,240.0,4,23,169.0,0,0.0
155,155,155,156,Mark Ingram II ,,,RB51,162.0,167.0,,164.5,00-0027966,RB,2021,0.7541899441340782,31,2011,0.4407142857142856,33.67033,0.013999999999999999,28.0,13.4,14,0,0.0,0,160,554.0,2,27,162.0,0,1.0,0,0.0,0,62,233.0,1,16,68.0,0,2.0
156,156,156,157,Tyler Allgeier,ATL,14,RB52,184.0,148.0,,166.0,00-0037263,RB,2021,--,21,2022,-1.0,--,0.005,151.0,2.7,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,210,1035.0,3,16,139.0,1,0.0
157,157,157,158,Marlon Mack,,,RB53,129.0,205.0,,167.0,00-0033951,RB,2021,0.6666666666666666,25,2017,0.15,5.682,0.01,143.0,3.0,5,0,0.0,0,28,101.0,0,2,8.0,0,0.0,0,0.0,0,16,84.0,1,8,99.0,1,0.0
158,158,158,159,Justin Fields,NYJ,10,QB17,170.0,164.0,,167.0,00-0036945,QB,2021,0.7058823529411765,22,2021,0.8483333333333333,58.59093,0.026000000000000002,11.0,19.3,12,159,1870.0,7,72,420.0,2,0,0.0,0,15.0,192,2242.0,17,160,1143.0,8,0,0.0,0,13.0
159,159,159,160,Baltimore Ravens,DST,10,DST10,202.0,133.0,,167.5,--,D/ST,2021,--,D/ST,D/ST,-1.0,--,--,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
160,160,160,161,Rachaad White,TB,11,RB54,181.0,156.0,,168.5,00-0037256,RB,2021,--,22,2022,-1.0,--,0.006,91.0,5.9,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,129,481.0,1,50,290.0,2,2.0
161,161,161,162,Jahan Dotson,PHI,7,WR59,189.0,150.0,,169.5,00-0037741,WR,2021,--,21,2022,-1.0,--,0.018000000000000002,16.0,16.9,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,2,-7.0,0,35,523.0,7,0.0
162,162,162,163,Khalil Herbert,IND,14,RB55,196.0,146.0,,171.0,00-0036906,RB,2021,1.0,23,2021,0.2752941176470588,42.180935,0.005,217.0,0.3,14,0,0.0,0,103,433.0,2,14,96.0,0,0.0,0,0.0,0,129,731.0,4,9,57.0,1,0.0
163,163,163,164,Younghoe Koo,ATL,14,K7,168.0,175.0,,171.5,00-0033702,K,2021,0.9777777777777777,27,2017,-1.0,--,0.023,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
164,164,164,165,Michael Gallup,WAS,14,WR60,215.0,130.0,,172.5,00-0034764,WR,2021,0.8615384615384616,25,2018,0.75,11.965002,0.055,81.0,6.6,9,0,0.0,0,0,0.0,0,35,445.0,2,0.0,0,0.0,0,0,0.0,0,39,424.0,4,0.0
165,165,165,166,Baker Mayfield,TB,11,QB18,137.0,209.0,,173.0,00-0034855,QB,2021,0.9538461538461539,26,2018,0.9564285714285716,21.750208,0.07400000000000001,1.0,34.6,14,253,3010.0,17,37,134.0,1,0,0.0,0,16.0,201,2163.0,10,31,89.0,1,0,0.0,0,10.0
166,166,166,167,Zamir White,LV,6,RB56,183.0,163.0,,173.0,00-0038040,RB,2021,--,21,2022,-1.0,--,0.005,122.0,4.0,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,17,70.0,0,0,0.0,0,0.0
167,167,167,168,Trevor Lawrence,JAC,11,QB19,174.0,172.0,,173.0,00-0036971,QB,2021,1.0,21,2021,0.9929411764705884,33.993702,0.05,1.0,34.6,17,359,3641.0,12,73,334.0,2,0,0.0,0,22.0,387,4113.0,25,62,291.0,5,0,0.0,0,17.0
168,168,168,169,Tyler Higbee,LAR,7,TE17,180.0,171.0,,175.5,00-0033110,TE,2021,0.9690721649484536,28,2016,0.918,27.97,0.039,110.0,4.7,15,0,0.0,0,0,0.0,0,61,560.0,5,0.0,0,0.0,0,0,0.0,0,72,620.0,3,0.0
169,169,169,170,Rondale Moore,MIN,7,WR61,195.0,159.0,,177.0,00-0036936,WR,2021,0.8235294117647058,21,2021,0.4535714285714285,41.4317,0.009000000000000001,49.0,9.8,14,0,0.0,0,18,76.0,0,54,435.0,1,0.0,0,0.0,0,6,-5.0,0,41,414.0,1,0.0
170,170,170,171,Jamaal Williams,,,RB57,209.0,149.0,,179.0,00-0033948,RB,2021,0.9012345679012346,26,2017,0.3815384615384615,39.189743,0.016,134.0,3.4,13,0,0.0,0,153,601.0,3,26,157.0,0,0.0,0,0.0,0,262,1066.0,17,12,73.0,0,2.0
171,171,171,172,Robbie Gould,,,K8,147.0,212.0,,179.5,00-0023252,K,2021,0.8990384615384616,38,2005,-1.0,--,0.018000000000000002,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
172,172,172,173,Kenny Golladay,,,WR62,178.0,181.0,,179.5,00-0033932,WR,2021,0.8271604938271605,27,2017,0.7435714285714287,21.32709,0.099,96.0,5.5,14,0,0.0,0,0,0.0,0,37,521.0,0,0.0,0,0.0,0,0,0.0,0,6,81.0,1,0.0
173,173,173,174,Kenny Pickett,CLE,9,QB20,128.0,232.0,,180.0,00-0038102,QB,2021,--,23,2022,-1.0,--,0.017,20.0,15.5,--,--,--,--,--,--,--,--,--,--,--,245,2404.0,7,55,237.0,3,0,0.0,0,10.0
174,174,174,175,Isaiah McKenzie,,,WR63,198.0,162.0,,180.0,00-0033466,WR,2021,0.9594594594594594,26,2017,0.2353333333333333,72.70472,0.011000000000000001,172.0,1.8,11,0,0.0,0,9,47.0,1,20,178.0,1,0.0,0,0.0,0,9,55.0,1,42,423.0,4,0.0
175,175,175,176,Odell Beckham Jr.,,,WR64,158.0,203.0,,180.5,00-0031235,WR,2021,0.8153846153846154,28,2014,0.7178571428571427,41.360275,0.008,12.0,18.8,14,0,0.0,0,2,14.0,0,44,537.0,5,0.0,--,--,--,--,--,--,--,--,--,--
176,176,176,177,Joshua Palmer,BUF,7,WR65,179.0,184.0,,181.5,00-0036988,WR,2021,1.0,21,2021,0.3823529411764705,29.136383,0.006999999999999999,77.0,6.9,15,0,0.0,0,1,6.0,0,33,353.0,4,0.0,0,0.0,0,1,4.0,0,72,769.0,3,0.0
177,177,177,178,Mac Jones,SF,9,QB21,151.0,215.0,,183.0,00-0036972,QB,2021,1.0,22,2021,0.9652941176470587,40.484104,0.021,15.0,17.4,17,352,3801.0,22,44,129.0,0,0,0.0,0,16.0,288,2997.0,14,47,102.0,1,0,0.0,0,12.0
178,178,178,179,Sammy Watkins,,,WR66,173.0,193.0,,183.0,00-0031325,WR,2021,0.8625954198473282,28,2014,0.4876923076923076,28.844,0.009000000000000001,4.0,25.8,11,0,0.0,0,0,0.0,0,27,394.0,1,1.0,0,0.0,0,0,0.0,0,16,325.0,0,1.0
179,179,179,180,Christian Watson,GB,14,WR67,191.0,178.0,,184.5,00-0038124,WR,2021,--,22,2022,-1.0,--,0.011000000000000001,34.0,12.1,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,7,80.0,2,41,611.0,7,0.0
180,180,180,181,Hayden Hurst,,,TE18,153.0,219.0,,186.0,00-0034830,TE,2021,0.9384615384615385,28,2018,0.4953846153846153,12.68447,0.017,25.0,14.1,12,0,0.0,0,0,0.0,0,26,221.0,3,1.0,0,0.0,0,0,0.0,0,52,414.0,2,0.0
