Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Rank,Player,Team,Bye,POS,Yahoo,Sleeper,RTSports,AVG,gsis_id,position,season,availability,age,rookie_season,snap_share,fan_pts_var,apy_cap_pct,draft_pick,pick_value,prev_year_games,prev_year_completions,prev_year_passing_yards,prev_year_passing_tds,prev_year_carries,prev_year_rushing_yards,prev_year_rushing_tds,prev_year_receptions,prev_year_receiving_yards,prev_year_receiving_tds,prev_year_turnovers,obj_completions,obj_passing_yards,obj_passing_tds,obj_carries,obj_rushing_yards,obj_rushing_tds,obj_receptions,obj_receiving_yards,obj_receiving_tds,obj_turnovers
302,302,302,303,Justin Herbert,LAC,6,QB35,,,,300.0,00-0036355,QB,2019,--,21,2020,-1.0,--,0.034,6.0,23.2,--,--,--,--,--,--,--,--,--,--,--,396,4336.0,31,55,234.0,5,0,0.0,0,11.0
303,303,303,304,Darwin Thompson,,,RB87,,,,301.0,00-0035148,RB,2019,0.75,22,2019,0.1172727272727272,12.367666,0.004,214.0,0.4,10,0,0.0,0,37,128.0,1,9,43.0,0,0.0,0,0.0,0,27,97.0,1,7,65.0,1,1.0
304,304,304,305,Auden Tate ,,,WR94,,,,302.0,00-0034686,WR,2019,0.9,22,2018,0.8540000000000001,18.508108,--,253.0,0.0,12,0,0.0,0,0,0.0,0,40,575.0,1,1.0,0,0.0,0,0,0.0,0,14,150.0,0,0.0
305,305,305,306,Zach Pascal,NYG,11,WR95,,,,303.0,00-0033251,WR,2019,1.0,24,2017,0.7293333333333334,78.50247,0.004,,0.0,14,0,0.0,0,2,16.0,0,41,607.0,5,0.0,0,0.0,0,0,0.0,0,44,629.0,5,0.0
306,306,306,307,Peyton Barber,,,RB88,,,,304.0,00-0032741,RB,2019,1.0,25,2016,0.2973333333333333,25.36829,0.008,,0.0,16,0,0.0,0,154,470.0,6,16,115.0,1,1.0,0,0.0,0,94,258.0,4,4,12.0,0,0.0
307,307,307,308,Houston Texans,DST,8,DST26,,,,305.0,--,D/ST,2019,--,D/ST,D/ST,-1.0,--,--,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
308,308,308,309,Stephen Gostkowski,,,K28,,,,307.0,00-0024333,K,2019,0.88,35,2006,0.4325,--,0.013999999999999999,118.0,4.2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
309,309,309,310,Steven Sims Jr.,SEA,6,WR96,,,,309.0,00-0034928,WR,2019,1.0,22,2019,0.2615384615384615,58.32192,0.003,,0.0,13,0,0.0,0,9,85.0,1,34,310.0,4,0.0,0,0.0,0,1,18.0,0,27,265.0,1,0.0
310,310,310,311,Nelson Agholor,,,WR97,,,,310.0,00-0031549,WR,2019,0.9382716049382716,26,2015,0.8863636363636366,64.30073,0.005,20.0,15.5,11,0,0.0,0,2,7.0,0,39,363.0,3,1.0,0,0.0,0,0,0.0,0,48,896.0,8,0.0
311,311,311,312,Nick Foles,,,QB36,,,,311.0,00-0029567,QB,2019,0.816793893129771,30,2012,0.5299999999999999,78.84117,0.04,88.0,6.1,4,77,736.0,3,4,23.0,0,0,0.0,0,4.0,202,1852.0,10,16,1.0,1,0,0.0,0,8.0
312,312,312,313,Josh Lambo ,,,K29,,,,312.0,00-0032087,K,2019,0.9866666666666667,28,2015,-1.0,--,0.02,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
313,313,313,314,Phillip Dorsett II,LV,6,WR98,,,,315.0,00-0032208,WR,2019,0.9753086419753086,26,2015,0.5483333333333333,58.03055,0.005,29.0,13.2,11,0,0.0,0,3,21.0,0,29,397.0,5,0.0,--,--,--,--,--,--,--,--,--,--
314,314,314,315,Logan Thomas,,,TE38,,,,316.0,00-0031260,TE,2019,1.0,28,2014,0.3014285714285714,7.773589,0.016,120.0,4.1,13,0,0.0,0,0,0.0,0,16,173.0,1,0.0,1,28.0,0,3,5.0,0,72,670.0,6,0.0
315,315,315,316,Adam Humphries,,,WR99,,,,318.0,00-0032009,WR,2019,0.9487179487179487,26,2015,0.5245454545454545,16.031744,0.048,,0.0,12,0,0.0,0,1,1.0,0,37,374.0,2,0.0,0,0.0,0,0,0.0,0,23,228.0,2,0.0
316,316,316,317,Marquez Valdes-Scantling,SEA,6,WR100,,,,319.0,00-0034272,WR,2019,1.0,24,2018,0.5371428571428571,51.390663,0.004,174.0,1.7,15,0,0.0,0,2,9.0,0,26,452.0,2,0.0,0,0.0,0,4,13.0,0,33,690.0,6,1.0
317,317,317,318,Cameron Brate,,,TE39,,,,320.0,00-0031273,TE,2019,0.9880952380952381,28,2014,0.3853333333333333,28.460714,0.038,,0.0,14,0,0.0,0,0,0.0,0,36,311.0,4,0.0,0,0.0,0,0,0.0,0,28,282.0,2,0.0
318,318,318,319,Russell Gage Jr.,SF,11,WR101,,,,321.0,00-0034411,WR,2019,1.0,23,2018,0.4093333333333333,31.80923,0.004,194.0,1.1,14,0,0.0,0,4,12.0,0,49,446.0,1,0.0,1,39.0,1,2,9.0,0,72,786.0,4,0.0
319,319,319,320,Jacob Hollister,,,TE40,,,,322.0,00-0033387,TE,2019,1.0,25,2017,0.6611111111111111,37.18989,0.016,,0.0,10,0,0.0,0,0,0.0,0,41,349.0,3,0.0,0,0.0,0,0,0.0,0,25,209.0,3,0.0
320,320,320,321,Mitchell Trubisky,BUF,11,QB37,,,,323.0,00-0033869,QB,2019,0.9791666666666666,25,2017,0.935,74.97329,0.043,2.0,30.2,15,326,3138.0,17,48,193.0,2,0,0.0,0,12.0,199,2055.0,16,33,195.0,1,0,0.0,0,10.0
321,321,321,322,Patrick Laird,,,RB89,,,,324.0,00-0035342,RB,2019,1.0,24,2019,0.2285714285714285,28.493568,0.003,,0.0,8,0,0.0,0,62,168.0,1,23,204.0,0,0.0,0,0.0,0,13,72.0,0,10,68.0,0,1.0
322,322,322,323,Demarcus Robinson,SF,11,WR102,,,,325.0,00-0032775,WR,2019,1.0,24,2016,0.6846666666666668,77.524956,0.012,126.0,3.8,15,0,0.0,0,0,0.0,0,32,449.0,4,0.0,0,0.0,0,0,0.0,0,45,466.0,3,1.0
323,323,323,324,Darren Fells,,,TE41,,,,326.0,00-0029738,TE,2019,1.0,33,2014,0.6957142857142858,48.481136,0.016,,0.0,15,0,0.0,0,0,0.0,0,34,341.0,7,0.0,0,0.0,0,0,0.0,0,21,312.0,4,0.0
324,324,324,325,Jacksonville Jaguars,DST,8,DST27,,,,327.0,--,D/ST,2019,--,D/ST,D/ST,-1.0,--,--,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
325,325,325,326,J.J. Arcega-Whiteside,,,WR103,,,,328.0,00-0035246,WR,2019,1.0,22,2019,0.3407142857142857,8.089822,0.006999999999999999,57.0,8.9,8,0,0.0,0,0,0.0,0,10,169.0,1,0.0,0,0.0,0,0,0.0,0,4,85.0,0,0.0
326,326,326,327,Dare Ogunbowale,HOU,8,RB90,,,,329.0,00-0033854,RB,2019,1.0,25,2017,0.3146666666666667,9.211292,0.003,,0.0,16,0,0.0,0,11,17.0,2,35,286.0,0,1.0,0,0.0,0,32,145.0,0,10,54.0,0,0.0
327,327,327,328,Mike Boone,MIA,7,RB91,,,,330.0,00-0034208,RB,2019,1.0,24,2018,0.092,103.445,0.003,,0.0,5,0,0.0,0,49,273.0,3,3,17.0,0,0.0,0,0.0,0,11,59.0,1,2,10.0,0,0.0
328,328,328,329,Van Jefferson,TEN,4,WR104,,,,331.0,00-0036415,WR,2019,--,23,2020,-1.0,--,0.006999999999999999,57.0,8.9,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,1,-1.0,0,19,220.0,1,0.0
329,329,329,330,Marcus Mariota,WAS,8,QB38,,,,332.0,00-0032268,QB,2019,0.9876543209876543,25,2015,0.7942857142857143,99.631294,0.044000000000000004,2.0,30.2,7,95,1203.0,7,24,129.0,0,0,0.0,0,2.0,17,226.0,1,9,88.0,1,0,0.0,0,1.0
330,330,330,331,Tajae Sharpe,,,WR105,,,,333.0,00-0032778,WR,2019,0.734375,24,2016,0.4846153846153846,40.056664,0.005,140.0,3.1,13,0,0.0,0,0,0.0,0,25,329.0,4,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0
331,331,331,332,Aldrick Rosas,,,K30,,,,334.0,00-0032870,K,2019,1.0,24,2017,-1.0,--,0.016,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
332,332,332,333,Mason Rudolph,PIT,4,QB39,,,,335.0,00-0034771,QB,2019,0.9375,24,2018,0.806,21.315113,0.006,76.0,7.0,10,176,1765.0,13,21,42.0,0,0,0.0,0,9.0,25,324.0,2,7,-6.0,0,0,0.0,0,1.0
333,333,333,334,Antonio Gandy-Golden,,,WR106,,,,336.0,00-0036340,WR,2019,--,21,2020,-1.0,--,0.005,142.0,3.0,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,1,22.0,0,1,3.0,0,0.0
334,334,334,335,David Moore,CAR,13,WR107,,,,337.0,00-0033589,WR,2019,1.0,24,2017,0.33,13.028076,0.011000000000000001,226.0,0.0,13,0,0.0,0,3,25.0,0,17,301.0,2,1.0,0,0.0,0,8,61.0,0,35,417.0,6,0.0
335,335,335,336,Trey Burton,,,TE42,,,,338.0,00-0030710,TE,2019,0.9285714285714286,27,2014,0.57375,4.2885714,0.005,,0.0,8,0,0.0,0,0,0.0,0,14,84.0,0,0.0,0,0.0,0,2,3.0,2,28,250.0,3,0.0
336,336,336,337,Jakobi Meyers,LV,6,WR108,,,,339.0,00-0034960,WR,2019,1.0,22,2019,0.2908333333333333,12.392181,0.003,,0.0,11,0,0.0,0,0,0.0,0,26,359.0,0,0.0,2,43.0,2,2,9.0,0,59,729.0,0,1.0
337,337,337,338,Miami Dolphins,DST,7,DST28,,,,340.0,--,D/ST,2019,--,D/ST,D/ST,-1.0,--,--,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
338,338,338,339,Kaden Smith,,,TE43,,,,341.0,00-0034988,TE,2019,0.9333333333333333,22,2019,0.7125,57.405712,0.004,176.0,1.7,7,0,0.0,0,0,0.0,0,31,268.0,3,0.0,0,0.0,0,0,0.0,0,18,112.0,0,0.0
339,339,339,340,Kyle Juszczyk,SF,11,RB92,,,,342.0,00-0029892,FB,2019,0.9652173913043478,28,2013,0.5066666666666667,15.856945,0.031,130.0,3.6,9,0,0.0,0,3,7.0,0,20,239.0,1,0.0,0,0.0,0,17,64.0,2,19,202.0,4,0.0
340,340,340,341,Greg Ward,,,WR109,,,,343.0,00-0033733,WR,2019,1.0,24,2017,0.532,32.89367,0.003,,0.0,6,0,0.0,0,1,5.0,0,28,254.0,1,0.0,1,15.0,0,2,-4.0,0,53,419.0,6,0.0
341,341,341,342,Devine Ozigbo,,,RB93,,,,344.0,00-0035184,RB,2019,0.8125,22,2019,0.0466666666666666,,0.003,,0.0,1,0,0.0,0,9,27.0,0,3,23.0,0,0.0,0,0.0,0,1,1.0,0,9,42.0,0,0.0
342,342,342,343,Jameis Winston,NYG,11,QB40,,,,345.0,00-0031503,QB,2019,0.9629629629629629,25,2015,0.9946666666666668,67.36046,0.006,1.0,34.6,16,380,5109.0,33,59,250.0,1,0,0.0,0,35.0,7,75.0,0,8,-6.0,0,0,0.0,0,0.0
343,343,343,344,Dan Arnold,,,TE44,,,,346.0,00-0034011,TE,2019,0.5,24,2017,0.296,45.728,0.003,,0.0,5,0,0.0,0,0,0.0,0,8,127.0,2,0.0,0,0.0,0,0,0.0,0,31,438.0,4,1.0
344,344,344,345,Elliott,Fry,,K31,,,,347.0,00-0034921,K,2019,--,24,2020,-1.0,--,0.003,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
345,345,345,346,Arizona Cardinals,DST,8,DST29,,,,348.0,--,D/ST,2019,--,D/ST,D/ST,-1.0,--,--,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
346,346,346,347,Jordan Reed,,,TE45,,,,349.0,00-0030472,TE,2019,0.7168141592920354,29,2013,-1.0,--,0.005,85.0,6.3,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,0,0.0,0,26,231.0,4,0.0
347,347,347,348,J.D. McKissic,,,RB94,,,,350.0,00-0032602,RB,2019,0.7884615384615384,26,2016,0.2378571428571428,16.612669,0.008,,0.0,15,0,0.0,0,38,205.0,0,34,233.0,1,0.0,0,0.0,0,85,365.0,1,80,589.0,2,1.0
348,348,348,349,Scotty Miller,PIT,4,WR110,,,,351.0,00-0035298,WR,2019,0.75,22,2019,0.247,26.846111,0.004,208.0,0.6,9,0,0.0,0,2,16.0,0,13,200.0,1,0.0,0,0.0,0,3,14.0,0,33,501.0,3,0.0
349,349,349,350,Adam Trautman,DEN,5,TE46,,,,352.0,00-0036422,TE,2019,--,22,2020,-1.0,--,0.005,105.0,5.0,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,0,0.0,0,15,171.0,1,0.0
350,350,350,351,Drew Sample,CIN,9,TE47,,,,353.0,00-0035631,TE,2019,0.5625,23,2019,0.18,2.8133335,0.006999999999999999,52.0,9.4,4,0,0.0,0,0,0.0,0,5,30.0,0,0.0,0,0.0,0,0,0.0,0,40,349.0,1,1.0
351,351,351,352,Tyler Bass,BUF,11,K32,,,,355.0,00-0036162,K,2019,--,22,2020,-1.0,--,0.004,188.0,1.3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
352,352,352,353,Lirim Hajrullahu,,,K33,,,,356.0,00-0035758,K,2019,--,29,2020,-1.0,--,0.004,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
353,353,353,354,Cordarrelle Patterson,,,RB95,,,,357.0,00-0030578,RB,2019,1.0,28,2013,0.198,6.9460607,0.027000000000000003,29.0,13.2,12,0,0.0,0,17,103.0,0,11,83.0,0,0.0,0,0.0,0,64,232.0,1,21,132.0,0,0.0
354,354,354,355,Bisi Johnson,,,WR111,,,,358.0,00-0035006,WR,2019,1.0,22,2019,0.5073333333333334,12.880257,0.003,247.0,0.0,13,0,0.0,0,1,6.0,0,31,294.0,3,0.0,0,0.0,0,0,0.0,0,14,189.0,0,0.0
355,355,355,356,T.J. Yeldon,,,RB96,,,,359.0,00-0032209,RB,2019,0.8641975308641975,25,2015,0.355,6.069167,0.009000000000000001,36.0,11.8,4,0,0.0,0,17,63.0,0,13,124.0,0,1.0,0,0.0,0,10,70.0,0,1,22.0,1,0.0
356,356,356,357,Ryan Succop,,,K34,,,,360.0,00-0026968,K,2019,0.9453551912568307,32,2009,0.235,--,0.005,256.0,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
357,357,357,358,Bo Scarbrough ,,,RB97,,,,361.0,00-0034432,RB,2019,0.8888888888888888,22,2018,0.38,8.828,0.001,236.0,0.0,6,0,0.0,0,89,377.0,1,1,5.0,0,1.0,0,0.0,0,6,31.0,0,0,0.0,0,0.0
358,358,358,359,Wayne Gallman Jr.,,,RB98,,,,362.0,00-0033950,RB,2019,0.8958333333333334,24,2017,0.2349999999999999,87.65277,0.004,140.0,3.1,9,0,0.0,0,29,110.0,2,11,102.0,1,1.0,0,0.0,0,147,682.0,6,21,114.0,0,0.0
359,359,359,360,Trent Taylor,SF,11,WR112,,,,363.0,00-0033292,WR,2019,0.7083333333333334,25,2017,-1.0,--,0.004,177.0,1.6,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,0,0.0,0,10,86.0,0,0.0
360,360,360,361,Josiah Deguara,ARI,8,TE48,,,,364.0,00-0036332,TE,2019,--,22,2020,-1.0,--,0.006,94.0,5.7,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,0,0.0,0,1,12.0,0,0.0
361,361,361,362,Carolina Panthers,DST,13,DST30,,,,365.0,--,D/ST,2019,--,D/ST,D/ST,-1.0,--,--,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
362,362,362,363,Jordan Love,GB,5,QB41,,,,366.0,00-0036264,QB,2019,--,20,2020,-1.0,--,0.016,26.0,13.9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
363,363,363,364,Jason Witten,,,TE49,,,,367.0,00-0022127,TE,2019,1.0,37,2003,0.7514285714285714,19.005293,0.02,69.0,7.6,16,0,0.0,0,0,0.0,0,63,529.0,4,1.0,0,0.0,0,0,0.0,0,13,69.0,2,0.0
364,364,364,365,Dante Pettis,NO,6,WR113,,,,368.0,00-0034860,WR,2019,0.90625,23,2018,0.422,20.057844,0.009000000000000001,44.0,10.5,9,1,16.0,0,0,0.0,0,11,109.0,2,0.0,0,0.0,0,0,0.0,0,4,76.0,1,0.0
365,365,365,366,Kyle Allen,DET,5,QB42,,,,369.0,00-0034577,QB,2019,1.0,23,2018,0.9754545454545454,58.438034,0.003,,0.0,13,303,3322.0,17,32,106.0,2,0,0.0,0,23.0,60,610.0,4,7,26.0,1,0,0.0,0,2.0
366,366,366,367,Damiere Byrd,,,WR114,,,,370.0,00-0031868,WR,2019,0.6666666666666666,26,2015,0.647,35.646545,0.008,,0.0,11,0,0.0,0,0,0.0,0,32,359.0,1,1.0,0,0.0,0,2,15.0,0,47,604.0,1,0.0
367,367,367,368,Graham Gano,NYG,11,K35,,,,371.0,00-0026858,K,2019,0.8867924528301887,32,2009,-1.0,--,0.024,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
368,368,368,369,Kalen Ballage,,,RB99,,,,372.0,00-0034799,RB,2019,0.875,23,2018,0.3266666666666666,13.505151,0.004,131.0,3.6,12,0,0.0,0,74,135.0,3,14,63.0,0,0.0,0,0.0,0,91,303.0,3,29,166.0,0,0.0
369,369,369,370,Ted Ginn Jr.,,,WR115,,,,373.0,00-0025396,WR,2019,0.9508196721311475,34,2007,0.5715384615384616,22.483524,0.006,9.0,20.6,15,0,0.0,0,3,18.0,0,30,421.0,2,0.0,0,0.0,0,0,0.0,0,3,40.0,0,0.0
370,370,370,371,Rodrigo Blankenship,,,K36,,,,374.0,00-0035849,K,2019,--,22,2020,-1.0,--,0.004,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
371,371,371,372,Mike Davis,,,RB100,,,,375.0,00-0032063,RB,2019,0.9682539682539683,26,2015,0.1045454545454545,16.792002,0.016,126.0,3.8,5,0,0.0,0,13,27.0,0,7,22.0,0,0.0,0,0.0,0,165,642.0,6,59,373.0,2,1.0
372,372,372,373,New York Giants,DST,11,DST31,,,,376.0,--,D/ST,2019,--,D/ST,D/ST,-1.0,--,--,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
373,373,373,374,Ty Montgomery,II,,RB101,,,,377.0,00-0032200,WR,2019,0.7435897435897436,26,2015,0.1407142857142857,8.229925,0.005,94.0,5.7,12,0,0.0,0,32,103.0,0,13,90.0,0,0.0,0,0.0,0,19,101.0,0,3,27.0,0,0.0
374,374,374,375,Quintez Cephus,HOU,8,WR116,,,,378.0,00-0036277,WR,2019,--,21,2020,-1.0,--,0.005,166.0,2.0,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,0,0.0,0,20,349.0,2,0.0
375,375,375,376,DeeJay Dallas,ARI,8,RB102,,,,379.0,00-0036425,RB,2019,--,20,2020,-1.0,--,0.005,144.0,3.0,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,34,108.0,2,17,111.0,1,0.0
376,376,376,377,Rashard Higgins,,,WR117,,,,380.0,00-0032977,WR,2019,0.9365079365079365,24,2016,0.2744444444444444,12.849667,0.005,172.0,1.8,6,0,0.0,0,0,0.0,0,4,55.0,1,0.0,0,0.0,0,0,0.0,0,37,599.0,4,0.0
377,377,377,378,Hakeem Butler,,,WR118,,,,381.0,00-0035529,TE,2019,0.0,23,2019,-1.0,--,0.001,103.0,5.1,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,0,0.0,0,0,0.0,0,0.0
378,378,378,379,Taysom Hill,NO,6,TE50,,,,382.0,00-0033357,TE,2019,1.0,29,2017,0.2184615384615384,31.331886,0.053,,0.0,16,3,55.0,0,27,156.0,1,19,234.0,6,0.0,88,928.0,4,87,457.0,8,8,98.0,1,7.0
379,379,379,380,Equanimeous St. Brown,SF,11,WR119,,,,383.0,00-0034279,WR,2019,0.5,22,2018,-1.0,--,0.004,207.0,0.6,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,1,7.0,0,7,117.0,1,0.0
380,380,380,381,Justin Watson,HOU,8,WR120,,,,384.0,00-0034386,WR,2019,1.0,23,2018,0.1866666666666666,50.807,0.004,144.0,3.0,6,0,0.0,0,0,0.0,0,15,159.0,2,0.0,0,0.0,0,0,0.0,0,7,94.0,0,0.0
381,381,381,382,Corey Clement,,,RB103,,,,385.0,00-0033725,RB,2019,0.7083333333333334,24,2017,0.01,--,0.004,,0.0,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,21,75.0,1,5,25.0,0,0.0
382,382,382,383,Gabe Davis,,,WR121,,,,387.0,00-0036196,WR,2019,--,20,2020,-1.0,--,0.005,128.0,3.7,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,1,0.0,0,35,599.0,7,0.0
383,383,383,384,Deonte Harty,,,WR122,,,,388.0,00-0035215,WR,2019,0.875,21,2019,0.0716666666666666,3.7155356,0.003,,0.0,8,0,0.0,0,4,31.0,0,6,24.0,0,0.0,0,0.0,0,6,51.0,0,20,186.0,1,0.0
384,384,384,385,Demetrius Harris,,,TE51,,,,389.0,00-0030155,TE,2019,0.8681318681318682,28,2013,0.5553333333333333,10.902564,0.008,,0.0,13,0,0.0,0,0,0.0,0,15,149.0,3,0.0,0,0.0,0,0,0.0,0,7,45.0,0,0.0
385,385,385,386,Albert kwuegbunam Jr.,LV,6 O,TE52,,,,390.0,00-0036423,TE,2019,--,21,2020,-1.0,--,0.005,118.0,4.2,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,0,0.0,0,11,121.0,1,0.0
386,386,386,387,J.J. Taylor,HOU,8,RB104,,,,391.0,00-0036096,RB,2019,--,21,2020,-1.0,--,0.004,,0.0,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,23,110.0,0,1,4.0,0,0.0
387,387,387,388,Mo Alie-Cox,IND,7,TE53,,,,392.0,00-0033217,TE,2019,1.0,25,2017,0.3353333333333333,2.0244443,0.004,,0.0,9,0,0.0,0,0,0.0,0,8,93.0,0,0.0,0,0.0,0,0,0.0,0,31,394.0,2,1.0
388,388,388,389,Tim Tebow,,,TE54,,,,393.0,00-0027876,QB,2019,1.0,32,2010,-1.0,--,--,25.0,14.1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
389,389,389,390,Brett Maher,,,K37,,,,394.0,00-0030332,K,2019,1.0,29,2018,-1.0,--,0.003,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
390,390,390,391,John Hightower,,,WR123,,,,395.0,00-0036398,WR,2019,--,23,2020,-1.0,--,0.005,168.0,2.0,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,1,1.0,0,10,167.0,0,0.0
