Rank,Player,Team,AVG,gsis_id,position,season,availability,age,snap_share,fan_pts_var,apy_cap_pct,draft_pick,pick_value,prev_year_completions,prev_year_passing_yards,prev_year_passing_tds,prev_year_carries,prev_year_rushing_yards,prev_year_rushing_tds,prev_year_receptions,prev_year_receiving_yards,prev_year_receiving_tds,prev_year_turnovers,obj_completions,obj_passing_yards,obj_passing_tds,obj_carries,obj_rushing_yards,obj_rushing_tds,obj_receptions,obj_receiving_yards,obj_receiving_tds,obj_turnovers,yac_pr,player_id_x,games_played,total_player_yards,avg_player_yards,avg_def_difficulty,avg_exploitation,player_id_y,redzone_touches,redzone_yards,redzone_tds,targets,recepciones,rec_yards,rec_ypg,rec_20plus,rec_td,attempts,rush_yards,rush_ypg,rush_td,fumbles_perdidos,total_touchdowns,partidos,targets_totales,targets_por_partido,targets_por_partido_equipo,posicion,equipo,target_share_pct
268,Quincy Enunwa ,,424,00-0031023,WR,2018,0.7258064516129032,26,0.7772727272727272,36.306,0.051,209.0,0.6,0,0.0,0,1,0.0,0,38,449.0,1,1.0,0,0.0,0,0,0.0,0,1,-4.0,0,1.0,7.5,00-0031023,11,449.0,40.81818,3.4967115,11.279909,00-0031023,10,34.0,0.0,69,38,449,40.81818181818182,6,1,1,0,0.0,0,1,1,11,69,6.3,31.6,WR,NYJ,13.6
279,Antonio Callaway ,,444.5,00-0034772,WR,2018,1.0,21,0.713125,38.819626,0.004,105.0,5.0,0,0.0,0,2,7.0,0,43,586.0,5,1.0,0,0.0,0,0,0.0,0,8,89.0,0,0.0,5.488372093023256,00-0034772,16,586.0,36.625,4.3372087,8.286645,00-0034772,11,40.0,4.0,82,43,586,36.625,8,5,2,7,0.4375,0,1,5,16,82,5.1,35.2,WR,CLE,14.5
280,Willie Snead,IV,449,00-0030663,WR,2018,0.9538461538461539,25,0.68875,13.404615,0.032,,0.0,0,0.0,0,1,13.0,0,62,651.0,1,0.0,0,0.0,0,2,2.0,0,31,339.0,5,0.0,4.548387096774194,00-0030663,15,701.0,46.733334,3.3711383,15.113471,00-0030663,7,78.0,1.0,190,124,1302,93.0,10,1,1,13,0.9285714285714286,0,0,1,14,95,6.8,33.8,WR,BAL,17.6
285,David Moore,CAR,463.3,00-0033589,WR,2018,1.0,23,0.5706249999999999,59.022858,0.003,226.0,0.0,0,0.0,0,1,5.0,0,26,445.0,5,0.0,0,0.0,0,3,25.0,0,17,301.0,2,1.0,3.576923076923077,00-0033589,14,445.0,31.785715,3.5510662,8.324765,00-0033589,9,74.0,3.0,53,26,445,31.785714285714285,8,5,1,5,0.3571428571428571,0,0,5,14,53,3.8,25.1,WR,SEA,13.2
287,Demarcus Robinson,SF,286.7,00-0032775,WR,2018,1.0,23,0.39625,20.421097,0.005,126.0,3.8,0,0.0,0,0,0.0,0,22,288.0,4,0.0,0,0.0,0,0,0.0,0,32,449.0,4,0.0,5.2727272727272725,00-0032775,15,315.0,21.0,5.26167,4.1416907,00-0032775,6,66.0,3.0,33,22,288,20.571428571428573,3,4,0,0,0.0,0,0,4,14,33,2.4,35.3,WR,KC,5.8
288,John Ross,,466.8,00-0033460,WR,2018,0.875,22,0.7553846153846154,21.905642,0.026000000000000002,9.0,20.6,0,0.0,0,4,9.0,0,21,210.0,7,0.0,0,0.0,0,3,4.0,0,28,506.0,3,1.0,2.8095238095238093,00-0033460,13,210.0,16.153847,3.7280552,3.9838157,00-0033460,11,90.0,5.0,58,21,210,16.153846153846153,3,7,4,9,0.6923076923076923,0,0,7,13,58,4.5,33.2,WR,CIN,10.9
293,Robert Foster,,481,00-0034510,WR,2018,1.0,24,0.5269230769230769,59.734905,0.003,,0.0,0,0.0,0,0,0.0,0,27,541.0,3,0.0,0,0.0,0,2,29.0,0,3,64.0,0,0.0,6.185185185185185,00-0034510,11,541.0,49.18182,3.1574717,15.025407,00-0034510,4,22.0,1.0,44,27,541,49.18181818181818,9,3,0,0,0.0,0,0,3,11,44,4.0,30.1,WR,BUF,9.1
301,Chris Hogan,,316.3,00-0028237,WR,2018,1.0,30,0.7275,34.52886,0.008,,0.0,0,0.0,0,0,0.0,0,35,532.0,3,0.0,0,0.0,0,0,0.0,0,8,67.0,0,0.0,5.514285714285714,00-0028237,18,590.0,32.77778,4.2918644,7.743681,00-0028237,10,42.0,1.0,55,35,532,35.46666666666667,11,3,0,0,0.0,0,0,3,15,55,3.7,34.8,WR,NE,9.9
313,Josh Doctson,,527.7,00-0032760,WR,2018,0.7916666666666666,25,0.8840000000000001,20.271715,0.004,22.0,14.9,0,0.0,0,0,0.0,0,44,532.0,2,0.0,--,--,--,--,--,--,--,--,--,--,3.0,00-0032760,15,532.0,35.466667,3.343512,10.717773,00-0032760,8,16.0,2.0,78,44,532,35.46666666666667,7,2,0,0,0.0,0,0,2,15,78,5.2,30.8,WR,WAS,15.9
316,DJ Chark Jr.,ATL,530.3,00-0034777,WR,2018,1.0,21,0.3936363636363636,13.5471115,0.006,61.0,8.4,0,0.0,0,0,0.0,0,14,174.0,0,1.0,0,0.0,0,2,20.0,0,73,1008.0,8,0.0,3.2142857142857144,00-0034777,10,174.0,17.4,3.7819588,4.5045652,00-0034777,3,0.0,0.0,32,14,174,17.4,2,0,0,0,0.0,0,1,0,10,32,3.2,32.9,WR,JAX,6.1
322,Chris Conley,,538.7,00-0032128,WR,2018,0.8307692307692308,25,0.7581249999999999,40.597813,0.012,76.0,7.0,0,0.0,0,0,0.0,0,32,334.0,5,2.0,0,0.0,0,0,0.0,0,47,775.0,5,0.0,4.375,00-0032128,17,334.0,19.647058,5.1867113,3.761087,00-0032128,10,96.0,5.0,52,32,334,22.266666666666666,4,5,0,0,0.0,0,2,5,15,52,3.5,35.3,WR,KC,9.2
326,Michael Crabtree,,535.7,00-0026986,WR,2018,0.9933333333333333,30,0.6756249999999999,29.104624,0.017,10.0,19.9,0,0.0,0,0,0.0,0,54,607.0,3,0.0,0,0.0,0,0,0.0,0,4,22.0,0,0.0,2.388888888888889,00-0026986,17,645.0,37.941177,3.3342009,11.037722,00-0026986,12,70.0,4.0,100,54,607,37.9375,6,3,0,0,0.0,0,0,3,16,100,6.2,33.8,WR,BAL,18.5
329,Chris Moore,WAS,566.5,00-0032398,WR,2018,1.0,25,0.395,2.6026666,0.005,107.0,4.8,0,0.0,0,5,17.0,0,19,196.0,1,0.0,0,0.0,0,1,0.0,0,3,21.0,0,0.0,3.1052631578947367,00-0032398,16,196.0,12.25,3.280278,3.8434153,00-0032398,1,10.0,1.0,25,19,196,13.066666666666666,3,1,5,17,1.1333333333333333,0,0,1,15,25,1.7,33.8,WR,BAL,4.6
334,Breshad Perriman,,552.3,00-0032054,WR,2018,0.8113207547169812,24,0.348,22.168446,0.021,26.0,13.9,0,0.0,0,4,2.0,0,16,340.0,2,0.0,0,0.0,0,2,16.0,0,36,645.0,6,0.0,4.6875,00-0032054,10,340.0,34.0,4.8234553,6.7336645,00-0032054,1,0.0,0.0,25,16,340,34.0,4,2,4,2,0.2,0,0,2,10,25,2.5,35.2,WR,CLE,4.4
339,Jakeem Grant Sr.,,332,00-0032791,WR,2018,0.8958333333333334,25,0.4669999999999999,38.22678,0.026000000000000002,186.0,1.3,0,0.0,0,1,5.0,0,21,268.0,2,0.0,0,0.0,0,4,5.0,1,19,164.0,0,0.0,6.666666666666667,00-0032791,10,268.0,26.8,4.1751933,5.990423,00-0032791,2,36.0,1.0,34,21,268,26.8,2,2,1,5,0.5,0,0,2,10,34,3.4,27.2,WR,MIA,7.8
366,Maurice Harris,,487,00-0032362,WR,2018,0.9705882352941176,25,0.6058333333333333,43.028,0.005,,0.0,0,0.0,0,2,10.0,0,28,304.0,0,0.0,--,--,--,--,--,--,--,--,--,--,3.5714285714285716,00-0032362,11,304.0,27.636364,3.4556007,7.463639,00-0032362,4,40.0,0.0,47,28,304,27.63636363636364,3,0,2,10,0.9090909090909092,0,0,0,11,47,4.3,30.8,WR,WAS,9.6
386,Josh Reynolds,NYJ,553,00-0033943,WR,2018,1.0,23,0.538125,61.454906,0.005,117.0,4.3,0,0.0,0,2,8.0,0,29,402.0,5,0.0,0,0.0,0,5,23.0,0,21,326.0,1,0.0,4.448275862068965,00-0033943,14,523.0,37.357143,4.1809945,9.304229,00-0033943,14,122.0,4.0,53,29,402,36.54545454545455,6,5,2,8,0.7272727272727273,0,0,5,11,53,4.8,34.2,WR,LA,9.7
416,Taywan Taylor,,427,00-0033911,WR,2018,1.0,23,0.5692307692307692,24.882563,0.006,72.0,7.4,0,0.0,0,0,0.0,0,37,466.0,1,1.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,4.351351351351352,00-0033911,13,466.0,35.846153,3.286349,10.686891,00-0033911,7,78.0,1.0,57,37,466,35.84615384615385,3,1,0,0,0.0,0,1,1,13,57,4.4,26.6,WR,TEN,13.4
442,Kendrick Bourne,NE,402,00-0033307,WR,2018,1.0,23,0.571875,23.702291,0.003,,0.0,0,0.0,0,0,0.0,0,42,487.0,4,0.0,0,0.0,0,0,0.0,0,30,358.0,5,0.0,3.5,00-0033307,16,487.0,30.4375,4.296924,7.2344584,00-0033307,12,86.0,4.0,67,42,487,30.4375,6,4,0,0,0.0,0,0,4,16,67,4.2,32.4,WR,SF,12.9
452,Keelan Cole Sr.,,606,00-0033681,WR,2018,1.0,25,0.665625,41.167694,0.003,,0.0,0,0.0,0,0,0.0,0,38,491.0,1,2.0,0,0.0,0,1,6.0,0,24,361.0,3,0.0,3.5789473684210527,00-0033681,13,491.0,37.76923,3.5036137,10.336959,00-0033681,7,46.0,0.0,70,38,491,37.76923076923077,7,1,0,0,0.0,0,2,1,13,70,5.4,32.9,WR,JAX,13.3
457,Chester Rogers ,,516.5,00-0032355,WR,2018,1.0,24,0.5125,38.009235,0.016,,0.0,0,0.0,0,1,-4.0,0,53,485.0,2,0.0,0,0.0,0,1,18.0,0,16,179.0,2,0.0,4.867924528301887,00-0032355,17,561.0,33.0,4.333283,7.622171,00-0032355,9,56.0,2.0,74,53,485,32.333333333333336,5,2,1,-4,-0.2666666666666666,0,0,2,15,74,4.9,39.8,WR,IND,11.6
463,Jarius Wright,,659.5,00-0029572,WR,2018,1.0,28,0.500625,17.825335,0.013999999999999999,118.0,4.2,0,0.0,0,2,39.0,0,43,447.0,1,1.0,0,0.0,0,1,-7.0,0,28,296.0,0,0.0,4.604651162790698,00-0029572,16,447.0,27.9375,4.0904293,6.7526655,00-0029572,7,20.0,1.0,61,43,447,27.9375,8,1,2,39,2.4375,0,1,1,16,61,3.8,34.2,WR,CAR,11.1
464,Seth Roberts,,521,00-0031166,WR,2018,1.0,27,-1.0,13.289239,0.011000000000000001,,0.0,0,0.0,0,3,5.0,0,45,494.0,2,0.0,0,0.0,0,0,0.0,0,21,271.0,2,0.0,4.688888888888889,00-0031166,15,494.0,32.933334,4.102686,8.266315,00-0031166,3,58.0,1.0,64,45,494,32.93333333333333,7,2,3,5,0.3333333333333333,0,0,2,15,64,4.3,33.2,WR,LV,12.1
467,Tajae Sharpe,,618,00-0032778,WR,2018,0.6666666666666666,23,0.588125,31.519781,0.004,140.0,3.1,0,0.0,0,1,16.0,0,26,316.0,2,0.0,0,0.0,0,0,0.0,0,25,329.0,4,0.0,3.1923076923076925,00-0032778,14,316.0,22.571428,3.3056595,6.622111,00-0032778,10,42.0,2.0,47,26,316,22.571428571428573,2,2,1,16,1.1428571428571428,0,0,2,14,47,3.4,26.6,WR,TEN,11.0
469,Laquon Treadwell,IND,406.5,00-0032951,WR,2018,1.0,23,0.5493333333333333,8.452667,0.004,23.0,14.6,0,0.0,0,0,0.0,0,35,302.0,1,0.0,0,0.0,0,0,0.0,0,9,184.0,1,0.0,3.4285714285714284,00-0032951,15,302.0,20.133333,4.2511744,4.741513,00-0032951,4,52.0,1.0,53,35,302,20.133333333333333,1,1,0,0,0.0,0,0,1,15,53,3.5,37.3,WR,MIN,8.9
471,Isaiah McKenzie,,468.5,00-0033466,WR,2018,1.0,23,0.41875,26.805664,0.003,172.0,1.8,0,0.0,0,10,66.0,2,18,179.0,0,0.0,0,0.0,0,8,49.0,0,27,254.0,1,0.0,4.222222222222222,00-0033466,6,179.0,29.833334,3.3019924,9.243356,00-0033466,1,2.0,0.0,30,18,179,29.83333333333333,1,0,10,66,11.0,2,1,2,6,30,5.0,30.1,WR,BUF,6.2
483,Kelvin Benjamin,,366,00-0031359,WR,2018,1.0,27,0.5446666666666666,11.205714,0.004,28.0,13.4,0,0.0,0,0,0.0,0,25,380.0,1,0.0,--,--,--,--,--,--,--,--,--,--,2.56,00-0031359,15,380.0,25.333334,3.3516822,8.618449,00-0031359,9,46.0,1.0,67,25,380,25.33333333333333,5,1,0,0,0.0,0,0,1,15,62,5.2,30.1,WR,BUF,12.9
485,Zach Pascal,NYG,580,00-0033251,WR,2018,1.0,23,0.454375,40.486183,0.004,,0.0,0,0.0,0,2,10.0,0,27,268.0,2,0.0,0,0.0,0,2,16.0,0,41,607.0,5,0.0,3.0,00-0033251,13,281.0,21.615385,4.320525,4.3684154,00-0033251,10,114.0,2.0,46,27,268,24.363636363636363,1,2,2,10,0.9090909090909092,0,0,2,11,46,4.2,39.8,WR,IND,7.2
488,Tim Patrick,DET,511.5,00-0033375,WR,2018,1.0,24,0.358125,30.426222,0.003,,0.0,0,0.0,0,3,17.0,0,23,315.0,1,1.0,0,0.0,0,0,0.0,0,16,218.0,0,0.0,4.869565217391305,00-0033375,10,315.0,31.5,3.9237716,9.384264,00-0033375,1,0.0,0.0,41,23,315,31.5,6,1,3,17,1.7,0,1,1,10,41,4.1,35.4,WR,DEN,7.2
491,Aldrick Robinson,,474,00-0028116,WR,2018,1.0,29,0.2914285714285714,32.806866,0.006,178.0,1.6,0,0.0,0,0,0.0,0,17,231.0,5,0.0,--,--,--,--,--,--,--,--,--,--,2.4705882352941178,00-0028116,14,231.0,16.5,4.180975,4.078482,00-0028116,4,92.0,3.0,35,17,231,16.5,2,5,0,0,0.0,0,0,5,14,35,2.5,37.3,WR,MIN,5.9
540,Alex Erickson,,408,00-0032543,WR,2018,1.0,25,0.37875,12.228545,0.011000000000000001,,0.0,0,0.0,0,3,22.0,0,20,167.0,0,0.0,1,26.0,0,5,33.0,0,43,529.0,0,0.0,3.75,00-0032543,11,167.0,15.181818,3.4837632,5.9862227,00-0032543,3,12.0,0.0,29,20,167,15.181818181818182,1,0,3,22,2.0,0,1,0,11,29,2.9,33.2,WR,CIN,5.5
606,Torrey Smith,,463,00-0027996,WR,2018,0.9849624060150376,29,0.4463636363636363,39.822857,0.016,58.0,8.7,0,0.0,0,0,0.0,0,17,190.0,2,0.0,--,--,--,--,--,--,--,--,--,--,2.823529411764706,00-0027996,8,190.0,23.75,3.8603392,5.9340506,00-0027996,4,28.0,2.0,32,17,190,23.75,2,2,0,0,0.0,0,0,2,8,32,4.0,34.2,WR,CAR,5.8
615,Pierre Garcon,,477,00-0026345,WR,2018,0.9341317365269461,32,0.7250000000000001,19.927858,0.057,205.0,0.7,0,0.0,0,0,0.0,0,24,286.0,1,0.0,--,--,--,--,--,--,--,--,--,--,4.083333333333333,00-0026345,8,286.0,35.75,4.1174316,8.50498,00-0026345,4,8.0,0.0,47,24,286,35.75,5,1,0,0,0.0,0,0,1,8,47,5.9,32.4,WR,SF,9.1
689,Josh Bellamy,,560,00-0029319,WR,2018,1.0,29,-1.0,8.409102,0.013000000000000001,,0.0,0,0.0,0,0,0.0,0,14,117.0,1,0.0,0,0.0,0,0,0.0,0,2,20.0,0,0.0,3.2857142857142856,00-0029319,14,151.0,10.785714,3.669143,2.764487,00-0029319,2,40.0,1.0,26,14,117,9.0,1,1,0,0,0.0,0,0,1,13,26,2.0,31.8,WR,CHI,5.1
736,Ryan Switzer,,612,00-0033562,WR,2018,1.0,23,0.2731249999999999,14.591834,0.004,133.0,3.5,0,0.0,0,6,21.0,0,36,253.0,1,0.0,0,0.0,0,0,0.0,0,8,27.0,0,0.0,3.8055555555555554,00-0033562,16,253.0,15.8125,4.9454474,3.0325577,00-0033562,7,46.0,1.0,44,36,253,15.8125,1,1,6,21,1.3125,0,0,1,16,44,2.8,42.6,WR,PIT,6.5
737,Chad Williams,,613,00-0033933,WR,2018,1.0,23,0.759,15.108889,0.004,98.0,5.4,0,0.0,0,1,9.0,0,17,171.0,1,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.9411764705882353,00-0033933,10,171.0,17.1,3.3012142,5.733861,00-0033933,5,14.0,0.0,46,17,171,17.1,1,1,1,9,0.9,0,0,1,10,46,4.6,29.7,WR,ARI,9.7
746,Marcell Ateman,,622,00-0034747,WR,2018,1.0,23,0.8128571428571428,9.726667,0.003,228.0,0.0,0,0.0,0,0,0.0,0,15,154.0,1,0.0,0,0.0,0,0,0.0,0,5,116.0,0,1.0,2.066666666666667,00-0034747,6,154.0,25.666666,3.8711414,6.838265,00-0034747,1,18.0,1.0,31,15,154,25.666666666666668,2,1,0,0,0.0,0,0,1,6,31,5.2,33.2,WR,LV,5.8
752,Martavis Bryant,,629,00-0031373,WR,2018,0.9436619718309859,26,0.41625,4.4695244,0.011000000000000001,118.0,4.2,0,0.0,0,3,23.0,0,19,266.0,0,1.0,--,--,--,--,--,--,--,--,--,--,6.894736842105263,00-0031373,7,266.0,38.0,4.28197,8.434457,00-0031373,3,6.0,0.0,27,19,266,38.0,6,0,3,23,3.2857142857142856,0,1,0,7,27,3.9,33.2,WR,LV,5.1
754,T.J. Jones,,631,00-0031189,WR,2018,0.9636363636363636,26,0.448,28.373335,0.004,189.0,1.2,0,0.0,0,0,0.0,0,19,190.0,2,0.0,0,0.0,0,0,0.0,0,3,38.0,1,0.0,1.894736842105263,00-0031189,12,190.0,15.833333,3.4618237,4.8118396,00-0031189,3,34.0,1.0,27,19,190,15.833333333333334,3,2,0,0,0.0,0,0,2,12,27,2.2,35.2,WR,DET,4.8
766,Dontrelle Inman,,643,00-0028411,WR,2018,1.0,29,0.5844444444444444,37.77143,0.008,,0.0,0,0.0,0,0,0.0,0,28,304.0,3,0.0,0,0.0,0,0,0.0,0,12,181.0,0,0.0,2.0714285714285716,00-0028411,10,412.0,41.2,4.3405356,9.676325,00-0028411,7,88.0,4.0,39,28,304,38.0,4,3,0,0,0.0,0,0,3,8,39,4.9,39.8,WR,IND,6.1
773,Trent Sherfield Sr.,DEN,651,00-0034487,WR,2018,1.0,22,0.42,25.219046,0.003,,0.0,0,0.0,0,0,0.0,0,19,210.0,1,0.0,0,0.0,0,0,0.0,0,4,80.0,0,0.0,2.0,00-0034487,7,210.0,30.0,2.9825592,9.370615,00-0034487,1,14.0,1.0,28,19,210,30.0,1,1,0,0,0.0,0,0,1,7,28,4.0,29.7,WR,ARI,5.9
776,Cody Core,,655,00-0032795,WR,2018,1.0,24,0.3649999999999999,12.6044445,0.004,199.0,0.9,0,0.0,0,0,0.0,0,13,160.0,1,0.0,0,0.0,0,0,0.0,0,3,28.0,0,0.0,2.769230769230769,00-0032795,10,160.0,16.0,3.294473,5.152768,00-0032795,3,14.0,0.0,29,13,160,16.0,2,1,0,0,0.0,0,0,1,10,29,2.9,33.2,WR,CIN,5.5
794,Michael Floyd,,675,00-0029638,WR,2018,0.9649122807017544,28,0.4407692307692307,4.755555,0.005,13.0,18.3,0,0.0,0,0,0.0,0,10,100.0,1,0.0,--,--,--,--,--,--,--,--,--,--,2.9,00-0029638,10,100.0,10.0,3.1075988,3.6225247,00-0029638,3,32.0,1.0,25,10,100,10.0,1,1,0,0,0.0,0,0,1,10,25,2.5,30.8,WR,WAS,5.1
895,Ryan Grant,,786,00-0031068,WR,2018,1.0,27,0.5607142857142857,23.658241,0.005,142.0,3.0,0,0.0,0,0,0.0,0,35,334.0,1,0.0,0,0.0,0,0,0.0,0,4,14.0,0,0.0,2.657142857142857,00-0031068,14,334.0,23.857143,4.5506215,5.689704,00-0031068,6,52.0,1.0,52,35,334,23.857142857142858,3,1,0,0,0.0,0,0,1,14,52,3.7,39.8,WR,IND,8.2
921,Bruce Ellington,,814,00-0031326,WR,2018,0.6707317073170732,27,0.5742857142857142,14.944761,0.005,106.0,4.9,0,0.0,0,1,2.0,0,31,224.0,1,0.0,--,--,--,--,--,--,--,--,--,--,3.4838709677419355,00-0031326,7,224.0,32.0,3.8216248,9.417409,00-0031326,4,38.0,1.0,42,31,224,32.0,2,1,1,2,0.2857142857142857,0,0,1,7,30,7.5,35.2,WR,DET,5.3
952,Bennie Fowler,III,847,00-0030670,WR,2018,1.0,27,-1.0,7.7343335,0.005,,0.0,0,0.0,0,0,0.0,0,16,199.0,1,0.0,0,0.0,0,1,20.0,0,23,193.0,0,0.0,4.75,00-0030670,10,199.0,19.9,4.3456945,4.569471,00-0030670,5,38.0,1.0,27,16,199,19.9,3,1,0,0,0.0,0,0,1,10,27,2.7,36.2,WR,NYG,4.7
1036,Allen Hurns,,944,00-0030821,WR,2018,1.0,26,-1.0,12.48064,0.019,,0.0,0,0.0,0,0,0.0,0,20,295.0,2,0.0,0,0.0,0,0,0.0,0,32,416.0,2,1.0,3.9,00-0030821,14,309.0,22.071428,3.833865,5.437214,00-0030821,5,40.0,1.0,35,20,295,22.692307692307693,6,2,0,0,0.0,0,0,2,13,35,2.7,32.4,WR,DAL,6.8
1047,Trent Taylor,SF,"1,000.00",00-0033292,WR,2018,1.0,24,0.3378571428571429,24.148975,0.004,177.0,1.6,0,0.0,0,0,0.0,0,26,215.0,1,0.0,--,--,--,--,--,--,--,--,--,--,3.8846153846153846,00-0033292,13,215.0,16.538462,4.2625556,4.039945,00-0033292,7,38.0,1.0,41,26,215,16.53846153846154,1,1,0,0,0.0,0,0,1,13,41,3.2,32.4,WR,SF,7.9
7,Michael Thomas,,6.0,00-0032765,WR,2019,1.0,26,0.8830769230769231,72.06917,0.102,47.0,10.1,0,0.0,0,1,-9.0,0,149,1725.0,9,0.0,0,0.0,0,1,1.0,0,40,438.0,0,0.0,3.8859060402684564,00-0032765,17,1795.0,105.588234,4.4709864,23.621365,00-0032765,26,358.0,8.0,185,149,1725,107.8125,17,9,1,-9,-0.5625,0,0,9,16,185,11.6,35.0,WR,NO,33.0
8,Davante Adams,LAR,9.3,00-0031381,WR,2019,0.9591836734693877,26,0.857,48.60204,0.087,53.0,9.3,0,0.0,0,0,0.0,0,83,997.0,5,1.0,0,0.0,0,0,0.0,0,115,1374.0,18,1.0,4.674698795180723,00-0031381,14,1295.0,92.5,3.8449771,24.12515,00-0031381,27,290.0,5.0,128,83,997,83.08333333333333,12,5,0,0,0.0,0,1,5,12,128,10.7,34.0,WR,GB,23.5
10,Tyreek Hill,MIA,12.7,00-0033040,WR,2019,0.96875,25,0.7,94.03538,0.096,165.0,2.1,0,0.0,0,8,23.0,0,58,860.0,7,0.0,0,0.0,0,13,123.0,2,87,1276.0,15,0.0,4.827586206896552,00-0033040,15,1073.0,71.53333,4.6057186,15.834006,00-0033040,12,142.0,5.0,89,58,860,71.66666666666667,11,7,8,23,1.9166666666666667,0,0,7,12,89,7.4,35.0,WR,KC,15.9
14,Julio Jones,,14.3,00-0027944,WR,2019,0.9562043795620438,30,0.7586666666666668,76.4321,0.11699999999999999,6.0,23.2,0,0.0,0,2,-3.0,0,99,1394.0,6,0.0,0,0.0,0,0,0.0,0,51,771.0,3,0.0,3.4545454545454546,00-0027944,15,1394.0,92.933334,4.748462,20.071268,00-0027944,18,126.0,5.0,158,99,1394,92.93333333333334,21,6,2,-3,-0.2,0,0,6,15,158,10.5,41.4,WR,ATL,23.9
16,DeAndre Hopkins,BAL,17.0,00-0030564,WR,2019,1.0,27,0.9753846153846154,54.71839,0.13699999999999998,27.0,13.6,1,6.0,1,2,18.0,0,104,1165.0,7,1.0,0,0.0,0,1,1.0,0,115,1407.0,6,2.0,3.7211538461538463,00-0030564,17,1373.0,80.76471,4.176776,19.621998,00-0030564,16,80.0,4.0,151,104,1165,77.66666666666667,16,7,2,18,1.2,0,0,8,15,151,10.1,32.4,WR,HOU,29.1
24,Chris Godwin,TB,21.0,00-0033921,WR,2019,0.9583333333333334,23,0.9215384615384616,115.94182,0.005,84.0,6.4,0,0.0,0,1,8.0,0,86,1333.0,9,0.0,0,0.0,0,0,0.0,0,65,840.0,7,0.0,6.709302325581396,00-0033921,14,1333.0,95.21429,4.779062,20.113373,00-0033921,15,134.0,5.0,122,86,1333,95.21428571428572,25,9,1,8,0.5714285714285714,0,0,9,14,122,8.7,38.1,WR,TB,20.0
25,Kenny Golladay,,25.3,00-0033932,WR,2019,1.0,25,0.852142857142857,70.624,0.005,96.0,5.5,0,0.0,0,0,0.0,0,65,1190.0,11,1.0,0,0.0,0,0,0.0,0,20,338.0,2,0.0,4.676923076923077,00-0033932,16,1190.0,74.375,4.1185226,18.534706,00-0033932,17,116.0,6.0,117,65,1190,74.375,22,11,0,0,0.0,0,1,11,16,117,7.3,34.5,WR,DET,21.2
26,Mike Evans,TB,27.3,00-0031408,WR,2019,0.9591836734693877,26,0.9008333333333336,208.40666,0.09300000000000001,7.0,22.2,0,0.0,0,0,0.0,0,67,1157.0,8,0.0,0,0.0,0,0,0.0,0,70,1006.0,13,0.0,3.8955223880597014,00-0031408,13,1157.0,89.0,4.636091,19.207527,00-0031408,19,140.0,5.0,119,67,1157,89.0,17,8,0,0,0.0,0,0,8,13,119,9.2,38.1,WR,TB,19.5
28,Odell Beckham Jr.,,30.0,00-0031235,WR,2019,0.8762886597938144,26,0.9586666666666668,50.136627,0.102,12.0,18.8,1,20.0,0,3,10.0,0,75,1091.0,5,0.0,1,18.0,0,3,72.0,1,23,319.0,3,0.0,4.8533333333333335,00-0031235,16,1091.0,68.1875,3.975374,17.072062,00-0031235,13,90.0,2.0,266,148,2070,129.375,32,8,3,10,0.625,0,1,8,16,133,8.3,32.5,WR,CLE,25.6
29,Allen Robinson,II,30.7,00-0031428,WR,2019,0.717391304347826,26,0.9353333333333336,57.03296,0.079,61.0,8.4,0,0.0,0,1,2.0,0,98,1147.0,7,0.0,0,0.0,0,1,-1.0,0,102,1250.0,6,0.0,2.7755102040816326,00-0031428,16,1147.0,71.6875,3.5303218,19.97414,00-0031428,20,164.0,6.0,154,98,1147,71.6875,15,7,1,2,0.125,0,0,7,16,154,9.6,35.4,WR,CHI,27.2
31,Adam Thielen,CAR,32.0,00-0030035,WR,2019,0.9489795918367347,29,0.7,102.122665,0.086,,0.0,0,0.0,0,4,6.0,1,30,418.0,6,0.0,0,0.0,0,3,15.0,0,74,925.0,14,0.0,3.9,00-0030035,12,597.0,49.75,3.6921875,13.507482,00-0030035,7,112.0,3.0,48,30,418,41.8,8,6,4,6,0.6,1,0,7,10,48,4.8,27.8,WR,MIN,10.8
33,DJ Moore,CHI,34.0,00-0034827,WR,2019,0.96875,22,0.8676923076923078,48.16095,0.016,24.0,14.4,0,0.0,0,6,40.0,0,87,1175.0,4,1.0,0,0.0,0,2,22.0,0,66,1193.0,4,0.0,4.482758620689655,00-0034827,15,1175.0,78.333336,3.8095992,20.532917,00-0034827,14,98.0,2.0,136,87,1175,78.33333333333333,13,4,6,40,2.6666666666666665,0,1,4,15,136,9.1,37.6,WR,CAR,22.6
34,Amari Cooper,,34.3,00-0031544,WR,2019,1.0,25,0.7549999999999999,123.149956,0.10099999999999999,4.0,25.8,0,0.0,0,1,6.0,0,79,1189.0,8,0.0,0,0.0,0,6,14.0,0,92,1114.0,5,0.0,3.037974683544304,00-0031544,16,1189.0,74.3125,4.6148148,15.317574,00-0031544,9,146.0,5.0,119,79,1189,74.3125,17,8,1,6,0.375,0,0,8,16,119,7.4,36.1,WR,DAL,20.6
