Rank,Player,Team,AVG,gsis_id,position,season,availability,age,snap_share,fan_pts_var,apy_cap_pct,draft_pick,pick_value,prev_year_completions,prev_year_passing_yards,prev_year_passing_tds,prev_year_carries,prev_year_rushing_yards,prev_year_rushing_tds,prev_year_receptions,prev_year_receiving_yards,prev_year_receiving_tds,prev_year_turnovers,obj_completions,obj_passing_yards,obj_passing_tds,obj_carries,obj_rushing_yards,obj_rushing_tds,obj_receptions,obj_receiving_yards,obj_receiving_tds,obj_turnovers,yac_pr,player_id_x,games_played,total_player_yards,avg_player_yards,avg_def_difficulty,avg_exploitation,player_id_y,redzone_touches,redzone_yards,redzone_tds,targets,recepciones,rec_yards,rec_ypg,rec_20plus,rec_td,attempts,rush_yards,rush_ypg,rush_td,fumbles_perdidos,total_touchdowns,partidos,targets_totales,targets_por_partido,targets_por_partido_equipo,posicion,equipo,target_share_pct
152,Chris Godwin,TB,166.6,00-0033921,WR,2017,1.0,21,0.405,42.253815,0.005,84.0,6.4,0,0.0,0,0,0.0,0,34,525.0,1,0.0,0,0.0,0,0,0.0,0,59,842.0,7,1.0,4.970588235294118,00-0033921,15,525.0,35.0,4.4454327,8.016096,00-0033921,8,36.0,0.0,55,34,525,35.0,4,1,0,0,0.0,0,0,1,15,55,3.7,37.5,WR,TB,9.2
155,John Brown,,173.2,00-0031051,WR,2017,1.0,27,0.718,20.794333,0.027999999999999997,91.0,5.9,0,0.0,0,1,10.0,0,21,299.0,3,0.0,0,0.0,0,3,4.0,0,42,715.0,5,0.0,2.8095238095238093,00-0031051,10,299.0,29.9,3.969894,7.427385,00-0031051,7,102.0,3.0,56,21,299,29.9,2,3,1,10,1.0,0,0,3,10,56,5.6,37.1,WR,ARI,9.4
168,Danny Amendola,,187.6,00-0026035,WR,2017,0.9635036496350365,31,0.5393333333333334,31.836859,0.034,,0.0,0,0.0,0,0,0.0,0,61,659.0,2,0.0,1,28.0,1,1,-2.0,0,59,575.0,1,0.0,3.442622950819672,00-0026035,18,1007.0,55.944443,4.524581,12.279096,00-0026035,19,194.0,4.0,86,61,659,43.93333333333333,7,2,0,0,0.0,0,0,2,15,86,5.7,36.6,WR,NE,14.7
172,Mohamed Sanu Sr.,,158.0,00-0029632,WR,2017,0.8645833333333334,28,0.7873333333333333,31.937706,0.042,83.0,6.5,1,51.0,1,4,10.0,0,67,703.0,5,0.0,1,5.0,1,7,44.0,0,66,838.0,4,1.0,3.656716417910448,00-0029632,17,828.0,48.705883,4.166727,12.079898,00-0029632,13,80.0,5.0,96,67,703,46.86666666666667,10,5,4,10,0.6666666666666666,0,0,6,15,96,6.4,32.3,WR,ATL,18.6
174,Dez Bryant ,,161.5,00-0027902,WR,2017,0.7751937984496124,28,0.839375,25.776,0.006999999999999999,24.0,14.4,0,0.0,0,1,-4.0,0,69,838.0,6,1.0,--,--,--,--,--,--,--,--,--,--,3.8550724637681157,00-0027902,16,838.0,52.375,3.3575113,16.786907,00-0027902,20,132.0,6.0,132,69,838,52.375,8,6,1,-4,-0.25,0,1,6,16,132,8.2,30.5,WR,DAL,27.0
175,Rishard Matthews,,163.3,00-0029580,WR,2017,0.8383838383838383,27,0.8228571428571427,44.196484,0.044000000000000004,227.0,0.0,0,0.0,0,1,-3.0,0,53,795.0,4,0.0,0,0.0,0,0,0.0,0,5,24.0,0,0.0,5.226415094339623,00-0029580,16,837.0,52.3125,3.5880072,13.992475,00-0029580,10,92.0,2.0,87,53,795,56.785714285714285,13,4,1,-3,-0.2142857142857142,0,0,4,14,87,6.2,30.2,WR,TEN,18.0
179,DeSean Jackson,,168.3,00-0026189,WR,2017,0.9178082191780822,30,0.6464285714285715,23.933846,0.067,49.0,9.8,0,0.0,0,3,38.0,0,50,668.0,3,0.0,0,0.0,0,6,29.0,1,41,774.0,4,0.0,3.82,00-0026189,14,668.0,47.714287,4.3756204,11.480802,00-0026189,8,36.0,2.0,92,50,668,47.71428571428572,10,3,3,38,2.7142857142857144,0,0,3,14,92,6.6,37.5,WR,TB,15.3
180,Dede Westbrook,,168.5,00-0033839,WR,2017,0.4375,23,0.7800000000000001,35.086193,0.005,110.0,4.7,0,0.0,0,0,0.0,0,27,339.0,1,0.0,0,0.0,0,9,98.0,0,66,717.0,5,1.0,3.6666666666666665,00-0033839,10,424.0,42.4,3.6035075,12.923357,00-0033839,4,74.0,1.0,51,27,339,48.42857142857143,6,1,0,0,0.0,0,0,1,7,51,7.3,32.6,WR,JAX,9.8
183,Paul Richardson Jr. ,,171.3,00-0031257,WR,2017,0.5961538461538461,25,0.773125,44.139294,0.045,45.0,10.4,0,0.0,0,0,0.0,0,44,703.0,6,0.0,0,0.0,0,2,9.0,0,20,262.0,2,0.0,2.840909090909091,00-0031257,16,703.0,43.9375,3.9670901,10.900819,00-0031257,12,106.0,4.0,81,44,703,43.9375,13,6,0,0,0.0,0,0,6,16,81,5.1,33.2,WR,SEA,15.3
194,Geronimo Allison ,,190.8,00-0032626,WR,2017,0.9629629629629629,23,0.34,27.73291,0.004,,0.0,0,0.0,0,0,0.0,0,23,253.0,0,1.0,0,0.0,0,0,0.0,0,20,303.0,2,0.0,5.173913043478261,00-0032626,11,253.0,23.0,3.3560724,5.9738708,00-0032626,5,26.0,0.0,39,23,253,23.0,1,0,0,0,0.0,0,1,0,11,39,3.5,34.8,WR,GB,7.0
198,Marqise Lee ,,156.0,00-0031431,WR,2017,1.0,25,0.7521428571428572,49.175255,0.048,39.0,11.3,0,0.0,0,1,17.0,0,56,702.0,3,0.0,--,--,--,--,--,--,--,--,--,--,5.160714285714286,00-0031431,16,771.0,48.1875,3.2736347,14.171288,00-0031431,9,54.0,3.0,97,56,702,54.0,6,3,1,17,1.3076923076923077,0,0,3,13,97,7.5,32.6,WR,JAX,18.6
206,Tyrell Williams,,183.0,00-0032160,WR,2017,1.0,25,0.8025,49.050503,0.016,,0.0,0,0.0,0,0,0.0,0,43,728.0,4,1.0,0,0.0,0,2,15.0,0,41,653.0,5,0.0,7.441860465116279,00-0032160,16,728.0,45.5,4.563659,9.693452,00-0032160,1,14.0,0.0,69,43,728,45.5,12,4,0,0,0.0,0,1,4,16,69,4.3,35.9,WR,LAC,12.0
210,Ted Ginn Jr.,,187.7,00-0025396,WR,2017,1.0,32,0.6353333333333334,37.991142,0.022000000000000002,9.0,20.6,0,0.0,0,10,39.0,0,53,787.0,4,0.0,0,0.0,0,3,26.0,0,17,209.0,2,1.0,5.69811320754717,00-0025396,17,974.0,57.294117,4.600648,12.409939,00-0025396,7,108.0,1.0,70,53,787,52.46666666666667,15,4,10,39,2.6,0,0,4,15,70,4.7,33.1,WR,NO,13.2
212,Mike Wallace ,,227.8,00-0026901,WR,2017,0.8933333333333333,31,0.6959999999999998,36.086,0.011000000000000001,84.0,6.4,0,0.0,0,1,4.0,0,52,748.0,4,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,3.019230769230769,00-0026901,15,748.0,49.866665,3.1599915,14.4683895,00-0026901,12,46.0,3.0,92,52,748,49.86666666666667,11,4,1,4,0.2666666666666666,0,0,4,15,92,6.1,35.2,WR,BAL,16.3
214,Martavis Bryant ,,190.3,00-0031373,WR,2017,1.0,25,0.6506666666666667,23.115236,0.011000000000000001,118.0,4.2,0,0.0,0,6,22.0,0,50,603.0,3,0.0,0,0.0,0,3,23.0,0,19,266.0,0,1.0,3.4,00-0031373,16,681.0,42.5625,4.426786,10.01016,00-0031373,10,48.0,2.0,85,50,603,40.2,7,3,6,22,1.4666666666666666,0,0,3,15,85,5.7,36.8,WR,PIT,14.5
227,Donte Moncrief,,220.3,00-0031339,WR,2017,1.0,24,0.7916666666666666,17.700228,0.054000000000000006,90.0,5.9,0,0.0,0,0,0.0,0,26,391.0,2,0.0,0,0.0,0,0,0.0,0,48,668.0,3,1.0,3.0384615384615383,00-0031339,12,391.0,32.583332,3.6007798,9.247824,00-0031339,7,52.0,1.0,47,26,391,32.583333333333336,5,2,0,0,0.0,0,0,2,12,47,3.9,29.6,WR,IND,9.9
233,Terrance Williams,,234.3,00-0030542,WR,2017,1.0,27,0.645,28.270624,0.025,74.0,7.2,0,0.0,0,2,15.0,0,53,568.0,0,0.0,0,0.0,0,0,0.0,0,2,18.0,0,0.0,4.339622641509434,00-0030542,16,568.0,35.5,3.3575113,10.827972,00-0030542,8,6.0,0.0,80,53,568,35.5,6,0,2,15,0.9375,0,0,0,16,80,5.0,30.5,WR,DAL,16.4
236,Taywan Taylor,,240.7,00-0033911,WR,2017,1.0,22,0.2487499999999999,14.905168,0.006,72.0,7.4,0,0.0,0,8,43.0,0,16,231.0,1,0.0,0,0.0,0,0,0.0,0,37,466.0,1,1.0,3.375,00-0033911,18,240.0,13.333333,3.5564423,3.7739763,00-0033911,1,0.0,0.0,28,16,231,14.4375,4,1,8,43,2.6875,0,0,1,16,28,2.0,30.2,WR,TEN,5.8
242,Cole Beasley,,248.0,00-0029000,WR,2017,1.0,28,0.574,28.567808,0.024,,0.0,0,0.0,0,0,0.0,0,36,314.0,4,0.0,0,0.0,0,0,0.0,0,65,672.0,3,0.0,3.4722222222222223,00-0029000,15,314.0,20.933332,3.3919272,6.0189424,00-0029000,7,40.0,5.0,63,36,314,20.933333333333334,2,4,0,0,0.0,0,0,4,15,63,4.2,30.5,WR,DAL,12.9
248,Terrelle Pryor Sr.,,255.7,00-0028825,WR,2017,0.926829268292683,28,-1.0,28.117144,0.025,1.0,34.6,0,0.0,0,0,0.0,0,20,240.0,1,0.0,0,0.0,0,1,-1.0,0,16,252.0,2,0.0,2.9,00-0028825,8,240.0,30.0,4.375576,7.419104,00-0028825,4,18.0,0.0,37,20,240,30.0,3,1,0,0,0.0,0,0,1,8,37,4.6,33.4,WR,WAS,6.9
253,Brandon Marshall,,259.0,00-0024334,WR,2017,0.831081081081081,33,0.7759999999999999,31.487003,0.006,119.0,4.2,0,0.0,0,0,0.0,0,18,154.0,0,0.0,0,0.0,0,0,0.0,0,11,136.0,1,0.0,2.1666666666666665,00-0024334,5,154.0,30.8,4.2786884,6.916406,00-0024334,2,54.0,0.0,33,18,154,30.8,0,0,0,0,0.0,0,0,0,5,33,6.6,37.9,WR,NYG,5.4
259,Jermaine Kearse,,265.7,00-0029159,WR,2017,1.0,27,-1.0,49.96,0.028999999999999998,,0.0,0,0.0,0,0,0.0,0,65,810.0,5,0.0,0,0.0,0,0,0.0,0,37,371.0,1,0.0,4.538461538461538,00-0029159,16,810.0,50.625,3.5771842,13.98452,00-0029159,9,68.0,2.0,103,65,810,50.625,9,5,0,0,0.0,0,0,5,16,103,6.4,31.1,WR,NYJ,20.7
267,Corey Coleman,,276.3,00-0032966,WR,2017,0.78125,23,0.7911111111111111,48.636944,0.004,15.0,17.4,0,0.0,0,0,0.0,0,23,305.0,2,0.0,0,0.0,0,1,5.0,0,5,71.0,0,0.0,2.5217391304347827,00-0032966,9,305.0,33.88889,3.748044,9.338589,00-0032966,7,26.0,2.0,58,23,305,33.888888888888886,4,2,0,0,0.0,0,0,2,9,58,6.4,35.4,WR,CLE,10.2
268,Travis Benjamin,,276.7,00-0029269,WR,2017,0.9120879120879121,27,0.534375,49.90129,0.039,100.0,5.3,0,0.0,0,13,96.0,0,34,567.0,4,0.0,0,0.0,0,7,41.0,0,12,186.0,1,0.0,6.176470588235294,00-0029269,16,567.0,35.4375,4.563659,8.080422,00-0029269,2,26.0,0.0,65,34,567,35.4375,10,4,13,96,6.0,0,0,4,16,65,4.1,35.9,WR,LAC,11.3
269,Albert Wilson ,,277.3,00-0030669,WR,2017,1.0,25,0.6384615384615385,40.005257,0.045,,0.0,0,0.0,0,3,6.0,0,42,554.0,3,0.0,1,52.0,1,8,16.0,0,26,391.0,4,0.0,7.571428571428571,00-0030669,14,580.0,41.42857,4.5837884,9.32608,00-0030669,12,106.0,2.0,62,42,554,42.61538461538461,4,3,3,6,0.4615384615384615,0,0,3,13,62,4.8,33.1,WR,KC,11.7
270,Ryan Grant ,,286.0,00-0031068,WR,2017,1.0,26,0.615,20.117958,0.042,142.0,3.0,0,0.0,0,0,0.0,0,45,573.0,4,0.0,0,0.0,0,0,0.0,0,35,334.0,1,0.0,5.222222222222222,00-0031068,16,573.0,35.8125,4.186026,8.487288,00-0031068,9,98.0,3.0,65,45,573,35.8125,10,4,0,0,0.0,0,0,4,16,65,4.1,33.4,WR,WAS,12.2
294,Laquon Treadwell,IND,294.7,00-0032951,WR,2017,1.0,22,0.453125,6.83859,0.016,23.0,14.6,0,0.0,0,0,0.0,0,20,200.0,0,0.0,0,0.0,0,0,0.0,0,35,302.0,1,0.0,2.9,00-0032951,14,200.0,14.285714,3.8726306,4.2740664,00-0032951,1,0.0,0.0,35,20,200,15.384615384615383,2,0,0,0,0.0,0,0,0,13,35,2.7,32.6,WR,MIN,6.7
309,Zay Jones,ARI,282.0,00-0033891,WR,2017,1.0,22,0.7913333333333334,25.901098,0.01,37.0,11.6,0,0.0,0,0,0.0,0,27,316.0,2,0.0,0,0.0,0,1,0.0,0,56,652.0,7,0.0,2.3333333333333335,00-0033891,15,336.0,22.4,3.1365461,7.51687,00-0033891,11,60.0,2.0,74,27,316,22.571428571428573,3,2,0,0,0.0,0,0,2,14,74,5.3,29.2,WR,BUF,15.8
313,Taylor Gabriel,,284.5,00-0031228,WR,2017,1.0,26,-1.0,22.528624,0.037000000000000005,,0.0,0,0.0,0,8,49.0,0,33,378.0,1,0.0,0,0.0,0,9,61.0,0,67,688.0,2,1.0,6.575757575757576,00-0031228,17,382.0,22.470589,4.2461195,5.130347,00-0031228,7,36.0,0.0,51,33,378,23.625,4,1,8,49,3.0625,0,0,1,16,51,3.2,32.3,WR,ATL,9.9
323,Torrey Smith,,298.0,00-0027996,WR,2017,0.9829059829059829,28,0.643125,29.431625,0.03,58.0,8.7,0,0.0,0,1,-3.0,0,36,430.0,2,0.0,0,0.0,0,0,0.0,0,17,190.0,2,0.0,3.638888888888889,00-0027996,19,587.0,30.894737,3.9293928,7.4438877,00-0027996,5,48.0,1.0,68,36,430,26.875,6,2,1,-3,-0.1875,0,0,2,16,68,4.2,35.1,WR,PHI,12.1
325,J.J. Nelson,,300.0,00-0032112,WR,2017,1.0,25,0.4837499999999999,38.876957,0.004,159.0,2.3,0,0.0,0,3,37.0,0,29,508.0,2,0.0,0,0.0,0,4,0.0,0,7,64.0,0,0.0,2.0344827586206895,00-0032112,16,508.0,31.75,3.8460991,8.295735,00-0032112,3,32.0,1.0,61,29,508,31.75,6,2,3,37,2.3125,0,1,2,16,61,3.8,37.1,WR,ARI,10.3
333,Jaron Brown,,320.0,00-0030300,WR,2017,0.891566265060241,27,-1.0,21.431704,0.016,,0.0,0,0.0,0,0,0.0,0,31,477.0,4,0.0,0,0.0,0,0,0.0,0,14,166.0,5,0.0,2.935483870967742,00-0030300,14,477.0,34.07143,3.8594208,8.461633,00-0030300,11,76.0,1.0,69,31,477,34.07142857142857,12,4,0,0,0.0,0,0,4,14,69,4.9,37.1,WR,ARI,11.6
335,Tyler Boyd,,329.0,00-0033009,WR,2017,1.0,22,0.4649999999999999,34.07389,0.006999999999999999,55.0,9.1,0,0.0,0,0,0.0,0,22,225.0,2,0.0,0,0.0,0,2,3.0,0,76,1028.0,7,0.0,4.136363636363637,00-0033009,10,225.0,22.5,3.696668,6.744208,00-0033009,2,28.0,1.0,32,22,225,22.5,1,2,0,0,0.0,0,0,2,10,32,3.2,30.5,WR,CIN,6.6
337,Curtis Samuel,BUF,276.0,00-0033282,WR,2017,0.625,21,0.37,9.898393,0.01,40.0,11.1,0,0.0,0,4,64.0,0,15,115.0,0,0.0,0,0.0,0,8,84.0,2,39,494.0,5,0.0,2.7333333333333334,00-0033282,8,115.0,14.375,3.363706,4.860221,00-0033282,1,20.0,0.0,26,15,115,14.375,2,0,4,64,8.0,0,0,0,8,26,3.7,30.9,WR,CAR,5.3
339,Adam Humphries,,313.5,00-0032009,WR,2017,1.0,24,0.62625,22.641293,0.016,,0.0,0,0.0,0,1,6.0,0,61,631.0,1,1.0,0,0.0,0,2,11.0,0,76,816.0,5,0.0,5.032786885245901,00-0032009,16,631.0,39.4375,4.5077567,8.535385,00-0032009,5,78.0,1.0,83,61,631,39.4375,5,1,1,6,0.375,0,1,1,16,83,5.2,37.5,WR,TB,13.8
346,Trent Taylor,SF,315.5,00-0033292,WR,2017,1.0,23,0.4740000000000001,17.078094,0.004,177.0,1.6,0,0.0,0,0,0.0,0,43,430.0,2,0.0,0,0.0,0,0,0.0,0,26,215.0,1,0.0,4.4186046511627906,00-0033292,15,430.0,28.666666,3.9518166,7.6322045,00-0033292,8,58.0,2.0,61,43,430,28.666666666666668,2,2,0,0,0.0,0,1,2,15,61,4.1,37.5,WR,SF,10.2
347,Chester Rogers,,287.0,00-0032355,WR,2017,1.0,23,0.6363636363636362,39.310673,0.003,,0.0,0,0.0,0,3,8.0,0,23,284.0,1,0.0,0,0.0,0,1,-4.0,0,53,485.0,2,0.0,4.521739130434782,00-0032355,10,284.0,28.4,3.0980706,9.38765,00-0032355,2,14.0,0.0,37,23,284,28.4,2,1,3,8,0.8,0,0,1,10,37,3.7,29.6,WR,IND,7.8
356,Jeremy Maclin ,,300.0,00-0026995,WR,2017,1.0,29,0.6483333333333334,28.354546,0.033,19.0,15.8,0,0.0,0,0,0.0,0,40,440.0,3,0.0,--,--,--,--,--,--,--,--,--,--,2.7,00-0026995,12,440.0,36.666668,3.145545,12.4504175,00-0026995,4,34.0,1.0,72,40,440,36.66666666666666,3,3,0,0,0.0,0,0,3,12,72,6.0,35.2,WR,BAL,12.8
369,Kenny Britt,,314.0,00-0027006,WR,2017,0.9777777777777777,28,0.4591666666666667,20.73818,0.049,30.0,12.9,0,0.0,0,0,0.0,0,20,256.0,2,0.0,--,--,--,--,--,--,--,--,--,--,4.4,00-0027006,12,256.0,21.333334,3.6343343,6.1785755,00-0027006,4,60.0,2.0,43,20,256,21.33333333333333,3,2,0,0,0.0,0,0,2,12,38,4.2,35.4,WR,CLE,6.7
375,Brandon LaFell ,,321.0,00-0027681,WR,2017,1.0,30,0.89375,21.264,0.01,78.0,6.9,0,0.0,0,0,0.0,0,52,548.0,3,0.0,0,0.0,0,0,0.0,0,12,135.0,2,0.0,4.596153846153846,00-0027681,16,548.0,34.25,3.74489,9.258841,00-0027681,11,76.0,2.0,89,52,548,34.25,6,3,0,0,0.0,0,0,3,16,89,5.6,30.5,WR,CIN,18.2
387,Cody Latimer,,333.0,00-0031344,WR,2017,1.0,24,0.4918181818181818,28.56011,0.013999999999999999,56.0,9.0,0,0.0,0,0,0.0,0,19,287.0,2,0.0,0,0.0,0,0,0.0,0,11,190.0,1,0.0,3.3684210526315788,00-0031344,10,287.0,28.7,3.3073108,8.658727,00-0031344,3,0.0,0.0,32,19,287,28.7,6,2,0,0,0.0,0,0,2,10,32,3.2,34.7,WR,DEN,5.8
404,Kendall Wright,,358.0,00-0029708,WR,2017,1.0,27,0.583125,27.191431,0.006,20.0,15.5,0,0.0,0,0,0.0,0,59,614.0,1,0.0,--,--,--,--,--,--,--,--,--,--,3.0847457627118646,00-0029708,14,614.0,43.857143,3.4515338,12.601155,00-0029708,8,20.0,1.0,92,59,614,43.85714285714285,1,1,0,0,0.0,0,0,1,14,92,6.6,29.3,WR,CHI,19.6
406,Rashard Higgins,,361.0,00-0032977,WR,2017,1.0,22,0.664,42.247692,0.004,172.0,1.8,0,0.0,0,1,4.0,0,27,312.0,2,1.0,0,0.0,0,0,0.0,0,39,572.0,4,1.0,5.2592592592592595,00-0032977,14,312.0,22.285715,3.4894884,5.8116446,00-0032977,4,44.0,1.0,50,27,312,22.285714285714285,4,2,1,4,0.2857142857142857,0,1,2,14,50,3.6,35.4,WR,CLE,8.8
416,Justin Hardy,,377.0,00-0031570,WR,2017,1.0,25,0.364375,8.632111,0.005,107.0,4.8,0,0.0,0,0,0.0,0,20,221.0,3,0.0,0,0.0,0,0,0.0,0,14,133.0,2,0.0,3.8,00-0031570,12,224.0,18.666666,3.993332,4.635963,00-0031570,7,46.0,3.0,29,20,221,22.1,3,3,0,0,0.0,0,0,3,10,29,2.9,32.3,WR,ATL,5.6
428,Deonte Thompson,,391.0,00-0029388,WR,2017,1.0,28,-1.0,39.618572,0.01,,0.0,0,0.0,0,2,-5.0,0,38,555.0,2,0.0,0,0.0,0,0,0.0,0,17,161.0,0,0.0,2.6578947368421053,00-0029388,16,578.0,36.125,3.094418,11.59079,00-0029388,6,46.0,1.0,69,38,555,37.0,8,2,2,-5,-0.3333333333333333,0,0,2,15,51,4.6,29.2,WR,BUF,10.9
437,Bennie Fowler,III,404.0,00-0030670,WR,2017,1.0,26,-1.0,26.504175,0.006,,0.0,0,0.0,0,0,0.0,0,29,350.0,3,0.0,0,0.0,0,0,0.0,0,16,199.0,1,0.0,3.689655172413793,00-0030670,14,350.0,25.0,3.456807,7.241894,00-0030670,9,42.0,2.0,56,29,350,25.0,5,3,0,0,0.0,0,0,3,14,56,4.0,34.7,WR,DEN,10.1
438,Seth Roberts,,405.0,00-0031166,WR,2017,1.0,26,-1.0,7.608095,0.031,,0.0,0,0.0,0,0,0.0,0,43,455.0,1,2.0,0,0.0,0,3,5.0,0,45,494.0,2,0.0,2.4186046511627906,00-0031166,15,455.0,30.333334,3.886129,8.409428,00-0031166,4,54.0,1.0,65,43,455,30.33333333333333,6,1,0,0,0.0,0,2,1,15,65,4.3,34.6,WR,LV,11.7
439,Bruce Ellington,,407.0,00-0031326,WR,2017,0.696969696969697,26,0.7518181818181816,27.969639,0.006999999999999999,106.0,4.9,0,0.0,0,3,17.0,0,29,330.0,2,0.0,0,0.0,0,1,2.0,0,31,224.0,1,0.0,4.689655172413793,00-0031326,11,330.0,30.0,3.9636002,7.795996,00-0031326,9,10.0,0.0,58,29,330,30.0,6,2,3,17,1.5454545454545454,0,0,2,11,58,5.3,32.5,WR,HOU,11.2
452,Braxton Miller,,421.0,00-0033069,WR,2017,0.90625,24,0.5763636363636363,14.762334,0.001,85.0,6.3,0,0.0,0,1,1.0,0,19,162.0,1,0.0,--,--,--,--,--,--,--,--,--,--,3.210526315789474,00-0033069,10,162.0,16.2,3.2766151,4.2397437,00-0033069,4,12.0,1.0,29,19,162,16.2,1,1,1,1,0.1,0,0,1,10,29,3.2,32.5,WR,HOU,5.6
454,T.J. Jones,,424.0,00-0031189,WR,2017,0.9487179487179487,25,0.4307142857142857,12.613636,0.011000000000000001,189.0,1.2,0,0.0,0,0,0.0,0,30,399.0,1,0.0,0,0.0,0,0,0.0,0,19,190.0,2,0.0,2.566666666666667,00-0031189,11,399.0,36.272728,4.71938,7.8089643,00-0031189,7,30.0,1.0,50,30,399,36.27272727272727,6,1,0,0,0.0,0,0,1,11,50,4.5,35.6,WR,DET,8.8
456,Jeremy Kerley,,426.0,00-0028091,WR,2017,0.9565217391304348,28,0.55875,20.274761,0.005,153.0,2.6,0,0.0,0,0,0.0,0,22,217.0,1,1.0,0,0.0,0,0,0.0,0,2,7.0,0,0.0,2.590909090909091,00-0028091,7,217.0,31.0,4.1047435,7.4235396,00-0028091,1,20.0,0.0,27,22,225,32.142857142857146,2,1,0,0,0.0,0,2,1,7,27,3.9,31.1,WR,NYJ,5.4
464,Chris Moore,WAS,434.0,00-0032398,WR,2017,1.0,24,0.4223076923076923,19.62989,0.005,107.0,4.8,0,0.0,0,2,-9.0,0,18,248.0,3,0.0,0,0.0,0,5,17.0,0,19,196.0,1,0.0,2.2777777777777777,00-0032398,10,248.0,24.8,3.1788435,7.725901,00-0032398,6,38.0,2.0,38,18,248,24.8,5,3,2,-9,-0.9,0,0,3,10,38,3.8,35.2,WR,BAL,6.7
467,Demarcus Robinson,SF,437.0,00-0032775,WR,2017,1.0,22,0.578125,9.832889,0.005,126.0,3.8,0,0.0,0,0,0.0,0,21,212.0,0,0.0,0,0.0,0,0,0.0,0,22,288.0,4,0.0,2.238095238095238,00-0032775,11,269.0,24.454546,4.571009,5.1621127,00-0032775,9,32.0,1.0,39,21,212,21.2,1,0,0,0,0.0,0,0,0,10,39,3.9,33.1,WR,KC,7.4
474,Eli Rogers ,,444.0,00-0031782,WR,2017,1.0,24,-1.0,9.524546,0.004,,0.0,0,0.0,0,0,0.0,0,18,149.0,1,0.0,0,0.0,0,1,-4.0,0,12,79.0,0,0.0,4.5,00-0031782,12,191.0,15.916667,4.713341,3.3552284,00-0031782,9,74.0,1.0,36,18,149,13.545454545454543,0,1,0,0,0.0,0,1,1,11,36,3.3,36.8,WR,PIT,6.1
487,Kendrick Bourne,NE,457.0,00-0033307,WR,2017,1.0,22,0.3718181818181818,15.393445,0.003,,0.0,0,0.0,0,0,0.0,0,16,257.0,0,0.0,0,0.0,0,0,0.0,0,42,487.0,4,0.0,7.125,00-0033307,10,257.0,25.7,4.2459774,5.373784,00-0033307,8,0.0,0.0,34,16,257,25.7,3,0,0,0,0.0,0,0,0,10,34,3.4,37.5,WR,SF,5.7
5,DeAndre Hopkins,BAL,5.3,00-0030564,WR,2018,1.0,26,0.99,59.661293,0.09699999999999999,27.0,13.6,0,0.0,0,1,-7.0,0,115,1572.0,11,2.0,1,6.0,1,2,18.0,0,104,1165.0,7,1.0,3.365217391304348,00-0030564,17,1609.0,94.64706,4.0515656,23.769524,00-0030564,26,280.0,8.0,163,115,1572,98.25,23,11,1,-7,-0.4375,0,2,11,16,163,10.2,30.9,WR,HOU,32.9
8,Davante Adams,LAR,7.5,00-0031381,WR,2018,1.0,25,0.9346666666666664,26.753525,0.087,53.0,9.3,0,0.0,0,0,0.0,0,111,1386.0,13,0.0,0,0.0,0,0,0.0,0,83,997.0,5,1.0,4.2792792792792795,00-0031381,15,1386.0,92.4,4.651557,19.830149,00-0031381,32,298.0,12.0,170,111,1386,92.4,18,13,0,0,0.0,0,0,13,15,170,11.3,38.6,WR,GB,27.5
10,Julio Jones,,10.5,00-0027944,WR,2018,0.9586776859504132,29,0.76625,58.72629,0.11699999999999999,6.0,23.2,0,0.0,0,2,12.0,0,113,1677.0,8,2.0,0,0.0,0,2,-3.0,0,99,1394.0,6,0.0,3.9646017699115044,00-0027944,16,1677.0,104.8125,4.889787,21.379211,00-0027944,17,200.0,5.0,170,113,1677,104.8125,24,8,2,12,0.75,0,2,8,16,170,10.6,38.1,WR,ATL,27.9
11,Michael Thomas,,10.7,00-0032765,WR,2018,1.0,25,0.885,110.57229,0.102,47.0,10.1,0,0.0,0,0,0.0,0,125,1405.0,9,2.0,0,0.0,0,1,-9.0,0,149,1725.0,9,0.0,4.112,00-0032765,18,1612.0,89.55556,4.156173,20.939022,00-0032765,35,342.0,8.0,148,125,1405,87.8125,17,9,0,0,0.0,0,2,9,16,148,9.2,32.1,WR,NO,28.8
12,Odell Beckham Jr.,,12.8,00-0031235,WR,2018,0.8518518518518519,25,0.9366666666666664,50.24331,0.102,12.0,18.8,2,106.0,2,5,19.0,0,77,1052.0,6,0.0,1,20.0,0,3,10.0,0,75,1091.0,5,0.0,4.090909090909091,00-0031235,12,1052.0,87.666664,4.631874,18.757421,00-0031235,21,108.0,5.0,125,77,1052,87.66666666666667,17,6,5,19,1.5833333333333333,0,1,8,12,125,10.4,36.2,WR,NYG,21.6
14,JuJu Smith-Schuster,KC,14.8,00-0033857,WR,2018,0.96875,21,0.860625,78.62263,0.006,62.0,8.3,0,0.0,0,1,13.0,0,111,1426.0,7,1.0,0,0.0,0,0,0.0,0,42,552.0,3,1.0,5.837837837837838,00-0033857,16,1426.0,89.125,4.9454474,17.435896,00-0033857,30,198.0,5.0,167,111,1383,86.4375,17,7,1,13,0.8125,0,1,7,16,167,10.4,42.6,WR,PIT,24.5
