Rank,Player,Team,Bye,POS,Yahoo,Sleeper,RTSports,AVG,gsis_id,position,season,availability,age,rookie_season,snap_share,fan_pts_var,apy_cap_pct,draft_pick,pick_value,yac_pr
171,Blake Jarwin ,,,TE17,181.0,,,169.0,00-0033658,TE,2019,1.0,25,2017,0.3849999999999999,14.654285,0.027999999999999997,,0.0,5.064516129032258
173,N'Keal Harry,,,WR59,,,,156.5,00-0035624,TE,2019,0.4375,21,2019,0.52,14.675714,0.013000000000000001,32.0,12.5,3.5
175,Eric Ebron,,,TE18,169.0,,,158.5,00-0031387,TE,2019,0.9489795918367347,26,2014,0.4245454545454545,21.818548,0.03,10.0,19.9,5.0
182,Dallas Goedert,PHI,9,TE19,,,,127.0,00-0034351,TE,2019,1.0,24,2018,0.6953846153846155,32.574097,0.008,49.0,9.8,5.758620689655173
184,Jimmy Graham,,,TE20,129.0,,,199.5,00-0027696,TE,2019,0.9192546583850931,32,2010,0.5828571428571429,30.207293,0.04,95.0,5.6,6.473684210526316
186,Kyle Rudolph,,,TE21,130.0,,,169.0,00-0027981,TE,2019,0.9041095890410958,29,2011,0.7746666666666666,44.867428,0.048,43.0,10.6,4.871794871794871
187,Greg Olsen,,,TE22,143.0,,,167.5,00-0025418,TE,2019,0.9234972677595629,34,2007,0.8316666666666667,49.220936,0.035,31.0,12.7,3.8653846153846154
190,Chris Herndon,IV,,TE23,,,,171.0,00-0034766,TE,2019,0.5625,23,2018,0.28,,0.004,107.0,4.8,5.0
192,Jack Doyle,,,TE24,,,,144.0,00-0030181,TE,2019,0.9565217391304348,29,2013,0.7393333333333333,23.831238,0.038,,0.0,5.023255813953488
195,.J. Howard,O,,TE25,146.0,,,178.5,00-0033879,TE,2019,0.7916666666666666,24,2017,0.7861538461538462,19.022652,0.017,19.0,15.8,4.411764705882353
200,Ian Thomas,LV,6,TE26,,,,161.0,00-0034365,TE,2019,1.0,23,2018,0.2728571428571428,28.185278,0.005,101.0,5.2,4.8125
204,Tyler Eifert,,,TE27,168.0,,,214.0,00-0030549,TE,2019,0.7474747474747475,28,2013,0.442142857142857,19.8785,0.024,21.0,15.2,2.604651162790698
210,Irv Smith Jr.,HOU,8,TE28,182.0,,,188.0,00-0034970,TE,2019,1.0,21,2019,0.5893333333333334,13.015,0.008,50.0,9.7,3.7777777777777777
254,Dawson Knox,BUF,11,TE29,,,,230.0,00-0035689,TE,2019,0.9375,22,2019,0.6328571428571429,19.314096,0.005,96.0,5.5,5.142857142857143
259,Devin Asiasi,,,TE30,,,,237.0,00-0036194,TE,2019,--,22,2020,-1.0,--,0.006,91.0,5.9,--
260,C.J. Uzomah ,,,TE31,,,,238.0,00-0032134,TE,2019,1.0,26,2015,0.5742857142857144,27.04923,0.032,157.0,2.4,5.0
267,Jace Sternberger,,,TE32,,,,252.0,00-0035671,TE,2019,0.375,23,2019,0.1639999999999999,,0.005,75.0,7.1,0
271,David Njoku,CLE,9,TE33,,,,258.0,00-0033885,TE,2019,0.75,23,2017,0.38,56.823326,0.013999999999999999,29.0,13.2,3.2
277,Will Dissly,LAC,6,TE34,,,,266.0,00-0034159,TE,2019,0.3125,23,2018,0.5900000000000001,84.68167,0.004,120.0,4.1,3.0434782608695654
290,Gerald Everett,,,TE35,,,,285.0,00-0033895,TE,2019,0.9375,25,2017,0.5318181818181817,47.532425,0.009000000000000001,44.0,10.5,4.8108108108108105
292,Cole Kmet,CHI,11,TE36,,,,288.0,00-0036290,TE,2019,--,20,2020,-1.0,--,0.01,43.0,10.6,--
298,Vance McDonald,,,TE37,,,,295.0,00-0030470,TE,2019,0.8392857142857143,29,2013,0.7876923076923077,34.04247,0.026000000000000002,55.0,9.1,4.526315789473684
315,Logan Thomas,,,TE38,,,,316.0,00-0031260,TE,2019,1.0,28,2014,0.3014285714285714,7.773589,0.016,120.0,4.1,4.8125
318,Cameron Brate,,,TE39,,,,320.0,00-0031273,TE,2019,0.9880952380952381,28,2014,0.3853333333333333,28.460714,0.038,,0.0,2.5
320,Jacob Hollister,,,TE40,,,,322.0,00-0033387,TE,2019,1.0,25,2017,0.6611111111111111,37.18989,0.016,,0.0,4.121951219512195
324,Darren Fells,,,TE41,,,,326.0,00-0029738,TE,2019,1.0,33,2014,0.6957142857142858,48.481136,0.016,,0.0,4.9411764705882355
336,Trey Burton,,,TE42,,,,338.0,00-0030710,TE,2019,0.9285714285714286,27,2014,0.57375,4.2885714,0.005,,0.0,2.5714285714285716
339,Kaden Smith,,,TE43,,,,341.0,00-0034988,TE,2019,0.9333333333333333,22,2019,0.7125,57.405712,0.004,176.0,1.7,2.935483870967742
344,Dan Arnold,,,TE44,,,,346.0,00-0034011,TE,2019,0.5,24,2017,0.296,45.728,0.003,,0.0,3.625
347,Jordan Reed,,,TE45,,,,349.0,00-0030472,TE,2019,0.7168141592920354,29,2013,-1.0,--,0.005,85.0,6.3,--
350,Adam Trautman,DEN,5,TE46,,,,352.0,00-0036422,TE,2019,--,22,2020,-1.0,--,0.005,105.0,5.0,--
351,Drew Sample,CIN,9,TE47,,,,353.0,00-0035631,TE,2019,0.5625,23,2019,0.18,2.8133335,0.006999999999999999,52.0,9.4,2.6
361,Josiah Deguara,ARI,8,TE48,,,,364.0,00-0036332,TE,2019,--,22,2020,-1.0,--,0.006,94.0,5.7,--
364,Jason Witten,,,TE49,,,,367.0,00-0022127,TE,2019,1.0,37,2003,0.7514285714285714,19.005293,0.02,69.0,7.6,2.5714285714285716
378,Hakeem Butler,,,WR118,,,,381.0,00-0035529,TE,2019,0.0,23,2019,-1.0,--,0.001,103.0,5.1,--
379,Taysom Hill,NO,6,TE50,,,,382.0,00-0033357,TE,2019,1.0,29,2017,0.2184615384615384,31.331886,0.053,,0.0,7.842105263157895
385,Demetrius Harris,,,TE51,,,,389.0,00-0030155,TE,2019,0.8681318681318682,28,2013,0.5553333333333333,10.902564,0.008,,0.0,4.533333333333333
386,Albert kwuegbunam Jr.,LV,6 O,TE52,,,,390.0,00-0036423,TE,2019,--,21,2020,-1.0,--,0.005,118.0,4.2,--
388,Mo Alie-Cox,IND,7,TE53,,,,392.0,00-0033217,TE,2019,1.0,25,2017,0.3353333333333333,2.0244443,0.004,,0.0,7.5
