...1,Rank,Player,Team,Bye,POS,ESPN,Sleeper,NFL,RTSports,FFC,Fantrax,AVG,gsis_id,position,season,availability,age,rookie_season,snap_share,fan_pts_var,apt_cap_pct,draft_pick,pick_value,targets,recepciones,rec_yards,rec_ypg,rec_20plus,rec_td,attempts,rush_yards,rush_ypg,rush_td,fumbles_perdidos,total_touchdowns,partidos
794,806,Jordan Leggett,,,TE136,690,,,,,,690,00-0033953,TE,2018,0.75,23,2017,0.3493333333333332,7.3497443,0.003,150,2.7,25,14,114,8.76923076923077,0,1,0,0,0,0,0,1,13
798,810,Jeff Cumberland,,,TE137,694,,,,,,694,00-0027321,TE,2018,0.8303571428571429,31,2010,-1,--,--,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
802,814,Rico Gathers,,,TE138,698,,,,,,698,00-0033054,TE,2018,0.5151515151515151,24,2016,0.1426666666666667,2.9669998,0.003,217,0.3,7,3,45,7.5,1,0,0,0,0,0,0,0,6
804,816,David Morgan II,,,TE139,700,,,,,,700,00-0032430,TE,2018,1.0,25,2016,0.31,1.9920001,0.004,188,1.3,6,5,36,7.2,0,0,0,0,0,0,0,0,5
806,818,Anthony Firkser,,,TE140,702,,,,,,702,00-0033455,TE,2018,1.0,23,2017,0.25666666666666665,14.994106,0.003,,0,20,19,225,28.125,3,1,0,0,0,0,0,1,8
809,821,Ifeanyi Momah,,,TE141,705,,,,,,705,00-0029740,TE,2018,0.5,28,2014,-1,--,--,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
817,829,Neal Sterling,,,TE142,714,,,,,,714,00-0032120,TE,2018,0.8771929824561403,26,2015,0.396,5.8824997,0.005,220,0.3,8,6,47,11.75,0,0,0,0,0,0,0,0,4
818,830,James Hanna,,,TE143,715,,,,,,715,00-0029634,TE,2018,0.84,29,2012,-1,--,0.018000000000000002,186,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0
819,831,Logan Paulsen,,,TE144,717,,,,,,717,00-0027215,TE,2018,1.0,31,2010,-1,6.179524,0.005,,0,9,9,91,13,0,1,0,0,0,0,0,1,7
820,832,Devon Cajuste,,,WR264,718,,,,,,718,00-0032716,TE,2018,--,25,2016,-1,--,0.003,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
821,833,Brian Parker,,,TE145,719,,,,,,719,00-0032089,TE,2018,1.0,26,2015,-1,2.8416665,0.004,,0,10,5,33,5.5,0,0,0,0,0,0,0,0,6
823,835,C.J. Fiedorowicz,,,TE146,721,,,,,,721,00-0031302,TE,2018,0.8333333333333334,26,2014,-1,--,0.043,65,8,0,0,0,0,0,0,0,0,0,0,0,0,0
825,837,Ross Travis,,,TE147,723,,,,,,723,00-0032319,TE,2018,0.6666666666666666,25,2015,-1,--,0.004,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
826,838,Durham Smythe,CHI,6,TE148,724,,,,,,724,00-0034798,TE,2018,1.0,23,2018,0.216,4.978667,0.004,123,4,11,6,50,8.333333333333334,1,0,0,0,0,0,0,0,6
829,841,Ryan Griffin,,,QB102,727,,,,,,727,00-0030108,TE,2018,0.9120879120879121,28,2013,0.7685714285714287,18.637434,0.017,,0,43,24,305,23.46153846153846,3,0,0,0,0,0,0,0,13
832,844,Stephen Anderson,,,TE149,730,,,,,,730,00-0032725,TE,2018,1.0,25,2016,-1,--,0.003,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
845,857,A.J. Derby,,,TE150,745,,,,,,745,00-0031609,TE,2018,0.8936170212765957,26,2015,0.5175000000000001,13.889999,0.004,202,0.8,5,3,48,16,0,1,0,0,0,0,0,1,3
848,860,Braedon Bowman,,,TE151,749,,,,,,749,00-0032515,TE,2018,0.375,24,2016,-1,--,0.003,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
850,862,Thomas Duarte,,,TE152,751,,,,,,751,00-0033061,TE,2018,1.0,23,2016,-1,--,0.003,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0
854,866,Temuchin Hodges,,,TE153,756,,,,,,756,00-0033966,TE,2018,0.0,23,2017,-1,--,0.003,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
861,873,Evan Baylis,,,TE154,763,,,,,,763,00-0033763,TE,2018,1.0,24,2017,-1,--,0.003,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
864,876,Donnie Ernsberger,,,RB240,766,,,,,,766,00-0034611,TE,2018,1.0,21,2018,-1,--,0.003,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
867,879,Sean McGrath,,,TE155,770,,,,,,770,00-0029391,TE,2018,1.0,30,2012,-1,--,0.004,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
869,881,Darren Fells,,,TE156,772,,,,,,772,00-0029738,TE,2018,1.0,32,2014,0.3875,19.075535,0.008,,0,12,11,117,14.625,1,3,0,0,0,0,0,3,8
871,883,Khari Lee,,,TE157,774,,,,,,774,00-0031922,TE,2018,1.0,26,2015,-1,,0.004,,0,1,1,5,5,0,0,0,0,0,0,0,0,1
872,884,Alan Cross,,,TE158,775,,,,,,775,00-0032745,TE,2018,0.9473684210526315,25,2016,-1,0.7158333,0.004,,0,5,2,9,2.25,0,0,0,0,0,0,0,0,4
873,885,Matt Flanagan,,,TE159,776,,,,,,776,00-0034101,TE,2018,1.0,23,2018,-1,,0.003,,0,1,1,14,14,0,0,0,0,0,0,0,0,1
875,887,Alex Ellis,,,TE160,778,,,,,,778,00-0032864,TE,2018,0.45454545454545453,25,2016,0.1,--,0.004,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
876,888,Clive Walford,,,TE161,779,,,,,,779,00-0032256,TE,2018,0.9607843137254902,26,2015,0.04,--,0.004,68,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0
878,890,Ben Koyack,,,TE162,781,,,,,,781,00-0032139,TE,2018,1.0,25,2015,0.24714285714285716,--,0.004,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0
879,891,Kahale Warring,,,TE163,782,,,,,,782,00-0035660,TE,2018,--,21,2019,-1,--,0.005,86,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0
881,893,MyCole Pruitt,,,TE164,784,,,,,,784,00-0031585,TE,2018,0.9574468085106383,26,2015,0.214,11.659999,0.004,143,3,11,9,102,14.571428571428571,1,1,0,0,0,0,0,1,7
885,897,Cole Wick,,,TE165,788,,,,,,788,00-0032562,TE,2018,0.64,24,2016,0.03,,0.001,,0,1,0,0,0,0,0,0,0,0,0,0,0,0
886,898,Erik Swoope,,,TE166,789,,,,,,789,00-0030854,TE,2018,0.6363636363636364,26,2014,-1,24.202856,0.003,,0,10,8,87,12.428571428571429,1,3,0,0,0,0,0,3,7
890,902,Cole Hikutini,,,TE167,794,,,,,,794,00-0033315,TE,2018,0.36363636363636365,24,2017,-1,--,0.003,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
891,903,Orson Charles,,,TE168,795,,,,,,795,00-0029414,TE,2018,0.9491525423728814,27,2012,0.19615384615384615,0.948,0.004,116,4.3,5,3,23,4.6,0,0,0,0,0,0,0,0,5
893,905,Brandon Williams,,,TE169,797,,,,,,797,00-0029793,TE,2018,0.8513513513513513,30,2013,-1,--,--,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
895,907,Randall Telfer,,,TE170,799,,,,,,799,00-0031533,TE,2018,1.0,26,2015,-1,--,0.004,198,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0
897,909,Moritz Bohringer,,,WR292,801,,,,,,801,00-0032341,TE,2018,1.0,24,2016,-1,--,0.003,180,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0
901,913,Jason Croom,,,TE171,805,,,,,,805,00-0033627,TE,2018,1.0,24,2017,-1,5.3408337,0.003,,0,35,22,259,21.583333333333332,5,1,0,0,0,0,2,1,12
906,918,Antony Auclair,,,TE172,810,,,,,,810,00-0033421,TE,2018,1.0,25,2017,0.31125,2.1226666,0.003,,0,8,7,48,8,0,0,0,0,0,0,0,0,6
908,920,Austin Traylor,,,TE173,813,,,,,,813,00-0033043,TE,2018,1.0,24,2016,-1,--,0.003,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
910,922,MarQueis Gray,,,TE174,815,,,,,,815,00-0029878,TE,2018,0.7674418604651163,28,2013,-1,--,--,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
912,924,David Grinnage,,,TE175,817,,,,,,817,00-0032634,TE,2018,1.0,24,2017,-1,6.3333325,0.003,,0,8,6,61,20.333333333333332,1,0,0,0,0,0,0,0,3
915,927,Beau Sandland,,,TE176,820,,,,,,820,00-0032900,TE,2018,--,25,2016,-1,--,0.003,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0
918,930,Darrell Daniels,,,TE177,823,,,,,,823,00-0033258,TE,2018,1.0,23,2017,0.12272727272727274,0.0,0.004,,0,2,0,0,0,0,0,0,0,0,0,0,0,0
923,935,Vince Mayle,,,WR305,829,,,,,,829,00-0032188,TE,2018,1.0,27,2015,-1,--,0.003,123,4,0,0,0,0,0,0,0,0,0,0,0,0,0
927,939,Will Tye,,,TE178,833,,,,,,833,00-0032004,TE,2018,1.0,26,2015,-1,--,0.004,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
928,940,Johnny Mundt,JAC,10,TE179,834,,,,,,834,00-0033246,TE,2018,1.0,23,2017,0.061,,0.003,,0,1,1,5,5,0,0,0,0,0,0,0,0,1
931,943,Michael Roberts,,,TE180,837,,,,,,837,00-0033559,TE,2018,0.90625,24,2017,0.29125,49.721424,0.004,127,3.8,20,9,100,14.285714285714286,1,3,0,0,0,0,0,3,7
934,946,Ross Dwelley,SF,4,TE181,840,,,,,,840,00-0034073,TE,2018,1.0,23,2018,0.05999999999999999,0.019999985,0.003,,0,2,2,14,7,0,0,0,0,0,0,0,0,2
943,955,Austin Roberts,,,TE182,850,,,,,,850,00-0034784,TE,2018,0.0,22,2018,-1,--,--,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
947,959,Troy Niklas,,,TE183,854,,,,,,854,00-0031044,TE,2018,0.6,25,2014,-1,--,0.004,52,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0
955,968,Jordan Franks,,,TE184,863,,,,,,863,00-0034532,TE,2018,1.0,22,2018,-1,4.5299993,0.003,,0,3,2,37,12.333333333333334,1,0,0,0,0,0,0,0,3
956,969,Hakeem Valles,,,TE185,864,,,,,,864,00-0032508,TE,2018,1.0,25,2016,0.14333333333333334,0.0050000027,0.001,,0,3,2,11,5.5,0,0,0,0,0,0,0,0,2
957,970,Matt Lengel,,,TE186,865,,,,,,865,00-0031788,TE,2018,0.90625,27,2015,-1,8.249667,0.004,,0,8,3,17,2.8333333333333335,0,1,0,0,0,0,0,1,6
990,1003,Jordan Akins,,,TE187,902,,,,,,902,00-0034364,TE,2018,1.0,26,2018,0.354375,4.2358975,0.005,98,5.4,25,17,225,17.307692307692307,3,0,0,0,0,0,0,0,13
1020,1034,Tyler Kroft,,,TE188,935,,,,,,935,00-0032214,TE,2018,0.8923076923076924,25,2015,0.35200000000000004,2.1069999,0.033,85,6.3,6,4,36,7.2,0,0,0,0,0,0,0,0,5
1032,1046,Dawson Knox,BUF,6,TE189,979,,,,,,979,00-0035689,TE,2018,--,21,2019,-1,--,0.005,96,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0
