"rank","gsis_id","nombre","carries_totales","carries_por_partido","carries_por_partido_equipo","posicion","equipo","run_share_pct"
32,"00-0037256","Rachaad White",130,8.1,22.8,"RB","TB",33.6
33,"00-0033280","Christian McCaffrey",159,14.5,29.6,"RB","SF",31.5
34,"00-0036924","Michael Carter",114,7.1,23.8,"RB","NYJ",28.1
35,"00-0036328","Antonio Gibson",149,9.9,31.6,"RB","WAS",27.7
36,"00-0030578","Cordarrelle Patterson",144,11.1,32.9,"RB","ATL",25.7
37,"00-0035657","Damien Harris",106,9.6,25,"RB","NE",24.9
38,"00-0033526","Samaje Perine",96,6,25,"RB","CIN",24
39,"00-0033923","Kareem Hunt",123,7.2,31.4,"RB","CLE",23.1
40,"00-0036906","Khalil Herbert",129,9.9,32.8,"RB","CHI",23.1
41,"00-0034115","Jeffery Wilson",84,10.5,22.9,"RB","MIA",21.5
42,"00-0037157","Zonovan Knight",85,12.1,23.8,"RB","NYJ",21
43,"00-0033118","Kenyan Drake",109,9.1,31,"RB","BAL",20.7
44,"00-0036275","D'Andre Swift",100,7.1,28.5,"RB","DET",20.7
45,"00-0037248","James Cook",89,5.9,27,"RB","BUF",20.6
46,"00-0032144","Melvin Gordon",90,9,26.2,"RB","DEN",20.2
47,"00-0038120","Breece Hall",80,11.4,23.8,"RB","NYJ",19.8
48,"00-0036555","Chuba Hubbard",95,7.9,28.6,"RB","CAR",19.5
49,"00-0034115","Jeffery Wilson",92,11.5,29.6,"RB","SF",18.3
50,"00-0034972","Alexander Mattison",74,4.4,23.8,"RB","MIN",18.3
51,"00-0035831","James Robinson",81,13.5,26.4,"RB","JAX",18
52,"00-0033280","Christian McCaffrey",87,14.5,28.6,"RB","CAR",17.9
53,"00-0036158","J.K. Dobbins",92,11.5,31,"RB","BAL",17.5
54,"00-0036251","Zack Moss",76,9.5,25.9,"RB","IND",17.3
55,"00-0031376","Jerick McKinnon",72,4.5,24.6,"RB","KC",17.2
56,"00-0036370","Joshua Kelley",69,5.8,23.8,"RB","LAC",17.1
57,"00-0035664","Darrell Henderson",70,7.8,24.2,"RB","LA",17
58,"00-0036360","Clyde Edwards-Helaire",71,7.9,24.6,"RB","KC",16.9
59,"00-0034184","Gus Edwards",87,9.7,31,"RB","BAL",16.5
60,"00-0036383","Eno Benjamin",71,7.9,25.6,"RB","ARI",16.3
61,"00-0036493","Deon Jackson",68,6.2,25.9,"RB","IND",15.5
62,"00-0037228","Jaylen Warren",77,5.1,29.4,"RB","PIT",15.4
63,"00-0027966","Mark Ingram",64,7.1,27.5,"RB","NO",13.7
64,"00-0036829","Caleb Huntley",76,6.3,32.9,"RB","ATL",13.6
65,"00-0034750","Rashaad Penny",57,11.4,25,"RB","SEA",13.4
66,"00-0033854","Dare Ogunbowale",43,5.4,23.5,"RB","HOU",10.8
67,"00-0034681","Chase Edmonds",42,5.2,22.9,"RB","MIA",10.8
68,"00-0036997","Javonte Williams",47,11.8,26.2,"RB","DEN",10.6
69,"00-0033308","Matt Breida",54,3.4,30.6,"RB","NYG",10.4
70,"00-0034838","Royce Freeman",41,10.2,23.5,"RB","HOU",10.3
71,"00-0035806","Jamycal Hasty",46,3.8,26.4,"RB","JAX",10.2
72,"00-0034414","Boston Scott",54,4.2,32.2,"RB","PHI",9.9
73,"00-0036919","Kenneth Gainwell",53,3.5,32.2,"RB","PHI",9.7
74,"00-0034975","Justice Hill",49,4.1,31,"RB","BAL",9.3
75,"00-0034440","Justin Jackson",43,3.6,28.5,"RB","DET",8.9
76,"00-0034845","Sony Michel",36,3.6,23.8,"RB","LAC",8.9
77,"00-0036567","Elijah Mitchell",45,9,29.6,"RB","SF",8.9
78,"00-0037525","Jordan Mason",43,5.4,29.6,"RB","SF",8.5
79,"00-0037840","Kyren Williams",35,4.4,24.2,"RB","LA",8.5
80,"00-0036425","DeeJay Dallas",35,3.5,25,"RB","SEA",8.2
81,"00-0035537","Ty Johnson",30,3.3,23.8,"RB","NYJ",7.4
82,"00-0037563","Malik Davis",38,6.3,31.3,"RB","DAL",7.1
83,"00-0032975","Jonathan Williams",37,5.3,31.6,"RB","WAS",6.9
84,"00-0037827","Tyrion Davis-Price",34,6.8,29.6,"RB","SF",6.7
85,"00-0036569","Gary Brightwell",31,3.9,30.6,"RB","NYG",6
