"rank","gsis_id","nombre","carries_totales","carries_por_partido","carries_por_partido_equipo","posicion","equipo","run_share_pct"
32,"00-0032063","Mike Davis",138,8.1,23.2,"RB","ATL",35
33,"00-0032972","Devontae Booker",145,9.1,24.8,"RB","NYG",34.4
34,"00-0034301","Darrel Williams",144,8.5,25.4,"RB","KC",33.3
35,"00-0034972","Alexander Mattison",135,9,26.6,"RB","MIN",29.8
36,"00-0030288","Rex Burkhead",122,11.1,24.8,"RB","HOU",29
37,"00-0034750","Rashaad Penny",119,11.9,24.3,"RB","SEA",28.8
38,"00-0036360","Clyde Edwards-Helaire",119,11.9,25.4,"RB","KC",27.5
39,"00-0035261","Tony Pollard",130,8.7,28.1,"RB","DAL",27.2
40,"00-0036875","Rhamondre Stevenson",133,11.1,28.9,"RB","NE",27.1
41,"00-0032426","Alex Collins",108,9.8,24.3,"RB","SEA",26.2
42,"00-0034816","Ronald Jones",101,6.7,22.8,"RB","TB",26.1
43,"00-0031285","Devonta Freeman",133,8.3,30.5,"RB","BAL",25.7
44,"00-0035243","Miles Sanders",138,11.5,32.5,"RB","PHI",25
45,"00-0033925","D'Onta Foreman",133,14.8,32.5,"RB","TEN",24.1
46,"00-0034681","Chase Edmonds",116,9.7,29.2,"RB","ARI",23.4
47,"00-0030513","Latavius Murray",119,8.5,30.5,"RB","BAL",23
48,"00-0027966","Mark Ingram",92,13.1,24.8,"RB","HOU",21.9
49,"00-0032058","Tevin Coleman",84,7.6,22.6,"RB","NYJ",21.9
50,"00-0033280","Christian McCaffrey",99,14.1,26.8,"RB","CAR",21.7
51,"00-0036906","Khalil Herbert",103,7.9,27.9,"RB","CHI",21.7
52,"00-0036251","Zack Moss",96,7.4,27.2,"RB","BUF",20.7
53,"00-0035628","D'Ernest Johnson",100,8.3,28.6,"RB","CLE",20.6
54,"00-0031045","Carlos Hyde",72,7.2,23.1,"RB","JAX",18.3
55,"00-0033923","Kareem Hunt",79,9.9,28.6,"RB","CLE",16.3
56,"00-0034440","Justin Jackson",69,5.8,25.1,"RB","LAC",16.2
57,"00-0032257","Duke Johnson",71,14.2,26,"RB","MIA",16.1
58,"00-0032187","David Johnson",67,5.2,24.8,"RB","HOU",15.9
59,"00-0035537","Ty Johnson",61,4.1,22.6,"RB","NYJ",15.9
60,"00-0034115","Jeffery Wilson",79,13.2,29.4,"RB","SF",15.8
61,"00-0034414","Boston Scott",87,10.9,32.5,"RB","PHI",15.8
62,"00-0032780","Jordan Howard",86,12.3,32.5,"RB","PHI",15.6
63,"00-0033118","Kenyan Drake",63,5.2,24.4,"RB","LV",15.2
64,"00-0036755","Jaret Patterson",68,4.9,28.3,"RB","WAS",14.1
65,"00-0027966","Mark Ingram",68,9.7,30.1,"RB","NO",13.3
66,"00-0032741","Peyton Barber",55,6.9,24.4,"RB","LV",13.3
67,"00-0033594","Chris Carson",54,13.5,24.3,"RB","SEA",13.1
68,"00-0035567","Craig Reynolds",55,11,25.1,"RB","DET",12.9
69,"00-0033526","Samaje Perine",55,4.6,25.8,"RB","CIN",12.6
70,"00-0036919","Kenneth Gainwell",69,5.8,32.5,"RB","PHI",12.5
71,"00-0036020","Salvon Ahmed",54,4.9,26,"RB","MIA",12.2
72,"00-0034109","Phillip Lindsay",50,5,24.8,"RB","HOU",11.9
73,"00-0035715","Derrick Gore",51,7.3,25.4,"RB","KC",11.8
74,"00-0033854","Dare Ogunbowale",44,6.3,23.1,"RB","JAX",11.2
75,"00-0034367","Nyheim Hines",56,3.7,29.4,"RB","IND",11.2
76,"00-0035860","Tony Jones",54,5.4,30.1,"RB","NO",10.6
77,"00-0032602","J.D. McKissic",49,4.5,28.3,"RB","WAS",10.2
78,"00-0034253","Dontrell Hilliard",56,8,32.5,"RB","TEN",10.1
79,"00-0032104","Ameer Abdullah",44,4.4,26.8,"RB","CAR",9.6
80,"00-0036450","Ke'Shawn Vaughn",36,6,22.8,"RB","TB",9.3
81,"00-0029239","Brandon Bolden",45,3,28.9,"RB","NE",9.2
82,"00-0035217","Benny Snell",36,3,24.2,"RB","PIT",8.8
83,"00-0034109","Phillip Lindsay",38,9.5,26,"RB","MIA",8.6
84,"00-0036650","Larry Rountree",36,4.5,25.1,"RB","LAC",8.5
85,"00-0030874","Damien Williams",40,5,27.9,"RB","CHI",8.4
86,"00-0034838","Royce Freeman",35,7,24.8,"RB","HOU",8.3
87,"00-0036984","Trey Sermon",41,8.2,29.4,"RB","SF",8.2
88,"00-0036425","DeeJay Dallas",33,3,24.3,"RB","SEA",8
89,"00-0036370","Joshua Kelley",33,4.1,25.1,"RB","LAC",7.7
90,"00-0031806","Malcolm Brown",33,5.5,26,"RB","MIA",7.5
91,"00-0033955","Jeremy McNichols",41,3.7,32.5,"RB","TEN",7.4
92,"00-0033725","Corey Clement",33,6.6,28.1,"RB","DAL",6.9
93,"00-0036383","Eno Benjamin",34,4.9,29.2,"RB","ARI",6.9
94,"00-0036457","Ty'Son Williams",35,5,30.5,"RB","BAL",6.8
95,"00-0030496","Le'Veon Bell",31,6.2,30.5,"RB","BAL",6
