...1,Rank,Player,Team,Bye,POS,Yahoo,Sleeper,RTSports,AVG,gsis_id,position,season,availability,age,attempts,rush_yards,rush_ypg,rush_20plus,rush_td,fumbles_perdidos,targets,recepciones,rec_yards,rec_ypg,rec_20plus,rec_td,total_touchdowns,partidos
97,98,Kerryon Johnson,,,RB38,138,,,105.7,00-0034349,RB,2019,0.6875,22,113,403,50.375,1,3,1,15,10,127,15.875,3,1,4,8
99,100,Zack Moss,,,RB39,101,,,106.3,00-0036251,RB,2019,--,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,104,Tarik Cohen,,,RB40,128,,,112,00-0033556,RB,2019,1.0,24,64,213,13.3125,0,0,1,104,79,456,28.5,2,3,3,16
108,109,Latavius Murray,,,RB41,142,,,116,00-0030513,RB,2019,1.0,29,146,637,39.8125,3,5,0,43,34,235,14.6875,1,1,6,16
110,111,Tevin Coleman,,,RB42,137,,,117.3,00-0032058,RB,2019,1.0,26,137,544,38.857142857142854,4,6,0,30,21,180,12.857142857142858,2,1,7,14
117,118,Alexander Mattison,MIA,7,RB43,139,,,122,00-0034972,RB,2019,0.8125,21,100,462,35.53846153846154,4,1,1,12,10,82,6.3076923076923075,0,0,1,13
119,120,Antonio Gibson,NE,5,RB44,109,,,127.3,00-0036328,RB,2019,--,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,124,Darrell Henderson Jr.,,,RB45,152,,,130,00-0035664,RB,2019,0.9375,22,39,147,21,1,0,0,6,4,37,5.285714285714286,0,0,0,7
132,133,Ke'Shawn Vaughn,SF,11,RB46,125,,,111.5,00-0036450,RB,2019,--,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,134,Tony Pollard,TEN,4,RB47,167,,,142,00-0035261,RB,2019,0.9375,22,87,457,32.642857142857146,4,2,1,20,15,107,7.642857142857143,1,1,3,14
142,143,Chase Edmonds,,,RB48,172,,,147,00-0034681,RB,2019,0.90625,23,60,303,30.3,4,4,0,21,12,105,10.5,1,1,5,10
143,144,Adrian Peterson,,,RB49,174,,,148.7,00-0025394,RB,2019,0.8072289156626506,34,211,898,59.86666666666667,6,5,2,23,17,142,9.466666666666667,3,0,5,15
145,146,Duke Johnson Jr.,,,RB50,184,,,150.3,00-0032257,RB,2019,1.0,25,83,410,25.625,3,2,1,62,44,410,25.625,1,3,5,16
147,148,Boston Scott,,,RB51,191,,,151.3,00-0034414,RB,2019,1.0,24,61,245,30.625,1,5,1,26,24,204,25.5,2,0,5,8
151,152,Damien Harris,,,RB52,162,,,171,00-0035657,RB,2019,0.25,22,4,12,12,0,0,0,0,0,0,0,0,0,0,1
152,153,A.J. Dillon,PHI,9,RB53,173,,,156,00-0036265,RB,2019,--,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,157,Ryquell Armstead,,,RB54,158,,,161,00-0035268,RB,2019,1.0,22,35,108,7.714285714285714,0,0,0,24,14,144,10.285714285714286,2,2,2,14
162,163,Derrius Guice,,,RB55,91,,,243.5,00-0034358,RB,2019,0.15625,22,42,245,49,3,2,0,9,7,79,15.8,1,1,3,5
166,167,Chris Thompson,,,RB56,170,,,183.3,00-0030404,RB,2019,0.776595744680851,28,37,138,12.545454545454545,0,0,0,59,42,378,34.36363636363637,3,0,0,11
168,169,Nyheim Miller-Hines,LAC,6,RB57,,,,151.5,00-0034367,RB,2019,1.0,22,52,199,12.4375,0,2,1,58,44,320,20,2,0,2,16
169,170,Justin Jackson,,,RB58,198,,,168.7,00-0034440,RB,2019,0.6896551724137931,23,29,200,28.571428571428573,3,0,0,11,9,22,3.142857142857143,0,0,0,7
171,172,Darrel Williams,,,RB59,165,,,170.3,00-0034301,RB,2019,0.875,24,41,141,15.666666666666666,1,3,1,19,15,167,18.555555555555557,2,1,4,9
187,188,LeSean McCoy,,,RB60,151,,,168.5,00-0027029,RB,2019,0.9890710382513661,31,101,465,35.76923076923077,4,4,2,34,28,158,12.153846153846153,1,1,5,13
192,193,Carlos Hyde,,,RB61,183,,,206.7,00-0031045,RB,2019,0.851063829787234,28,245,1070,66.875,8,6,2,16,10,42,2.625,0,0,6,16
195,196,Jerick McKinnon,,,RB62,186,,,218.3,00-0031376,RB,2019,0.5212765957446809,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,197,Bryce Love,,,RB63,,,,231.5,00-0035256,RB,2019,0.0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,199,Joshua Kelley,,,RB64,,,,195,00-0036370,RB,2019,--,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,203,Benny Snell Jr.,,,RB65,,,,212.5,00-0035217,RB,2019,0.8125,21,216,852,77.45454545454545,6,2,1,8,6,46,4.181818181818182,0,0,2,11
205,206,Jamaal Williams,,,RB66,,,,171,00-0033948,RB,2019,0.9583333333333334,24,107,460,32.857142857142854,1,1,0,45,39,253,18.071428571428573,0,5,6,14
206,207,James Robinson,,,RB67,171,,,262.5,00-0035831,RB,2019,--,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,212,Rashaad Penny,,,RB68,,,,176,00-0034750,RB,2019,0.84375,23,65,370,41.111111111111114,4,3,1,11,8,83,9.222222222222221,1,1,4,9
222,223,Lamar Miller,,,RB69,,,,187,00-0029615,RB,2019,0.8787878787878788,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,226,Devonta Freeman,,,RB70,188,,,205.5,00-0031285,RB,2019,0.8775510204081632,27,184,656,46.857142857142854,3,2,2,70,59,410,29.285714285714285,2,4,6,14
239,240,Justice Hill,BAL,7,RB71,,,,209,00-0034975,RB,2019,1.0,21,58,225,15,0,2,0,15,8,70,4.666666666666667,0,0,2,15
240,241,Darrynton Evans,BUF,11,RB72,,,,210,00-0036297,RB,2019,--,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,245,Malcolm Brown,,,RB73,,,,216,00-0031806,RB,2019,0.921875,26,69,255,19.615384615384617,0,5,0,6,2,16,1.2307692307692308,0,0,5,13
248,249,Anthony McFarland Jr.,,,RB74,,,,221,00-0036336,RB,2019,--,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,251,Brian Hill,,,RB75,,,,226,00-0033567,RB,2019,0.9761904761904762,23,78,323,32.3,2,2,0,14,10,69,6.9,0,1,3,10
252,253,Giovani Bernard,,,RB76,,,,229,00-0030456,RB,2019,0.9478260869565217,27,53,170,10.625,1,0,1,43,30,234,14.625,2,0,0,16
255,256,Royce Freeman,,,RB77,,,,234,00-0034838,RB,2019,1.0,23,132,496,31,1,3,0,50,43,256,16,0,1,4,16
265,266,Frank Gore,,,RB78,,,,247,00-0023500,RB,2019,0.9213483146067416,36,166,599,39.93333333333333,4,2,0,16,13,100,6.666666666666667,0,0,2,15
268,269,Eno Benjamin,,,RB79,,,,254,00-0036383,RB,2019,--,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,270,Jalen Richard,,,RB80,,,,255,00-0033025,RB,2019,1.0,25,39,145,9.0625,0,0,0,43,36,323,20.1875,5,0,0,16
274,275,Gus Edwards,,,RB81,,,,263,00-0034184,RB,2019,1.0,24,133,711,44.4375,5,2,1,7,7,45,2.8125,0,0,2,16
277,278,Jaylen Samuels,,,RB82,,,,267,00-0034331,RB,2019,0.9375,23,66,175,13.461538461538462,0,1,1,57,47,305,23.46153846153846,1,1,2,13
279,280,Dion Lewis,,,RB83,,,,269,00-0028087,RB,2019,0.8411214953271028,28,54,209,13.933333333333334,0,0,1,32,25,164,10.933333333333334,2,1,1,15
284,285,La'Mical Perine,,,RB84,,,,279,00-0036269,RB,2019,--,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,287,Ito Smith,,,RB85,,,,281,00-0034378,RB,2019,0.65625,23,22,106,15.142857142857142,1,1,0,14,11,87,12.428571428571429,0,0,1,7
298,299,Rex Burkhead,,,RB86,,,,296,00-0030288,RB,2019,0.9043478260869565,29,65,302,23.23076923076923,1,3,1,38,27,279,21.46153846153846,4,0,3,13
303,304,Darwin Thompson,,,RB87,,,,301,00-0035148,RB,2019,0.75,22,37,128,12.8,0,1,0,10,9,43,4.3,0,0,1,10
306,307,Peyton Barber,,,RB88,,,,304,00-0032741,RB,2019,1.0,25,155,472,29.5,0,6,1,24,16,115,7.1875,0,1,7,16
321,322,Patrick Laird,,,RB89,,,,324,00-0035342,RB,2019,1.0,24,62,168,21,0,1,0,31,23,204,25.5,2,0,1,8
326,327,Dare Ogunbowale,HOU,8,RB90,,,,329,00-0033854,RB,2019,1.0,25,11,17,1.0625,0,2,1,46,35,286,17.875,1,0,2,16
327,328,Mike Boone,MIA,7,RB91,,,,330,00-0034208,RB,2019,1.0,24,49,273,54.6,3,3,0,4,3,17,3.4,0,0,3,5
341,342,Devine Ozigbo,,,RB93,,,,344,00-0035184,RB,2019,0.8125,22,9,27,27,0,0,0,5,3,23,23,0,0,0,1
347,348,J.D. McKissic,,,RB94,,,,350,00-0032602,RB,2019,0.7884615384615384,26,38,205,13.666666666666666,2,0,0,43,34,233,15.533333333333333,3,1,1,15
353,354,Cordarrelle Patterson,,,RB95,,,,357,00-0030578,RB,2019,1.0,28,17,103,8.583333333333334,1,0,0,17,11,83,6.916666666666667,1,0,0,12
355,356,T.J. Yeldon,,,RB96,,,,359,00-0032209,RB,2019,0.8641975308641975,25,17,63,15.75,0,0,1,15,13,124,31,1,0,0,4
357,358,Bo Scarbrough,,,RB97,,,,361,00-0034432,RB,2019,0.8888888888888888,22,89,377,62.833333333333336,2,1,1,4,1,5,0.8333333333333334,0,0,1,6
358,359,Wayne Gallman Jr.,,,RB98,,,,362,00-0033950,RB,2019,0.8958333333333334,24,29,110,12.222222222222221,1,2,1,15,11,102,11.333333333333334,3,1,3,9
368,369,Kalen Ballage,,,RB99,,,,372,00-0034799,RB,2019,0.875,23,74,135,11.25,0,3,0,24,14,63,5.25,0,0,3,12
371,372,Mike Davis,,,RB100,,,,375,00-0032063,RB,2019,0.9682539682539683,26,13,27,5.4,0,0,0,8,7,22,4.4,0,0,0,5
375,376,DeeJay Dallas,ARI,8,RB102,,,,379,00-0036425,RB,2019,--,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,382,Corey Clement,,,RB103,,,,385,00-0033725,RB,2019,0.7083333333333334,24,0,0,0,0,0,2,0,0,0,0,0,0,0,0
386,387,J.J. Taylor,HOU,8,RB104,,,,391,00-0036096,RB,2019,--,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
