...1,Rank,Player,Team,Bye,POS,ESPN,Sleeper,NFL,RTSports,FFC,Fantrax,AVG,gsis_id,position,season,availability,age,rookie_season,snap_share,fan_pts_var,apt_cap_pct,draft_pick,pick_value,attempts,rush_yards,rush_ypg,rush_20plus,rush_td,fumbles_perdidos,targets,recepciones,rec_yards,rec_ypg,rec_20plus,rec_td,total_touchdowns,partidos
100,101,LeGarrette Blount,,,RB38,,,,,,118,108.3,00-0027325,RB,2015,0.8673469387755102,28,2010,-1,84.95061,0.006,,0,165,703,58.583333333333336,4,6,0,7,6,43,3.5833333333333335,0,1,7,12
101,102,Bilal Powell,,,RB39,,,,,,113,110.3,00-0028064,RB,2015,1,26,2011,0.4663636363636364,58.097637,0.024,126,3.8,70,313,28.454545454545453,3,1,0,63,47,388,35.27272727272727,3,2,3,11
103,104,Isaiah Crowell,,,RB40,,,,,,104,111.3,00-0030656,RB,2015,1,22,2014,-1,55.5145,0.004,,0,185,706,44.125,5,4,0,22,19,182,11.375,2,1,5,16
111,112,Tevin Coleman,,,RB41,,,,,,106,118,00-0032058,RB,2015,1,22,2015,0.26166666666666666,10.620908,0.006,73,7.3,87,392,32.666666666666664,2,1,3,11,2,14,1.1666666666666667,0,0,1,12
112,113,Jay Ajayi,,,RB42,,,,,,108,118,00-0031590,RB,2015,1,22,2015,0.27444444444444444,13.490277,0.004,149,2.7,50,189,21,3,1,0,11,7,90,10,1,0,1,9
116,117,Justin Forsett,,,RB43,,,,,,125,122,00-0026373,RB,2015,0.7727272727272727,29,2008,0.671,44.116,0.006,233,0,151,641,64.1,5,2,0,42,31,153,15.3,1,0,2,10
120,121,Darren Sproles,,,RB44,,,,,,127,125.5,00-0023564,RB,2015,1,32,2005,0.34624999999999995,39.076626,0.028999999999999998,130,3.6,83,317,19.8125,1,3,0,83,55,388,24.25,2,1,4,16
124,125,James White,,,RB45,,,,,,195,129.8,00-0031062,RB,2015,1,23,2014,0.2985714285714286,79.763336,0.005,130,3.6,22,56,4.666666666666667,0,2,0,54,40,410,34.166666666666664,6,4,6,12
128,129,Dion Lewis,,,RB46,,,,,,145,134.5,00-0028087,RB,2015,0.7906976744186046,24,2011,0.5942857142857143,47.825714,0.01,149,2.7,49,234,33.42857142857143,0,2,1,50,36,388,55.42857142857143,1,2,4,7
134,135,Spencer Ware,,,RB47,,,,,,237,143,00-0030414,RB,2015,0.631578947,23,2013,0.24,71.155,0.009,194,1.1,72,403,44.77777777777778,4,6,0,6,6,5,0.5555555555555556,0,0,6,9
135,136,Shane Vereen,,,RB48,,,,,,124,145.3,00-0027994,RB,2015,1,26,2011,0.385625,61.123997,0.028999999999999998,56,9,61,260,16.25,1,0,0,81,59,494,30.875,3,4,4,16
137,138,Devontae Booker,,,RB49,,,,,,144,147.5,00-0032972,RB,2015,--,23,2016,-1,--,0.004,136,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,139,Jerick McKinnon,,,RB50,,,,,,132,147.8,00-0031376,RB,2015,0.5666666666666667,23,2014,0.163125,43.61184,0.005,96,5.5,52,271,16.9375,1,2,0,29,21,173,10.8125,2,1,3,16
139,140,Christine Michael,,,RB51,,,,,,242,148.8,00-0030432,RB,2015,1,24,2013,0.1825,14.315534,0.005,62,8.3,54,243,30.375,1,0,0,6,3,16,2,0,0,0,8
141,142,DeAndre Washington,,,RB52,,,,,,205,152.3,00-0032940,RB,2015,--,22,2016,-1,--,0.004,143,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,143,Alfred Morris,,,RB53,,,,,,148,153,00-0029141,RB,2015,1,26,2012,0.349375,19.933167,0.011000000000000001,173,1.8,202,751,46.9375,4,1,0,13,10,55,3.4375,0,0,1,16
153,154,James Starks,,,RB54,,,,,,141,160.3,00-0027791,RB,2015,1,29,2010,0.453125,71.55263,0.019,193,1.1,148,601,37.5625,5,2,3,53,43,392,24.5,4,3,5,16
160,161,Terrance West,,,RB55,,,,,,175,168.5,00-0031375,RB,2015,1,24,2014,0.22875,5.228571,0.004,94,5.7,62,231,28.875,0,0,2,5,4,21,2.625,0,0,0,8
165,166,Chris Johnson,,,RB56,,,,,,154,176,00-0026164,RB,2015,0.8947368421052632,29,2008,0.4763636363636363,56.654728,0.01,24,14.4,196,814,74,6,3,2,13,6,58,5.2727272727272725,1,0,3,11
172,173,Kenneth Dixon,,,RB57,,,,,,232,185.5,00-0032411,RB,2015,--,21,2016,-1,--,0.004,134,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,183,Chris Thompson,,,RB58,,,,,,147,161.7,00-0030404,RB,2015,0.6666666666666666,24,2013,0.32,33.025257,0.004,154,2.5,35,216,16.615384615384617,3,0,0,48,35,240,18.46153846153846,1,2,2,13
186,187,C.J. Prosise,,,RB59,,,,,,119,164.7,00-0032393,RB,2015,--,21,2016,-1,--,0.005,90,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,190,Javorius Allen,,,RB60,,,,,,162,172.7,00-0031577,RB,2015,1,24,2015,0.349375,92.48329,0.005,125,3.9,137,514,32.125,2,1,2,62,45,343,21.4375,1,2,3,16
195,196,Charcandrick West,,,RB61,,,,,,140,185.7,00-0030668,RB,2015,1,24,2014,-1,88.36808,0.009,,0,160,634,48.76923076923077,4,4,1,34,20,214,16.46153846153846,2,1,5,13
198,199,Jordan Howard,,,RB62,,,,,,161,197,00-0032780,RB,2015,--,20,2016,-1,--,0.004,150,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,210,Josh Ferguson,,,RB63,,,,,,176,206.3,00-0032377,RB,2015,--,22,2016,-1,--,0.003,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,212,C.J. Spiller,,,RB64,,,,,,203,208,00-0027861,RB,2015,0.8279569892473119,28,2010,0.21461538461538465,32.057564,0.005,9,20.6,36,112,8.615384615384615,0,0,0,44,34,239,18.384615384615383,1,2,2,13
213,214,Wendell Smallwood,,,RB65,,,,,,164,209,00-0032782,RB,2015,--,21,2016,-1,--,0.004,153,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,222,Shaun Draughn,,,RB66,,,,,,256,215.7,00-0028202,RB,2015,0.6744186046511628,27,2011,-1,50.95028,--,,0,78,273,30.333333333333332,1,1,0,35,27,176,19.555555555555557,1,0,1,9
222,223,Tyler Gaffney,,,RB67,,,,,,185,217.3,00-0031190,RB,2015,--,24,2014,-1,--,0.003,204,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,224,Darren McFadden,,,RB68,,,,,,213,218.3,00-0026144,RB,2015,1,28,2008,0.6056250000000001,31.942625,0.01,4,25.8,239,1089,68.0625,9,3,3,54,40,328,20.5,1,0,3,16
224,225,Paul Perkins,,,RB69,,,,,,170,218.7,00-0032417,RB,2015,--,20,2016,-1,--,0.004,149,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,227,Robert Kelley,,,RB70,,,,,,208,218.7,00-0032371,RB,2015,--,22,2016,-1,--,0.003,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,231,Tim Hightower,,,RB71,,,,,,210,224.3,00-0026289,RB,2015,0.86,29,2008,0.32375,134.008,--,149,2.7,96,375,62.5,1,4,0,13,12,129,21.5,2,0,4,6
231,232,Keith Marshall,,,RB72,,,,,,262,225,00-0032806,RB,2015,--,21,2016,-1,--,0.004,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,235,Kenjon Barner,,,RB73,,,,,,211,227.7,00-0030465,RB,2015,1,26,2013,0.11600000000000002,9.411999,0.004,182,1.5,28,124,24.8,0,0,1,12,9,22,4.4,0,0,0,5
235,236,Karlos Williams,,,RB74,,,,,,216,229,00-0032152,RB,2015,1,22,2015,0.3281818181818182,48.42,0.001,155,2.5,186,1034,94,10,14,1,28,22,192,17.454545454545453,6,2,18,11
236,237,Ronnie Hillman,,,RB75,,,,,,187,231.7,00-0029683,RB,2015,1,23,2012,0.47125,39.2825,0.013000000000000001,67,7.8,207,863,53.9375,5,7,1,35,24,111,6.9375,0,0,7,16
243,244,Cameron Artis-Payne,,,RB76,,,,,,227,238.7,00-0031599,RB,2015,1,25,2015,0.2542857142857143,34.267002,0.004,174,1.7,45,183,30.5,2,1,0,5,5,58,9.666666666666666,1,0,1,6
250,251,Andre Ellington,,,RB77,,,,,,225,249.3,00-0030287,RB,2015,0.7083333333333334,26,2013,0.317,31.173443,0.005,187,1.3,45,289,28.9,2,3,1,24,15,148,14.8,1,0,3,10
251,252,Kenyan Drake,,,RB78,,,,,,190,249.7,00-0033118,RB,2015,--,21,2016,-1,--,0.005,73,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,255,Zach Zenner,,,RB79,,,,,,243,252.7,00-0031665,RB,2015,0,23,2015,-1,3.095833,0.004,,0,17,60,15,0,0,0,3,2,11,2.75,0,0,0,4
255,256,Benny Cunningham Jr.,,,RB80,,,,,,277,254.7,00-0029795,RB,2015,1,25,2013,-1,17.747255,--,,0,37,140,10,1,0,0,36,26,250,17.857142857142858,2,0,0,14
260,261,Lance Dunbar,,,RB81,,,,,,238,225,00-0029004,RB,2015,0.6304347826086957,25,2012,-1,46.046665,--,,0,5,67,16.75,1,0,0,23,21,215,53.75,3,0,0,4
262,263,Jonathan Williams,,,RB82,,,,,,252,259.3,00-0032975,RB,2015,--,21,2016,-1,--,0.004,156,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,269,Reggie Bush,,,RB83,,,,,,293,264.7,00-0024217,RB,2015,0.9272727272727272,30,2006,0.174,7.258,0.01,2,30.2,8,28,5.6,0,0,0,10,4,19,3.8,0,0,0,5
272,273,Tyler Ervin,,,RB84,,,,,,259,269,00-0032404,RB,2015,--,21,2016,-1,--,0.005,119,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,277,Robert Turbin,,,RB85,,,,,,270,273,00-0029273,RB,2015,1,25,2012,0.23200000000000004,10.568445,0.005,106,4.9,50,199,19.9,2,1,0,10,7,23,2.3,0,0,1,10
277,278,Ka'Deem Carey,,,RB86,,,,,,240,250,00-0031057,RB,2015,1,22,2014,0.10545454545454548,21.399523,0.005,117,4.3,43,159,22.714285714285715,0,2,1,3,3,19,2.7142857142857144,0,1,3,7
283,284,Alfred Blue,,,RB87,,,,,,274,253.5,00-0031075,RB,2015,1,24,2014,0.30625,41.08797,0.004,181,1.5,183,698,49.857142857142854,2,2,1,16,15,109,7.785714285714286,1,1,3,14
284,285,Mike Gillislee,,,RB88,,,,,,306,278.7,00-0030433,RB,2015,1,24,2013,0.324,55.596996,0.004,164,2.1,47,267,53.4,3,3,1,7,6,29,5.8,0,0,3,5
291,292,Alex Collins,,,RB89,,,,,,231,266.5,00-0032426,RB,2015,--,21,2016,-1,--,0.004,171,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,296,Antonio Andrews,,,RB90,,,,,,273,275,00-0030789,RB,2015,1,23,2014,-1,28.37396,0.004,,0,143,520,37.142857142857146,4,3,1,29,21,174,12.428571428571429,2,0,4,14
298,299,Daniel Lasco,,,RB91,,,,,,265,280.5,00-0032804,RB,2015,--,22,2016,-1,--,0.004,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,303,Khiry Robinson,,,RB92,,,,,,275,284,00-0030348,RB,2015,0.8095238095238095,25,2013,-1,16.349823,0.006,,0,56,180,22.5,0,4,0,20,17,115,14.375,1,0,4,8
303,304,D.J. Foster,,,RB93,,,,,,305,284.5,00-0032577,RB,2015,--,21,2016,-1,--,0.003,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,311,Tre Mason,,,RB94,,,,,,276,291,00-0031391,RB,2015,1,22,2014,0.2361538461538462,11.697563,0.006,75,7.1,75,207,15.923076923076923,0,1,1,21,18,88,6.769230769230769,0,0,1,13
318,319,Trent Richardson,,,RB96,,,,,,,273,00-0029675,RB,2015,1,25,2012,-1,--,0.004,3,27.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,321,Stevan Ridley,,,RB97,,,,,,278,298,00-0028011,RB,2015,0.9104477611940298,26,2011,0.165,3.3457143,0.005,73,7.3,36,90,11.25,0,0,0,5,4,-2,-0.25,0,0,0,8
321,322,Knile Davis,,,RB98,,,,,,282,298.5,00-0030280,RB,2015,1,23,2013,0.090714286,5.387778,0.004,96,5.5,28,72,8,0,1,0,3,2,24,2.6666666666666665,0,0,1,9
323,324,Andre Williams,,,RB99,,,,,,,278,00-0031055,RB,2015,1,23,2014,0.14125,6.1745,0.004,113,4.5,89,259,16.1875,1,1,0,3,1,7,0.4375,0,0,1,16
328,329,Dwayne Washington,,,RB100,,,,,,,283,00-0032450,RB,2015,--,21,2016,-1,--,0.004,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,340,David Cobb,,,RB103,,,,,,,289,00-0032133,RB,2015,1,22,2015,0.25857142857142856,22.629524,0.001,138,3.2,52,146,20.857142857142858,0,1,0,2,1,-2,-0.2857142857142857,0,0,1,7
348,349,Kelvin Taylor,,,RB104,,,,,,,294,00-0032440,RB,2015,--,21,2016,-1,--,0.003,211,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,357,Denard Robinson,,,RB105,,,,,,,300,00-0030547,RB,2015,0.6938775510204082,24,2013,0.30615384615384617,37.311516,0.005,135,3.4,67,266,22.166666666666668,1,1,1,30,21,164,13.666666666666666,0,0,1,12
358,359,Jonathan Grimes,,,RB106,,,,,,302,322,00-0029510,RB,2015,1,25,2012,-1,31.548588,0.006,,0,57,284,21.846153846153847,2,1,0,32,26,173,13.307692307692308,0,1,2,13
361,362,Cordarrelle Patterson,,,RB107,,,,,,,308,00-0030578,RB,2015,1,24,2013,0.055,7.685,0.015,29,13.2,2,15,3.75,0,0,1,2,2,10,2.5,0,0,0,4
364,365,Damien Williams,,,RB108,,,,,,,310,00-0030874,RB,2015,1,23,2014,0.150625,9.987308,0.004,,0,32,118,9.076923076923077,0,0,1,56,42,284,21.846153846153847,2,1,1,13
366,367,Joique Bell,,,RB109,,,,,,,311,00-0027218,RB,2015,1,29,2010,-1,19.50231,0.005,,0,92,311,23.923076923076923,2,4,0,27,22,286,22,3,0,4,13
368,369,Jacquizz Rodgers,,,RB110,,,,,,,313,00-0028083,RB,2015,0.9315068493150684,25,2011,0.122,1.3869998,0.005,145,2.9,14,41,8.2,0,0,0,3,1,10,2,0,0,0,5
371,372,Orleans Darkwa,,,RB111,,,,,,,316,00-0030860,RB,2015,1,23,2014,-1,10.353571,--,,0,36,153,19.125,0,1,0,5,3,31,3.875,0,0,1,8
373,374,Jordan Todman,,,RB112,,,,,,,317,00-0028121,RB,2015,0.9508196721311475,25,2011,0.01818181818181818,0.16333334,0.005,183,1.4,4,22,7.333333333333333,0,0,0,2,0,0,0,0,0,0,3
377,378,Juwan Thompson,,,RB113,,,,,,,321,00-0030705,RB,2015,1,23,2014,-1,7.595714,0.004,,0,18,48,6.857142857142857,0,0,0,9,6,51,7.285714285714286,0,0,0,7
381,382,Mike Davis,,,RB114,,,,,,,324,00-0032063,RB,2015,1,22,2015,0.3016666666666667,6.4470005,0.005,126,3.8,35,58,11.6,0,0,0,13,7,38,7.6,0,0,0,5
386,387,Matt Asiata,,,RB115,,,,,,,331,00-0028198,RB,2015,1,28,2012,-1,3.7935238,0.005,,0,29,112,7.466666666666667,0,0,0,22,19,132,8.8,2,0,0,15
389,390,Rex Burkhead,,,RB117,,,,,,,334,00-0030288,RB,2015,1,25,2013,0.07,5.617879,0.005,190,1.2,4,4,0.3333333333333333,0,0,1,15,10,94,7.833333333333333,2,1,1,12
390,391,Roy Helu,,,RB118,,,,,,,335,00-0028043,RB,2015,0.9577464788732394,26,2011,0.1522222222222222,14.639999,0.013999999999999999,105,5,17,39,4.875,0,0,0,16,9,75,9.375,0,1,1,8
391,392,Fozzy Whittaker,,,RB119,,,,,,,336,00-0029731,RB,2015,1,26,2012,-1,7.34577,--,,0,25,108,8.307692307692308,0,1,0,15,12,64,4.923076923076923,0,0,1,13
393,394,Jalen Richard,,,RB120,,,,,,,339,00-0033025,RB,2015,--,21,2016,-1,--,0.003,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,404,George Atkinson,III,,RB122,,,,,,,353,00-0031158,RB,2015,1,22,2014,-1,--,--,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,406,Bishop Sankey,,,RB123,,,,,,,355,00-0031413,RB,2015,1,22,2014,0.20384615384615387,41.099636,0.004,54,9.2,47,193,17.545454545454547,0,1,1,22,14,139,12.636363636363637,2,1,2,11
406,407,Terrell Watson,,,RB124,,,,,,,356,00-0031793,RB,2015,--,22,2015,-1,--,--,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407,408,Fitzgerald Toussaint,,,RB125,,,,,,,357,00-0031332,RB,2015,1,25,2014,-1,4.1733336,--,,0,18,42,14,0,0,0,1,0,0,0,0,0,0,3
408,409,Brandon Bolden,,,RB126,,,,,,,358,00-0029239,RB,2015,1,25,2012,0.18999999999999995,35.902546,--,,0,63,207,18.818181818181817,0,0,0,30,19,180,16.363636363636363,1,2,2,11
410,411,Troymaine Pope,,,RB127,,,,,,,363,00-0033164,RB,2015,--,21,2016,-1,--,--,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,412,Lorenzo Taliaferro,,,RB128,,,,,,,364,00-0031066,RB,2015,0,23,2014,0.21333333333333335,41.880005,0.005,138,3.2,13,47,15.666666666666666,0,1,0,5,5,29,9.666666666666666,0,0,1,3
412,413,Travaris Cadet,,,RB129,,,,,,,366,00-0029205,RB,2015,1,26,2012,-1,35.246666,--,,0,11,28,4.666666666666667,0,0,1,22,17,214,35.666666666666664,2,1,1,6
413,414,Donald Brown,,,RB130,,,,,,,367,00-0027003,RB,2015,0.8782608695652174,28,2009,0.16199999999999998,34.301666,0.006,27,13.6,59,229,38.166666666666664,2,1,0,13,8,88,14.666666666666666,2,0,1,6
414,415,Isaiah Pead,,,RB131,,,,,,,369,00-0029626,RB,2015,1,25,2012,0.025,,0.004,50,9.7,2,3,3,0,0,1,0,0,0,0,0,0,0,1
415,416,Fred Jackson,,,RB132,,,,,,,370,00-0024204,RB,2015,0.7727272727272727,34,2006,-1,7.8274283,0.006,,0,26,100,6.666666666666667,0,0,1,41,32,257,17.133333333333333,1,2,2,15
417,418,Mike James,,,RB133,,,,,,,373,00-0030391,RB,2015,0.6875,24,2013,-1,--,0.004,189,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,419,Taiwan Jones,,,RB134,,,,,,,374,00-0028063,RB,2015,0.9855072463768116,27,2011,0.078333333,18.270277,0.011000000000000001,125,3.9,16,74,8.222222222222221,0,0,1,9,7,106,11.777777777777779,1,1,1,9
421,422,Chris Polk,,,RB135,,,,,,,378,00-0029438,RB,2015,1,25,2012,-1,18.163143,0.005,,0,99,334,22.266666666666666,1,1,0,28,16,109,7.266666666666667,0,1,2,15
422,423,Jamize Olawale,,,RB136,,,,,,,379,00-0029492,RB,2015,1,26,2012,-1,9.44711,0.013999999999999999,,0,24,110,11,0,1,0,11,9,84,8.4,0,0,1,10
423,424,Terron Ward,,,RB137,,,,,,,380,00-0031682,RB,2015,1,23,2015,-1,22.010666,0.004,,0,29,95,9.5,0,1,0,13,9,73,7.3,0,0,1,10
424,425,Darius Jackson,,,RB138,,,,,,,381,00-0033049,RB,2015,--,21,2016,-1,--,0.004,216,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,427,Stepfan Taylor,,,RB139,,,,,,,383,00-0030282,RB,2015,1,24,2013,0.07,0.50799996,0.005,140,3.1,17,58,9.666666666666666,0,0,0,3,1,4,0.6666666666666666,0,0,0,6
