...1,Rank,Player,Team,Bye,POS,ESPN,Sleeper,NFL,RTSports,FFC,Fantrax,AVG,gsis_id,position,season,availability,age,rookie_season,snap_share,fan_pts_var,apt_cap_pct,draft_pick,pick_value,attempts,rush_yards,rush_ypg,rush_20plus,rush_td,fumbles_perdidos,targets,recepciones,rec_yards,rec_ypg,rec_20plus,rec_td,total_touchdowns,partidos
33,34,Damien Williams,,,RB17,57,,34,37,,27,34.3,00-0030874,RB,2018,1.0,26,2014,0.200625,128.32933,0.013999999999999999,,0,50,256,25.6,3,4,1,24,23,160,16,1,2,6,10
35,36,Chris Carson,,,RB18,34,,47,32,,43,36.5,00-0033594,RB,2018,0.625,23,2017,0.4928571428571428,53.918236,0.004,249,0,247,1151,82.21428571428571,8,9,2,24,20,163,11.642857142857142,1,0,9,14
36,37,Derrick Henry,BAL,8,RB19,33,,40,36,,37,38.7,00-0032764,RB,2018,1.0,24,2016,0.408125,138.0539,0.009000000000000001,45,10.4,215,1059,66.1875,4,12,1,18,15,99,6.1875,1,0,12,16
40,41,Marlon Mack,,,RB20,58,,38,34,,36,42.5,00-0033951,RB,2018,1.0,22,2017,0.5391666666666667,88.29538,0.004,143,3,197,912,76,7,9,2,26,17,103,8.583333333333334,1,1,10,12
41,42,Melvin Gordon,III,,RB21,40,,22,57,,67,44.2,00-0032144,RB,2018,0.7619047619047619,25,2015,0.6933333333333334,56.822655,0.019,15,17.4,176,887,73.91666666666667,9,10,0,67,50,490,40.833333333333336,5,4,14,12
44,45,Mark Ingram,II,,RB22,42,,50,43,,46,44.5,00-0027966,RB,2018,0.7364341085271318,28,2011,0.4500000000000001,53.80932,0.027000000000000003,28,13.4,138,645,53.75,3,6,1,27,21,170,14.166666666666666,3,1,7,12
45,46,David Montgomery,DET,5,RB23,41,,65,41,,49,45.3,00-0035685,RB,2018,--,21,2019,-1,--,0.005,73,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,49,Sony Michel,,,RB24,48,,49,40,,66,48,00-0034845,RB,2018,1.0,23,2018,0.35384615384615387,57.60167,0.013999999999999999,31,12.7,209,931,71.61538461538461,4,6,1,11,7,50,3.8461538461538463,0,0,6,13
51,52,James White,,,RB25,54,,63,49,,51,53.3,00-0031062,RB,2018,1.0,26,2014,0.5387500000000001,67.6705,0.024,130,3.6,94,425,26.5625,5,5,0,123,87,751,46.9375,3,7,12,16
52,53,Phillip Lindsay,,,RB26,62,,53,46,,58,54.7,00-0034109,RB,2018,0.9375,24,2018,0.4566666666666667,49.17838,0.003,,0,193,1037,69.13333333333334,8,9,0,47,35,241,16.066666666666666,1,1,10,15
65,66,Tarik Cohen,,,RB27,81,,80,56,,56,68.3,00-0033556,RB,2018,1.0,23,2017,0.464375,93.010956,--,119,4.2,99,444,27.75,7,3,3,91,71,725,45.3125,9,5,9,16
66,67,Tevin Coleman,,,RB28,78,,92,54,,63,68.7,00-0032058,RB,2018,1.0,25,2015,0.5518750000000001,52.53333,0.023,73,7.3,167,800,50,8,4,0,44,32,276,17.25,3,5,9,16
67,68,Austin Ekeler,WAS,10,RB29,84,,98,59,,52,70.8,00-0033699,RB,2018,1.0,23,2017,0.4207142857142857,46.164173,0.003,,0,106,554,39.57142857142857,4,3,1,53,39,404,28.857142857142858,5,3,6,14
70,71,Miles Sanders,DAL,8,RB30,79,,91,58,,76,73.5,00-0035243,RB,2018,--,21,2019,-1,--,0.006999999999999999,53,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,73,Kenyan Drake,,,RB31,70,,77,75,,71,76.7,00-0033118,RB,2018,1.0,24,2016,0.5925,56.702503,0.005,73,7.3,120,535,33.4375,4,4,1,73,53,425,26.5625,3,4,8,16
73,74,Duke Johnson Jr.,,,RB32,68,,116,62,,92,77.2,00-0032257,RB,2018,1.0,24,2015,0.416875,54.857334,0.028999999999999998,77,6.9,42,205,12.8125,1,0,0,62,47,429,26.8125,4,3,3,16
76,77,Derrius Guice,,,RB33,76,,101,66,,94,78.8,00-0034358,RB,2018,0.0,21,2018,-1,--,0.006,59,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,90,Latavius Murray,,,RB34,106,,113,79,,87,93.2,00-0030513,RB,2018,1.0,28,2013,0.43,58.543953,0.019,181,1.5,140,578,36.125,6,6,0,27,22,141,8.8125,0,0,6,16
94,95,Jordan Howard,,,RB35,121,,124,83,,80,99.2,00-0032780,RB,2018,1.0,23,2016,0.580625,36.225334,0.004,150,2.7,250,935,58.4375,5,9,1,27,20,145,9.0625,0,0,9,16
95,96,LeSean McCoy,,,RB36,109,,109,85,,100,99.2,00-0027029,RB,2018,1.0,30,2009,0.5335714285714285,43.19824,0.016,53,9.3,161,514,36.714285714285715,3,3,0,46,34,238,17,2,0,3,14
98,99,Rashaad Penny,,,RB37,108,,102,96,,118,102.5,00-0034750,RB,2018,1.0,22,2018,0.19714285714285715,25.347878,0.015,27,13.6,85,419,34.916666666666664,4,2,0,12,9,75,6.25,1,0,2,12
100,101,Darrell Henderson Jr.,,,RB38,132,,105,108,,85,106.8,00-0035664,RB,2018,--,21,2019,-1,--,0.006,70,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,104,Matt Breida,,,RB39,98,,148,80,,126,108,00-0033308,RB,2018,0.96875,23,2017,0.40285714285714275,64.89302,0.003,,0,153,814,58.142857142857146,10,3,1,31,27,261,18.642857142857142,5,2,5,14
104,105,Devin Singletary,NYG,11,RB40,101,,169,64,,131,108.8,00-0035250,RB,2018,--,20,2019,-1,--,0.005,74,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,106,Royce Freeman,,,RB41,103,,122,102,,101,109.5,00-0034838,RB,2018,1.0,22,2018,0.32571428571428573,26.496317,0.006,71,7.5,130,521,37.214285714285715,2,5,1,20,14,72,5.142857142857143,0,0,5,14
112,113,Kareem Hunt,KC,12,RB42,139,,130,126,,98,117.2,00-0033923,RB,2018,1.0,23,2017,0.7054545454545454,93.67217,0.006,86,6.2,181,824,74.9090909090909,7,7,0,35,26,378,34.36363636363637,7,7,14,11
118,119,Peyton Barber,,,RB43,123,,126,125,,111,122.2,00-0032741,RB,2018,1.0,24,2016,0.5606249999999999,33.500626,0.011000000000000001,,0,234,871,54.4375,4,5,1,29,20,92,5.75,0,1,6,16
129,130,Tony Pollard,TEN,11,RB44,141,,185,112,,164,134.3,00-0035261,RB,2018,--,21,2019,-1,--,0.004,128,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,131,Kalen Ballage,,,RB45,164,,153,111,,124,134.3,00-0034799,RB,2018,1.0,22,2018,0.13916666666666666,33.584557,0.004,131,3.6,36,191,19.1,1,1,1,11,9,56,5.6,1,0,1,10
132,133,Jaylen Samuels,,,RB46,173,,151,120,,120,135,00-0034331,RB,2018,1.0,22,2018,0.245,48.160282,0.004,165,2.1,56,256,28.444444444444443,1,0,0,29,26,199,22.11111111111111,2,3,3,9
135,136,Dion Lewis,,,RB47,158,,196,105,,109,142.5,00-0028087,RB,2018,0.8131868131868132,27,2011,0.605625,43.686626,0.027999999999999997,149,2.7,155,517,32.3125,2,1,1,67,59,400,25,3,1,2,16
138,139,Adrian Peterson,,,RB48,184,,154,140,,127,145.5,00-0025394,RB,2018,0.7866666666666666,33,2007,0.4612500000000001,58.399834,0.013000000000000001,7,22.2,251,1042,65.125,5,7,2,26,20,208,13,3,1,8,16
143,144,Justin Jackson,,,RB49,183,,218,114,,99,146.8,00-0034440,RB,2018,1.0,22,2018,0.17692307692307693,39.93411,0.004,251,0,50,206,25.75,1,2,0,19,15,135,16.875,0,0,2,8
147,148,Darwin Thompson,,,RB50,153,,204,154,,167,148.7,00-0035148,RB,2018,--,21,2019,-1,--,0.004,214,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,150,Ronald Jones,II,,RB51,170,,143,127,,128,149.2,00-0034816,RB,2018,1.0,21,2018,0.13666666666666666,13.027001,0.01,38,11.4,46,88,14.666666666666666,0,1,0,18,14,66,11,0,0,1,6
151,152,Carlos Hyde,,,RB52,174,,168,118,,148,155.7,00-0031045,RB,2018,0.8205128205128205,27,2014,0.3992857142857143,46.862194,0.015,57,8.9,172,571,40.785714285714285,1,5,1,16,10,33,2.357142857142857,0,0,5,14
153,154,Nyheim Miller-Hines,LAC,12,RB53,134,,234,110,,117,156.3,00-0034367,RB,2018,1.0,21,2018,0.4325,38.210625,--,104,5,85,314,19.625,0,2,0,81,63,425,26.5625,3,2,4,16
161,162,Justice Hill,BAL,8,RB54,196,,240,122,,152,163.7,00-0034975,RB,2018,--,20,2019,-1,--,0.004,113,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,167,Damien Harris,,,RB55,236,,178,178,,121,174.5,00-0035657,RB,2018,--,21,2019,-1,--,0.005,87,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,168,Alexander Mattison,MIA,5,RB56,208,,261,141,,160,176.7,00-0034972,RB,2018,--,20,2019,-1,--,0.005,102,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,184,Ito Smith,,,RB57,1000,,173,138,,134,295.2,00-0034378,RB,2018,0.875,22,2018,0.3357142857142857,12.409743,0.004,126,3.8,90,315,24.23076923076923,0,4,0,32,27,152,11.692307692307692,1,0,4,13
195,196,Jalen Richard,,,RB59,145,,249,173,,184,193.2,00-0033025,RB,2018,1.0,24,2016,0.4,23.0705,0.016,,0,56,259,16.1875,3,1,2,81,68,607,37.9375,5,0,1,16
203,204,C.J. Anderson,,,RB60,224,,237,179,,187,206.2,00-0029854,RB,2018,0.9052631578947369,27,2013,-1,95.203606,0.008,,0,67,403,44.77777777777778,3,2,0,9,5,41,4.555555555555555,1,1,3,9
204,205,Giovani Bernard,,,RB61,178,,273,183,,216,207.6,00-0030456,RB,2018,0.9393939393939394,26,2013,0.4258333333333333,54.497196,0.027000000000000003,37,11.6,56,211,17.583333333333332,2,3,0,49,35,218,18.166666666666668,2,0,3,12
211,212,Frank Gore,,,RB62,185,,244,166,,275,220,00-0023500,RB,2018,0.9135802469135802,35,2005,0.40714285714285714,17.237581,0.011000000000000001,65,8,156,722,51.57142857142857,5,0,0,16,12,124,8.857142857142858,1,1,1,14
224,225,Chris Thompson,,,RB63,812,,268,156,,179,319.4,00-0030404,RB,2018,0.7948717948717948,27,2013,0.506,65.97599,0.021,154,2.5,43,178,17.8,0,0,0,56,41,264,26.4,1,1,1,10
233,234,Malcolm Brown,,,RB64,1000,,,188,,263,367,00-0031806,RB,2018,0.9375,25,2015,0.14833333333333334,8.960445,0.009000000000000001,,0,43,212,21.2,0,0,0,8,5,52,5.2,0,1,1,10
234,235,Jamaal Williams,,,RB65,1000,,243,195,,199,367.6,00-0033948,RB,2018,1.0,23,2017,0.465625,52.66134,0.004,134,3.4,121,464,29,1,3,0,42,27,210,13.125,2,0,3,16
235,236,Jay Ajayi,,,RB66,305,,258,201,,234,260.2,00-0031590,RB,2018,0.8035714285714286,25,2015,0.42,53.40334,0.004,149,2.7,46,186,46.5,1,3,1,6,5,20,5,0,0,3,4
236,237,Mike Davis,,,RB67,1000,,263,184,,186,377.2,00-0032063,RB,2018,1.0,25,2015,0.3793333333333334,71.657425,0.016,126,3.8,112,514,34.266666666666666,2,4,0,42,34,214,14.266666666666667,0,1,5,15
242,243,T.J. Yeldon,,,RB68,1000,,285,223,,204,397.4,00-0032209,RB,2018,0.9846153846153847,24,2015,0.5457142857142857,52.72401,0.009000000000000001,36,11.8,104,414,29.571428571428573,1,1,1,78,55,477,34.07142857142857,4,4,5,14
257,258,Rex Burkhead,,,RB69,982,,245,222,,297,408.4,00-0030288,RB,2018,0.9191919191919192,28,2013,0.27125,10.635535,0.018000000000000002,190,1.2,57,186,23.25,0,0,1,20,14,131,16.375,1,1,1,8
259,260,Dare Ogunbowale,HOU,10,RB70,1000,,,198,,182,405.3,00-0033854,RB,2018,1.0,24,2017,0.015,--,0.003,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,262,Chase Edmonds,,,RB71,1000,,,202,,205,407.8,00-0034681,RB,2018,1.0,22,2018,0.206875,27.27329,0.004,134,3.4,60,208,13,2,2,0,23,20,103,6.4375,0,0,2,16
266,267,Ryquell Armstead,,,RB72,1000,,,229,,193,422.8,00-0035268,RB,2018,--,21,2019,-1,--,0.004,140,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,273,Gus Edwards,,,RB73,1000,,,233,,248,433,00-0034184,RB,2018,1.0,23,2018,0.35090909090909095,38.454544,0.003,,0,139,720,65.45454545454545,4,2,0,2,2,20,1.8181818181818181,0,0,2,11
288,289,Marshawn Lynch,,,RB74,235,,254,,,387,292,00-0025399,RB,2018,0.9256756756756757,32,2007,0.49666666666666665,24.23067,0.005,12,18.8,90,376,62.666666666666664,1,3,0,20,15,84,14,0,0,3,6
291,292,Wayne Gallman Jr.,,,RB75,999,,,244,,344,471,00-0033950,RB,2018,1.0,23,2017,0.16066666666666668,7.23859,0.004,140,3.1,51,176,13.538461538461538,0,1,1,22,14,89,6.846153846153846,1,0,1,13
294,295,Alfred Morris,,,RB76,987,,,236,,217,480,00-0029141,RB,2018,1.0,29,2012,0.3075,36.17091,0.005,173,1.8,111,428,38.90909090909091,3,2,1,13,8,73,6.636363636363637,0,0,2,11
297,298,Dontrell Hilliard,,,RB77,1000,,,,,213,497.3,00-0034253,RB,2018,1.0,23,2018,0.08727272727272728,9.385666,0.003,,0,0,0,0,0,0,0,10,9,105,17.5,2,0,0,0
304,305,Benny Snell Jr.,,,RB78,991,,,,,226,505,00-0035217,RB,2018,--,20,2019,-1,--,0.004,122,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,306,Christian Wade,,,RB79,232,,293,,,,262.5,00-0035728,RB,2018,--,27,2019,-1,--,--,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,308,Darren Sproles,,,RB80,989,,255,,,431,492.5,00-0023564,RB,2018,0.9221556886227545,35,2005,0.35833333333333334,27.766665,0.006999999999999999,130,3.6,29,120,20,0,1,0,23,15,160,26.666666666666668,3,2,3,6
311,312,Darius Jackson,,,RB81,358,,,,,224,291,00-0033049,RB,2018,0.5789473684210527,24,2016,0.0575,,0.001,216,0.4,6,16,16,0,0,0,1,0,0,0,0,0,0,1
317,318,D'Onta Foreman,,,RB82,374,,238,,,440,350.7,00-0033925,RB,2018,0.4375,22,2017,0.48,,0.005,89,6,7,-1,-1,0,0,0,2,2,28,28,1,1,1,1
322,323,Alfred Blue,,,RB84,992,,,,,317,537,00-0031075,RB,2018,1.0,27,2014,0.4225,18.005625,0.005,181,1.5,150,499,31.1875,0,2,0,27,20,154,9.625,1,0,2,16
329,330,Cordarrelle Patterson,,,RB85,293,,,,,346,319.5,00-0030578,RB,2018,1.0,27,2013,0.22133333333333335,21.173811,0.027000000000000003,29,13.2,42,228,15.2,2,1,1,29,21,247,16.466666666666665,4,3,4,15
331,332,Brian Hill,,,RB86,934,,,,,198,566,00-0033567,RB,2018,1.0,22,2017,0.1,18.053333,0.003,156,2.4,20,157,39.25,3,0,1,2,1,9,2.25,0,0,0,4
334,335,Cameron Artis-Payne,,,RB87,952,,,,,211,581.5,00-0031599,RB,2018,1.0,28,2015,0.07333333333333333,41.33667,0.005,174,1.7,19,69,17.25,0,1,0,4,3,15,3.75,0,0,1,4
342,343,Devine Ozigbo,,,RB88,972,,,,,225,598.5,00-0035184,RB,2018,--,21,2019,-1,--,0.003,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343,344,LeGarrette Blount,,,RB89,288,,,,,385,336.5,00-0027325,RB,2018,0.9041095890410958,31,2010,-1,39.645954,0.011000000000000001,,0,155,418,26.125,2,5,1,15,10,67,4.1875,1,0,5,16
347,348,Dexter Williams,,,RB90,1000,,,,,231,615.5,00-0034995,RB,2018,--,21,2019,-1,--,0.004,194,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349,350,Theo Riddick,,,RB91,1000,,,,,237,618.5,00-0030107,RB,2018,0.98989898989899,27,2013,0.4364285714285715,11.080275,0.013000000000000001,199,0.9,40,171,12.214285714285714,0,0,0,74,61,384,27.428571428571427,1,0,0,14
354,357,Darrel Williams,,,RB93,669,,,,,247,458,00-0034301,RB,2018,1.0,23,2018,0.11,25.943333,0.003,,0,13,44,14.666666666666666,0,0,0,3,3,27,9,0,1,1,3
360,363,Bruce Anderson,III,,RB94,754,,,,,254,504,00-0035467,RB,2018,--,21,2019,-1,--,0.003,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,373,Qadree Ollison,,,RB95,1000,,,,,264,632,00-0035273,RB,2018,--,21,2019,-1,--,0.004,152,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,374,Trayveon Williams,CLE,7,RB96,983,,,,,266,624.5,00-0035291,RB,2018,--,20,2019,-1,--,0.004,182,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,387,Matt Forte,,,RB98,281,,,,,,281,00-0026184,RB,2018,0.88,32,2008,-1,--,0.026000000000000002,44,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,391,Damarea Crockett,,,RB99,1000,,,,,,642,00-0035448,RB,2018,--,20,2019,-1,--,0.003,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,393,Wendell Smallwood,,,RB100,390,,,,,341,365.5,00-0032782,RB,2018,0.9375,24,2016,0.29312499999999997,46.958977,0.004,153,2.6,88,366,28.153846153846153,0,3,1,35,28,230,17.692307692307693,3,2,5,13
394,398,Eddie Lacy,,,RB101,294,,,,,,294,00-0030485,RB,2018,0.8674698795180723,28,2013,-1,--,--,61,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,404,Ameer Abdullah,SF,4,RB102,302,,,,,,302,00-0032104,RB,2018,0.78125,25,2015,0.026,1.0491667,0.004,54,9.2,1,1,0.25,0,0,1,4,3,28,7,0,0,0,4
402,406,Myles Gaskin,BAL,8,RB104,938,,,,,310,624,00-0035311,RB,2018,--,21,2019,-1,--,0.003,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,407,Doug Martin,,,RB105,769,,,,,311,540,00-0029613,RB,2018,0.8888888888888888,29,2012,0.35625,29.24996,0.005,31,12.7,172,723,45.1875,2,4,3,24,18,116,7.25,2,0,4,16
404,408,Danny Woodhead,,,RB106,313,,,,,,313,00-0026019,RB,2018,0.8106060606060606,33,2008,-1,--,0.018000000000000002,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,409,DeMarco Murray,,,RB107,314,,,,,,314,00-0028009,RB,2018,0.8771929824561403,30,2011,-1,--,0.040999999999999995,71,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,419,Jamaal Charles,,,RB110,321,,,,,,321,00-0026213,RB,2018,0.873015873015873,31,2008,0.195,0.18,0.005,73,7.3,6,7,3.5,0,0,0,3,2,7,3.5,0,0,0,2
419,425,Alex Collins,,,RB111,475,,,,,324,399.5,00-0032426,RB,2018,0.8936170212765957,24,2016,0.41899999999999993,13.747109,0.004,171,1.9,114,411,41.1,0,7,3,21,15,105,10.5,2,1,8,10
421,427,Devontae Booker,,,RB112,943,,,,,325,634,00-0032972,RB,2018,1.0,26,2016,0.28875,15.2745,0.004,136,3.3,34,183,11.4375,1,1,1,51,38,275,17.1875,2,0,1,16
422,428,Chris Johnson,,,RB113,326,,,,,,326,00-0026164,RB,2018,0.8134328358208955,32,2008,-1,--,--,24,14.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,431,Corey Clement,,,RB114,986,,,,,328,657,00-0033725,RB,2018,0.90625,23,2017,0.31090909090909097,43.04018,0.003,,0,69,261,23.727272727272727,2,2,0,25,22,192,17.454545454545453,3,0,2,11
426,432,Bilal Powell,,,RB115,1000,,,,,329,664.5,00-0028064,RB,2018,0.9323308270676691,29,2011,0.47142857142857153,24.20143,0.005,126,3.8,80,343,49,2,0,1,18,11,110,15.714285714285714,2,1,1,7
432,438,Spencer Ware,,,RB116,626,,,,,335,480.5,00-0030414,RB,2018,0.6567164179104478,26,2013,0.2746153846153846,32.609634,0.006999999999999999,194,1.1,51,246,22.363636363636363,2,2,0,23,20,224,20.363636363636363,4,0,2,11
437,443,Zach Zenner,,,RB118,476,,,,,338,407,00-0031665,RB,2018,0.851063829787234,26,2015,-1,50.306187,0.006,,0,55,265,37.857142857142854,1,3,0,10,7,56,8,1,0,3,7
445,451,Darren McFadden,,,RB119,345,,,,,,345,00-0026144,RB,2018,1.0,31,2008,-1,--,--,4,25.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,454,Alonzo Harris,,,RB120,,,,,,348,348,00-0031830,RB,2018,--,25,2015,-1,--,--,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452,458,Joe Banyard,,,RB121,,,,,,350,350,00-0029048,RB,2018,1.0,29,2012,-1,--,--,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,477,Kapri Bibbs,,,RB123,582,,,,,362,472,00-0031102,RB,2018,0.875,25,2014,-1,25.902502,0.004,,0,21,103,11.444444444444445,0,3,0,23,16,115,12.777777777777779,1,1,4,9
475,481,Jordan Wilkins,,,RB124,1000,,,,,364,682,00-0034400,RB,2018,1.0,24,2018,0.17,8.435256,0.004,169,1.9,60,336,25.846153846153847,1,1,2,18,16,85,6.538461538461538,0,0,1,13
485,492,Don Jackson,,,RB127,373,,,,,,373,00-0032636,RB,2018,0.3,24,2016,-1,--,--,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,494,Tra Carson,,,RB128,376,,,,,,376,00-0032540,RB,2018,0.3,25,2016,-1,--,0.003,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489,496,Brandon Bolden,,,RB129,377,,,,,,377,00-0029239,RB,2018,1.0,28,2012,0.029375,58.467,0.01,,0,8,91,18.2,1,2,1,3,3,13,2.6,0,1,3,5
491,498,Dri Archer,,,RB130,,,,,,378,378,00-0031392,RB,2018,1.0,27,2014,-1,--,--,97,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496,503,Matt Jones,,,RB131,382,,,,,,382,00-0031939,RB,2018,1.0,25,2015,-1,--,0.004,95,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497,504,Reggie Bonnafon,,,RB132,980,,,,,382,681,00-0034578,RB,2018,--,22,2018,-1,--,0.003,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,506,Chris Ivory,,,RB133,549,,,,,383,466,00-0027531,RB,2018,0.8811188811188811,30,2010,-1,25.057436,0.016,,0,115,385,29.615384615384617,2,1,0,20,12,175,13.461538461538462,3,0,1,13
503,510,Jordan Scarlett,,,RB135,1000,,,,,386,693,00-0035275,RB,2018,--,23,2019,-1,--,0.004,154,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508,516,Orleans Darkwa,,,RB136,391,,,,,,391,00-0030860,RB,2018,0.9180327868852459,26,2014,-1,--,--,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
513,521,Dwayne Washington,,,RB137,394,,,,,,394,00-0032450,RB,2018,1.0,24,2016,0.05846153846153846,26.523335,0.004,236,0,27,154,38.5,3,0,0,0,0,0,0,0,0,0,4
526,535,Jamize Olawale,,,RB140,404,,,,,,404,00-0029492,RB,2018,1.0,29,2012,-1,0.9891666,0.01,,0,0,0,0,0,0,0,4,2,13,3.25,0,0,0,0
528,537,DeAndre Washington,,,RB141,1000,,,,,405,702.5,00-0032940,RB,2018,1.0,25,2016,0.11100000000000002,3.487857,0.004,143,3,30,115,14.375,0,0,1,1,1,9,1.125,0,0,0,8
529,538,Danny Vitale,,,RB142,407,,,,,,407,00-0032794,RB,2018,0.8648648648648649,24,2016,-1,,0.004,197,1,0,0,0,0,0,0,2,1,2,2,0,0,0,0
