"rank","gsis_id","nombre","carries_totales","carries_por_partido","carries_por_partido_equipo","posicion","equipo","run_share_pct"
37,"00-0031045","Carlos Hyde",115,16.4,24.4,"RB","SF",29.5
38,"00-0031897","Thomas Rawls",148,12.3,31.4,"RB","SEA",29.5
39,"00-0030496","Le'Veon Bell",113,18.8,24.2,"RB","PIT",29.1
40,"00-0032187","David Johnson",125,8.9,28.2,"RB","ARI",27.7
41,"00-0032257","Duke Johnson",104,6.5,23.8,"RB","CLE",27.4
42,"00-0027218","Joique Bell",92,7.1,22.2,"RB","DET",25.8
43,"00-0026019","Danny Woodhead",98,6.1,24.6,"RB","LAC",24.9
44,"00-0026289","Tim Hightower",96,16,24.9,"RB","NO",24.1
45,"00-0027864","Ryan Mathews",106,8.2,27.6,"RB","PHI",24
46,"00-0031390","Charles Sims",107,6.7,28.4,"RB","TB",23.5
47,"00-0025399","Marshawn Lynch",112,16,31.4,"RB","SEA",22.3
48,"00-0031055","Andre Williams",89,5.6,25.3,"RB","NYG",22
49,"00-0029438","Chris Polk",99,6.6,29.6,"RB","HOU",20.9
50,"00-0032058","Tevin Coleman",87,7.2,26.3,"RB","ATL",20.7
51,"00-0028202","Shaun Draughn",76,12.7,24.4,"RB","SF",19.5
52,"00-0028202","Shaun Draughn",76,12.7,24.4,"RB","SF",19.5
53,"00-0030547","Denard Robinson",67,5.6,22.1,"RB","JAX",18.9
54,"00-0023564","Darren Sproles",83,5.2,27.6,"RB","PHI",18.8
55,"00-0030388","Joseph Randle",76,12.7,25.5,"RB","DAL",18.6
56,"00-0032152","Karlos Williams",93,8.5,32,"RB","BUF",18.2
57,"00-0031391","Tre Mason",75,5.8,26.9,"RB","LA",17.4
58,"00-0029239","Brandon Bolden",63,5.7,23.9,"RB","NE",16.4
59,"00-0026213","Jamaal Charles",71,14.2,27.2,"RB","KC",16.3
60,"00-0028064","Bilal Powell",70,7,28,"RB","NYJ",15.6
61,"00-0027994","Shane Vereen",61,3.8,25.3,"RB","NYG",15.1
62,"00-0027003","Donald Brown",59,9.8,24.6,"RB","LAC",15
63,"00-0027651","Dexter McCluster",55,5,23.2,"RB","TEN",14.8
64,"00-0031590","Jay Ajayi",50,5.6,21.6,"RB","MIA",14.5
65,"00-0030348","Khiry Robinson",56,7,24.9,"RB","NO",14
66,"00-0032133","David Cobb",52,7.4,23.2,"RB","TEN",14
67,"00-0026796","Arian Foster",63,15.8,29.6,"RB","HOU",13.3
68,"00-0028087","Dion Lewis",49,7,23.9,"RB","NE",12.8
69,"00-0031413","Bishop Sankey",47,5.9,23.2,"RB","TEN",12.6
70,"00-0029510","Jonathan Grimes",57,5.2,29.6,"RB","HOU",12.1
71,"00-0030107","Theo Riddick",43,3.3,22.2,"RB","DET",12.1
72,"00-0031375","Terrance West",46,7.7,24,"RB","BAL",12
73,"00-0031375","Terrance West",46,7.7,24,"RB","BAL",12
74,"00-0031376","Jerick McKinnon",52,4.3,29.7,"RB","MIN",10.9
75,"00-0030287","Andre Ellington",45,4.5,28.2,"RB","ARI",10
76,"00-0030433","Mike Gillislee",47,9.4,32,"RB","BUF",9.2
77,"00-0031057","Ka'Deem Carey",43,7.2,29.4,"RB","CHI",9.1
78,"00-0027861","C.J. Spiller",36,3,24.9,"RB","NO",9
79,"00-0029104","Jonas Gray",31,6.2,21.6,"RB","MIA",9
80,"00-0029104","Jonas Gray",31,6.2,21.6,"RB","MIA",9
81,"00-0032063","Mike Davis",35,7,24.4,"RB","SF",9
82,"00-0030860","Orleans Darkwa",36,4.5,25.3,"RB","NYG",8.9
83,"00-0029795","Benny Cunningham",37,3.4,26.9,"RB","LA",8.6
84,"00-0031599","Cameron Artis-Payne",45,7.5,32.9,"RB","CAR",8.6
85,"00-0030404","Chris Thompson",35,3.5,26.8,"RB","WAS",8.2
86,"00-0028011","Stevan Ridley",36,4.5,28,"RB","NYJ",8
87,"00-0031277","Branden Oliver",31,5.2,24.6,"RB","LAC",7.9
88,"00-0025637","Ahmad Bradshaw",31,5.2,24.8,"RB","IND",7.8
89,"00-0029273","Robert Turbin",32,4.6,25.5,"RB","DAL",7.8
90,"00-0029273","Robert Turbin",32,4.6,25.5,"RB","DAL",7.8
91,"00-0030432","Christine Michael",39,13,31.4,"RB","SEA",7.8
92,"00-0030432","Christine Michael",39,13,31.4,"RB","SEA",7.8
93,"00-0030536","Zac Stacy",31,5.2,28,"RB","NYJ",6.9
