"rank","gsis_id","nombre","carries_totales","carries_por_partido","carries_por_partido_equipo","posicion","equipo","run_share_pct"
49,"00-0039032","Tyjae Spears",84,7,26.5,"RB","TEN",18.6
50,"00-0037197","Isiah Pacheco",83,11.9,26.5,"RB","KC",18.4
51,"00-0039363","Isaac Guerendo",84,6.5,26.9,"RB","SF",18.3
52,"00-0033925","D'Onta Foreman",71,7.1,23,"RB","CLE",18.2
53,"00-0032104","Ameer Abdullah",66,5.5,22.5,"RB","LV",17.3
54,"00-0033045","Ezekiel Elliott",74,4.9,25.2,"RB","DAL",17.2
55,"00-0038040","Zamir White",65,8.1,22.5,"RB","LV",17
56,"00-0039373","Audric Estimé",76,5.8,27.1,"RB","DEN",16.5
57,"00-0039874","Jaylen Wright",68,5.2,26.4,"RB","MIA",15.2
58,"00-0033699","Austin Ekeler",77,6.4,31.1,"RB","WAS",14.6
59,"00-0036414","Cam Akers",64,6.4,26.9,"RB","MIN",14
60,"00-0039921","Trey Benson",63,5.2,27.5,"RB","ARI",13.5
61,"00-0035243","Miles Sanders",55,5,24.2,"RB","CAR",13.4
62,"00-0039738","Blake Corum",58,4.1,26.5,"RB","LA",12.9
63,"00-0039021","Roschon Johnson",55,4.6,25.4,"RB","CHI",12.8
64,"00-0039325","Carson Steele",56,4.7,26.5,"RB","KC",12.4
65,"00-0037276","Ty Chandler",56,5.6,26.9,"RB","MIN",12.3
66,"00-0036919","Kenneth Gainwell",75,5,36.8,"RB","PHI",12
67,"00-0036984","Trey Sermon",56,6.2,29.4,"RB","IND",11.2
68,"00-0033280","Christian McCaffrey",50,12.5,26.9,"RB","SF",10.9
69,"00-0033948","Jamaal Williams",48,4,26.1,"RB","NO",10.8
70,"00-0033955","Jeremy McNichols",56,4,31.1,"RB","WAS",10.6
71,"00-0038951","Sean Tucker",50,4.5,28.4,"RB","TB",10.4
72,"00-0037509","Sincere McCormick",39,9.8,22.5,"RB","LV",10.2
73,"00-0036414","Cam Akers",40,8,25.6,"RB","HOU",9.2
74,"00-0037258","Dameon Pierce",40,5,25.6,"RB","HOU",9.2
75,"00-0039391","Kimani Vidal",43,4.8,27.4,"RB","LAC",9.2
76,"00-0038551","Kendre Miller",39,6.5,26.1,"RB","NO",8.8
77,"00-0035973","Patrick Taylor",40,8,26.9,"RB","SF",8.7
78,"00-0034975","Justice Hill",47,3.1,32.6,"RB","BAL",8.5
79,"00-0035537","Ty Johnson",41,3.2,28.9,"RB","BUF",8.4
80,"00-0039798","Isaiah Davis",30,3.8,21.5,"RB","NYJ",8.2
81,"00-0038636","Kenny McIntosh",31,4.4,22.5,"RB","SEA",8.1
82,"00-0035628","D'Ernest Johnson",32,3.2,24.4,"RB","JAX",7.7
83,"00-0036924","Michael Carter",35,11.7,27.5,"RB","ARI",7.5
84,"00-0037617","Hassan Haskins",34,3.4,27.4,"RB","LAC",7.3
85,"00-0033854","Dare Ogunbowale",30,2.7,25.6,"RB","HOU",6.9
86,"00-0038685","Chris Brooks",36,3.6,31.1,"RB","GB",6.8
87,"00-0038611","Chris Rodriguez Jr.",35,5.8,31.1,"RB","WAS",6.6
88,"00-0037120","Tyler Goodson",32,6.4,29.4,"RB","IND",6.4
89,"00-0030578","Cordarrelle Patterson",32,2.7,31.4,"RB","PIT",6
90,"00-0035567","Craig Reynolds",31,4.4,31.5,"RB","DET",5.8
91,"00-0039746","Will Shipley",30,6,36.8,"RB","PHI",4.8
