opponent_team,season,game_id,rn,passing_yards_season_avg,passing_tds_season_avg,interceptions_season_avg,rushing_yards_season_avg,rushing_tds_season_avg,receiving_yards_season_avg,receiving_tds_season_avg,fumbles_lost_season_avg
ARI,2015,2015_02_ARI_CHI,18,355.0,1.0,1.0,54.0,0.0,355.0,1.0,0.0
ARI,2015,2015_03_SF_ARI,19,298.0,1.0,1.5,81.5,0.5,298.0,1.0,0.0
ARI,2015,2015_04_STL_ARI,20,221.0,0.6666666666666666,2.3333333333333335,88.66666666666667,0.6666666666666666,221.0,0.6666666666666666,0.0
ARI,2015,2015_05_ARI_DET,21,208.5,1.25,1.75,107.5,0.5,208.5,1.25,0.0
ARI,2015,2015_06_ARI_PIT,22,242.6,1.4,2.2,97.2,0.4,242.6,1.4,0.4
ARI,2015,2015_07_BAL_ARI,23,231.16666666666666,1.5,1.8333333333333333,104.5,0.3333333333333333,231.16666666666666,1.5,0.3333333333333333
ARI,2015,2015_08_ARI_CLE,24,234.14285714285714,1.4285714285714286,1.7142857142857142,97.42857142857143,0.42857142857142855,234.14285714285714,1.4285714285714286,0.2857142857142857
ARI,2015,2015_10_ARI_SEA,25,232.75,1.625,1.625,90.125,0.375,232.75,1.625,0.375
ARI,2015,2015_11_CIN_ARI,26,233.55555555555554,1.5555555555555556,1.5555555555555556,92.88888888888889,0.5555555555555556,233.55555555555554,1.5555555555555556,0.3333333333333333
ARI,2015,2015_12_ARI_SF,27,241.7,1.6,1.4,93.5,0.7,241.7,1.6,0.4
ARI,2015,2015_13_ARI_STL,28,248.63636363636363,1.5454545454545454,1.3636363636363635,91.0909090909091,0.6363636363636364,248.63636363636363,1.5454545454545454,0.36363636363636365
ARI,2015,2015_14_MIN_ARI,29,240.08333333333334,1.4166666666666667,1.3333333333333333,89.0,0.5833333333333334,240.08333333333334,1.4166666666666667,0.3333333333333333
ARI,2015,2015_15_ARI_PHI,30,247.3846153846154,1.3846153846153846,1.2307692307692308,87.6923076923077,0.6153846153846154,247.3846153846154,1.3846153846153846,0.5384615384615384
ARI,2015,2015_16_GB_ARI,31,255.5,1.4285714285714286,1.2857142857142858,86.71428571428571,0.5714285714285714,255.5,1.4285714285714286,0.6428571428571429
ARI,2015,2015_17_SEA_ARI,32,248.8,1.4,1.2666666666666666,87.66666666666667,0.5333333333333333,248.8,1.4,0.8
ARI,2016,2016_01_NE_ARI,33,,,,,,,,
ARI,2016,2016_02_TB_ARI,34,264.0,1.0,0.0,106.0,1.0,264.0,1.0,2.0
ARI,2016,2016_03_ARI_BUF,35,253.5,1.0,2.0,95.5,0.5,253.5,1.0,1.5
ARI,2016,2016_04_LA_ARI,36,208.66666666666666,0.6666666666666666,1.6666666666666667,133.0,1.3333333333333333,208.66666666666666,0.6666666666666666,1.0
ARI,2016,2016_05_ARI_SF,37,223.0,1.0,1.25,110.0,1.0,223.0,1.0,1.0
ARI,2016,2016_06_NYJ_ARI,38,210.8,1.0,1.4,118.2,1.2,210.8,1.0,0.8
ARI,2016,2016_07_SEA_ARI,39,209.83333333333334,0.8333333333333334,1.5,104.0,1.0,209.83333333333334,0.8333333333333334,0.6666666666666666
ARI,2016,2016_08_ARI_CAR,40,212.0,0.7142857142857143,1.2857142857142858,96.57142857142857,0.8571428571428571,212.0,0.7142857142857143,0.5714285714285714
ARI,2016,2016_10_SF_ARI,41,212.0,0.625,1.125,102.125,1.0,212.0,0.625,0.625
ARI,2016,2016_11_ARI_MIN,42,211.77777777777777,0.6666666666666666,1.0,100.0,1.0,211.77777777777777,0.6666666666666666,0.5555555555555556
ARI,2016,2016_12_ARI_ATL,43,207.5,0.7,0.9,97.2,1.0,207.5,0.7,0.6
ARI,2016,2016_13_WAS_ARI,44,213.0909090909091,0.8181818181818182,0.9090909090909091,98.9090909090909,1.1818181818181819,213.0909090909091,0.8181818181818182,0.5454545454545454
ARI,2016,2016_14_ARI_MIA,45,217.91666666666666,0.8333333333333334,0.9166666666666666,97.91666666666667,1.1666666666666667,217.91666666666666,0.8333333333333334,0.5833333333333334
ARI,2016,2016_15_NO_ARI,46,219.76923076923077,1.0,0.9230769230769231,96.76923076923077,1.0769230769230769,219.76923076923077,1.0,0.6153846153846154
ARI,2016,2016_16_ARI_SEA,47,231.85714285714286,1.2142857142857142,0.8571428571428571,99.14285714285714,1.1428571428571428,231.85714285714286,1.2142857142857142,0.6428571428571429
ARI,2016,2016_17_ARI_LA,48,239.73333333333332,1.4,0.8,97.73333333333333,1.0666666666666667,239.73333333333332,1.4,0.6666666666666666
ARI,2017,2017_01_ARI_DET,49,,,,,,,,
ARI,2017,2017_02_ARI_IND,50,292.0,4.0,1.0,82.0,0.0,292.0,4.0,0.0
ARI,2017,2017_03_DAL_ARI,51,254.0,2.0,1.0,79.0,0.5,254.0,2.0,0.0
ARI,2017,2017_04_SF_ARI,52,230.33333333333334,2.0,0.6666666666666666,85.66666666666667,1.0,230.33333333333334,2.0,0.0
ARI,2017,2017_05_ARI_PHI,53,231.25,1.5,0.75,88.0,0.75,231.25,1.5,0.0
ARI,2017,2017_06_TB_ARI,54,245.8,2.0,0.8,94.8,0.6,245.8,2.0,0.0
ARI,2017,2017_07_ARI_LA,55,263.3333333333333,2.1666666666666665,1.0,90.66666666666667,0.6666666666666666,263.3333333333333,2.1666666666666665,0.0
ARI,2017,2017_09_ARI_SF,56,259.2857142857143,2.0,1.0,105.85714285714286,0.8571428571428571,259.2857142857143,2.0,0.0
ARI,2017,2017_10_SEA_ARI,57,263.625,1.75,1.0,100.5,0.875,263.625,1.75,0.125
