Rank,Player,Team,Bye,POS,ESPN,Sleeper,NFL,RTSports,FFC,Fantrax,AVG,gsis_id,position,season,availability,age,rookie_season,snap_share,fan_pts_var,apy_cap_pct,draft_pick,pick_value,time_to_throw
122,Jameis Winston,NYG,11.0,QB16,154.0,,165.0,113.0,,116.0,126.5,00-0031503,QB,2018,0.9538461538461539,24,2015,0.8818181818181817,77.99556,0.044000000000000004,1.0,34.6,--
123,Philip Rivers,,,QB17,137.0,,114.0,128.0,,130.0,126.5,00-0022942,QB,2018,1.0,36,2004,0.96875,39.79017,0.145,4.0,25.8,--
141,Kirk Cousins,ATL,9.0,QB18,157.0,,166.0,130.0,,149.0,146.2,00-0029604,QB,2018,1.0,30,2012,1.0,64.69757,0.158,102.0,5.1,--
146,Mitchell Trubisky,BUF,6.0,QB19,130.0,,159.0,148.0,,153.0,147.5,00-0033869,QB,2018,1.0,24,2017,0.9935714285714284,139.41652,0.043,2.0,30.2,--
163,Jimmy Garoppolo,LAR,9.0,QB20,179.0,,160.0,170.0,,169.0,165.3,00-0031345,QB,2018,0.8414634146341463,26,2014,0.9966666666666668,44.523335,0.155,62.0,8.3,--
165,Josh Allen,BUF,6.0,QB21,190.0,,184.0,163.0,,183.0,171.5,00-0034857,QB,2018,1.0,22,2018,0.9258333333333332,137.12999,0.03,7.0,22.2,--
171,Derek Carr,,,QB22,169.0,,182.0,177.0,,202.0,178,00-0031280,QB,2018,1.0,27,2014,0.986875,72.76485,0.15,36.0,11.8,--
173,Matthew Stafford,LAR,9.0,QB23,193.0,,197.0,182.0,,208.0,188.2,00-0026498,QB,2018,0.8159509202453987,30,2009,0.980625,37.771706,0.162,1.0,34.6,--
175,Sam Darnold,SEA,11.0,QB24,192.0,,206.0,197.0,,194.0,190.3,00-0034869,QB,2018,1.0,21,2018,0.9953846153846152,49.25018,0.043,3.0,27.6,--
203,Nick Foles,,,QB25,199.0,,189.0,232.0,,214.0,204.6,00-0029567,QB,2018,0.8608695652173913,29,2012,0.97,96.44788,0.11699999999999999,88.0,6.1,--
213,Marcus Mariota,WAS,10.0,QB26,215.0,,228.0,269.0,,185.0,220,00-0032268,QB,2018,0.9846153846153847,24,2015,0.8828571428571428,92.18138,0.042,2.0,30.2,--
217,Jacoby Brissett,ARI,12.0,QB27,198.0,,259.0,215.0,,315.0,233.2,00-0033119,QB,2018,0.7916666666666666,25,2016,0.07,0.07796667,0.149,91.0,5.9,--
223,Joe Flacco,CLE,7.0,QB28,218.0,,219.0,247.0,,333.0,245.2,00-0026158,QB,2018,0.9316770186335404,33,2008,0.9544444444444444,28.815298,0.14300000000000002,18.0,16.2,--
226,Andy Dalton,CAR,7.0,QB29,259.0,,257.0,240.0,,286.0,246.6,00-0027973,QB,2018,0.9624060150375939,30,2011,0.9190909090909092,44.298183,0.12,35.0,12.0,--
245,Eli Manning,,,QB30,223.0,,217.0,,,308.0,248,00-0022803,QB,2018,1.0,37,2004,0.9825,26.653967,0.147,1.0,34.6,--
254,Daniel Jones,IND,6.0,QB31,258.0,,265.0,,,304.0,263.3,00-0035710,QB,2018,--,21,2019,-1.0,--,0.034,6.0,23.2,--
265,Dwayne Haskins,,,QB32,958.0,,239.0,,,203.0,406.3,00-0035232,QB,2018,--,21,2019,-1.0,--,--,15.0,17.4,--
282,Ryan Fitzpatrick,,,QB33,950.0,,279.0,,,296.0,446.3,00-0023682,QB,2018,0.9090909090909091,35,2005,0.7875000000000001,157.63211,0.028999999999999998,250.0,0.0,--
310,Josh Rosen,,,QB34,1000.0,,,,,299.0,519,00-0034343,QB,2018,1.0,21,2018,0.9171428571428571,25.621012,0.025,10.0,19.9,--
319,Case Keenum,CHI,6.0,QB35,1000.0,,,,,327.0,535.7,00-0028986,QB,2018,1.0,30,2012,-1.0,19.403358,0.04,,0.0,--
342,Blake Bortles,,,QB36,304.0,,,,,366.0,335,00-0031407,QB,2018,1.0,26,2014,0.906153846153846,92.41088,0.005,3.0,27.6,--
352,Jay Cutler,,,QB37,241.0,,,,,,241,00-0024226,QB,2018,0.8666666666666667,35,2006,-1.0,--,--,11.0,19.3,--
354,Nathan Peterman,,,QB38,242.0,,,,,,242,00-0033958,QB,2018,1.0,24,2017,0.4775,41.52387,0.003,171.0,1.9,--
364,Sam Bradford,,,QB39,255.0,,,,,,255,00-0027854,QB,2018,0.8695652173913043,30,2010,0.9133333333333334,12.653733,0.113,1.0,34.6,--
379,Matt Barkley,,,QB41,271.0,,,,,,271,00-0030533,QB,2018,0.9876543209876543,27,2013,1.0,,0.011000000000000001,98.0,5.4,--
389,Trace McSorley,,,QB42,317.0,,,,,411.0,364,00-0035146,QB,2018,--,23,2019,-1.0,--,0.004,197.0,1.0,--
397,Nick Fitzgerald,,,QB43,292.0,,,,,,292,00-0035471,QB,2018,--,22,2019,-1.0,--,0.003,,0.0,--
400,Carson Palmer,,,QB44,298.0,,,,,,298,00-0021429,QB,2018,0.8623188405797102,38,2003,-1.0,--,--,1.0,34.6,--
401,Kellen Clemens,,,QB45,300.0,,,,,,300,00-0024264,QB,2018,1.0,35,2006,-1.0,--,--,49.0,9.8,--
435,Joshua Dobbs,NE,10.0,QB46,406.0,,,,,371.0,388.5,00-0033949,QB,2018,1.0,23,2017,0.1,0.24148,0.004,135.0,3.4,--
472,Matt Cassel,,,QB47,360.0,,,,,,360,00-0023662,QB,2018,0.910958904109589,36,2005,0.155,11.233799,0.006,230.0,0.0,--
473,Drew Lock,SEA,11.0,QB48,947.0,,,,,360.0,653.5,00-0035704,QB,2018,--,21,2019,-1.0,--,0.009000000000000001,42.0,10.8,--
495,Ryan Tannehill,,,QB49,954.0,,,,,376.0,665,00-0029701,QB,2018,0.8620689655172413,30,2012,0.9718181818181818,64.443825,0.037000000000000005,8.0,21.4,--
499,Teddy Bridgewater,TB,7.0,QB50,379.0,,,,,,379,00-0031237,QB,2018,0.7073170731707317,25,2014,0.256,16.6281,0.039,32.0,12.5,--
500,C.J. Beathard,,,QB51,490.0,,,,,379.0,434.5,00-0033936,QB,2018,1.0,24,2017,0.835,33.464478,0.005,104.0,5.0,--
519,Geno Smith,LV,,QB52,393.0,,,,,,393,00-0030565,QB,2018,0.9090909090909091,27,2013,0.104,1.6022667,0.005,39.0,11.3,--
520,Jacob Dolegala,,,QB53,,,,,,393.0,393,00-0035394,QB,2018,--,21,2019,-1.0,--,0.003,,0.0,--
534,Paxton Lynch,,,QB54,485.0,,,,,403.0,444,00-0033108,QB,2018,1.0,24,2016,-1.0,--,0.004,26.0,13.9,--
536,Joe Webb,III,,QB55,405.0,,,,,,405,00-0027796,QB,2018,1.0,31,2010,0.030625,,0.005,199.0,0.9,--
539,Tim Tebow,,,TE78,,,,,,408.0,408,00-0027876,QB,2018,1.0,31,2010,-1.0,--,--,25.0,14.1,--
541,Tom Savage,,,QB56,409.0,,,,,,409,00-0031064,QB,2018,0.9649122807017544,28,2014,-1.0,--,0.005,135.0,3.4,--
547,Matt Moore,,,QB57,414.0,,,,,,414,00-0025708,QB,2018,0.9370629370629371,34,2007,-1.0,--,0.005,,0.0,--
565,Johnny Manziel,,,QB58,,,,,,427.0,427,00-0031409,QB,2018,0.5151515151515151,25,2014,-1.0,--,--,22.0,14.9,--
566,DeShone Kizer,,,QB59,427.0,,,,,,427,00-0033899,QB,2018,1.0,22,2017,0.3633333333333333,23.300133,0.006999999999999999,52.0,9.4,--
567,Chad Kelly,,,QB60,428.0,,,,,,428,00-0033597,QB,2018,0.30434782608695654,24,2017,0.02,,0.003,253.0,0.0,--
570,Tyrod Taylor,NYJ,4.0,QB61,464.0,,,,,429.0,446.5,00-0028118,QB,2018,1.0,29,2011,0.61,114.86037,0.028999999999999998,180.0,1.5,--
572,Will Grier,DAL,8.0,QB62,746.0,,,,,430.0,588,00-0035251,QB,2018,--,23,2019,-1.0,--,0.005,100.0,5.3,--
574,AJ McCarron,,,QB63,460.0,,,,,432.0,446,00-0031288,QB,2018,1.0,27,2014,0.105,0.1352,0.016,164.0,2.1,--
575,Ryan Mallett,,,QB64,433.0,,,,,,433,00-0028012,QB,2018,0.8857142857142857,30,2011,-1.0,--,--,74.0,7.2,--
578,Cooper Rush,BAL,8.0,QB65,446.0,,,,,434.0,440,00-0033662,QB,2018,1.0,24,2017,0.08,--,0.003,,0.0,--
581,Blaine Gabbert,,,QB66,710.0,,,,,436.0,573,00-0027948,QB,2018,0.9133858267716536,28,2011,0.4549999999999999,14.723429,0.009000000000000001,10.0,19.9,--
586,Brock Osweiler,,,QB67,440.0,,,,,,440,00-0029682,QB,2018,1.0,27,2012,0.7585714285714286,80.461044,0.005,57.0,8.9,--
587,Drew Stanton,,,QB68,441.0,,,,,,441,00-0025430,QB,2018,1.0,34,2007,-1.0,--,0.018000000000000002,43.0,10.6,--
593,Chase Daniel,,,QB69,447.0,,,,,,447,00-0026544,QB,2018,1.0,31,2009,-1.0,93.36917,0.027999999999999997,,0.0,--
594,T.J. Yates,,,QB70,448.0,,,,,,448,00-0028090,QB,2018,0.8791208791208791,31,2011,-1.0,--,--,152.0,2.6,--
595,Tim Boyle,,,QB71,449.0,,,,,,449,00-0034177,QB,2018,1.0,23,2018,-1.0,--,0.003,,0.0,--
604,Josh Johnson,WAS,10.0,QB72,461.0,,,,,,461,00-0026300,QB,2018,1.0,32,2008,0.8674999999999999,90.67919,0.005,,0.0,--
609,E.J. Manuel,,,QB73,469.0,,,,,,469,00-0030526,QB,2018,1.0,28,2013,-1.0,--,0.004,16.0,16.9,--
613,Chad Henne,,,QB74,473.0,,,,,,473,00-0026197,QB,2018,0.974025974025974,33,2008,0.24,,0.019,57.0,8.9,--
624,Connor Cook,,,QB75,488.0,,,,,,488,00-0032893,QB,2018,1.0,25,2016,-1.0,--,0.004,100.0,5.3,--
628,Matt Schaub,,,QB76,493.0,,,,,,493,00-0022787,QB,2018,0.9316770186335404,37,2004,0.0566666666666666,0.605,0.01,90.0,5.9,--
630,Scott Tolzien,,,QB77,496.0,,,,,,496,00-0028595,QB,2018,1.0,30,2011,-1.0,--,--,,0.0,--
631,Brandon Weeden,,,QB78,497.0,,,,,,497,00-0029677,QB,2018,1.0,34,2012,0.02,,0.004,22.0,14.9,--
634,Jarrett Stidham,DEN,10.0,QB79,501.0,,,,,,501,00-0035264,QB,2018,--,22,2019,-1.0,--,0.004,133.0,3.5,--
637,Gardner Minshew II,KC,12.0,QB80,505.0,,,,,,505,00-0035289,QB,2018,--,22,2019,-1.0,--,0.004,178.0,1.6,--
654,Brian Hoyer,,,QB81,522.0,,,,,,522,00-0026625,QB,2018,0.9027777777777778,32,2009,-1.0,0.10908,0.021,,0.0,--
657,Mike White,BUF,6.0,QB82,525.0,,,,,,525,00-0034401,QB,2018,1.0,23,2018,-1.0,--,0.001,171.0,1.9,--
663,Christian Hackenberg,,,QB83,531.0,,,,,,531,00-0032953,QB,2018,1.0,23,2016,-1.0,--,0.004,51.0,9.6,--
665,Ryan Finley,,,QB84,533.0,,,,,,533,00-0035652,QB,2018,--,23,2019,-1.0,--,0.004,104.0,5.0,--
668,Brett Hundley,,,QB85,537.0,,,,,,537,00-0031589,QB,2018,1.0,25,2015,-1.0,--,0.01,147.0,2.8,--
670,Kyle Sloter,,,QB86,539.0,,,,,,539,00-0033672,QB,2018,1.0,24,2017,-1.0,--,0.004,,0.0,--
672,Sean Mannion,,,QB87,541.0,,,,,,541,00-0032245,QB,2018,1.0,26,2015,0.1766666666666666,0.032133333,--,89.0,6.0,--
676,Kyle Allen,DET,5.0,QB88,545.0,,,,,,545,00-0034577,QB,2018,1.0,22,2018,0.4599999999999999,276.125,0.003,,0.0,--
677,Trevor Siemian,TEN,11.0,QB89,546.0,,,,,,546,00-0032156,QB,2018,0.9692307692307692,26,2015,-1.0,--,0.011000000000000001,250.0,0.0,--
688,Austin Davis,,,QB90,559.0,,,,,,559,00-0028957,QB,2018,1.0,29,2012,-1.0,--,0.005,,0.0,--
706,Tyler Bray,,,QB92,580.0,,,,,,580,00-0030151,QB,2018,1.0,26,2013,-1.0,--,0.004,,0.0,--
741,Garrett Gilbert,,,QB93,617.0,,,,,,617,00-0031395,QB,2018,1.0,27,2014,0.18,,0.004,214.0,0.4,--
763,Easton Stick,ATL,9.0,QB94,640.0,,,,,,640,00-0035282,QB,2018,--,22,2019,-1.0,--,0.004,166.0,2.0,--
767,Alex Tanney,,,QB95,644.0,,,,,,644,00-0029623,QB,2018,0.6190476190476191,30,2012,-1.0,--,0.006,,0.0,--
769,Landry Jones,,,QB96,646.0,,,,,,646,00-0030524,QB,2018,1.0,29,2013,-1.0,--,0.004,115.0,4.4,--
775,Nate Sudfeld,,,QB97,653.0,,,,,,653,00-0032792,QB,2018,1.0,24,2016,0.075,10.9512,0.016,187.0,1.3,--
783,Mike Glennon,,,QB98,662.0,,,,,,662,00-0030520,QB,2018,1.0,28,2013,0.21,17.523197,0.01,73.0,7.3,--
791,Mason Rudolph,PIT,7.0,QB99,672.0,,,,,,672,00-0034771,QB,2018,1.0,23,2018,-1.0,--,0.006,76.0,7.0,--
803,Cardale Jones,,,QB100,686.0,,,,,,686,00-0033098,QB,2018,1.0,25,2016,-1.0,--,0.003,139.0,3.2,--
808,Danny Etling,,,QB101,692.0,,,,,,692,00-0034423,QB,2018,--,24,2018,-1.0,--,0.003,219.0,0.3,--
843,Kyle Lauletta,,,QB103,729.0,,,,,,729,00-0034369,QB,2018,1.0,23,2018,0.145,,--,108.0,4.8,--
847,Brandon Allen,TEN,11.0,QB104,734.0,,,,,,734,00-0032434,QB,2018,0.9411764705882353,25,2016,-1.0,--,0.003,201.0,0.8,--
864,Clayton Thorson,,,QB105,753.0,,,,,,753,00-0035283,QB,2018,--,23,2019,-1.0,--,0.004,167.0,2.0,--
870,Logan Woodside,PIT,7.0,QB106,760.0,,,,,,760,00-0034438,QB,2018,--,23,2018,-1.0,--,0.003,249.0,0.0,--
880,Cody Kessler,,,QB107,771.0,,,,,,771,00-0033104,QB,2018,1.0,25,2016,0.844,17.223122,0.005,93.0,5.7,--
900,Trevone Boykin,,,QB108,791.0,,,,,,791,00-0032462,QB,2018,1.0,25,2016,-1.0,--,0.003,,0.0,--
915,Alex McGough,,,QB109,807.0,,,,,,807,00-0034732,QB,2018,--,22,2018,-1.0,--,0.003,220.0,0.3,--
916,Taylor Heinicke,LAC,12.0,QB110,808.0,,,,,,808,00-0031800,QB,2018,0.9591836734693877,25,2015,0.1733333333333333,28.377602,0.004,,0.0,--
934,Jake Rudock,,,QB111,827.0,,,,,,827,00-0032431,QB,2018,1.0,25,2016,-1.0,--,0.003,191.0,1.2,--
941,Luke Falk,,,QB112,835.0,,,,,,835,00-0034412,QB,2018,0.25,23,2018,-1.0,--,0.003,199.0,0.9,--
949,Brad Kaaya,,,QB113,844.0,,,,,,844,00-0033585,QB,2018,0.30434782608695654,22,2017,-1.0,--,0.004,215.0,0.4,--
950,Kevin Hogan,,,QB114,845.0,,,,,,845,00-0032784,QB,2018,1.0,25,2016,-1.0,--,--,162.0,2.2,--
953,Tanner Lee,,,QB115,848.0,,,,,,848,00-0034416,QB,2018,1.0,23,2018,-1.0,--,0.004,203.0,0.8,--
964,Derek Anderson,,,QB116,859.0,,,,,,859,00-0023645,QB,2018,1.0,35,2005,0.985,36.125,0.006,213.0,0.5,--
972,Bryce Petty,,,QB117,868.0,,,,,,868,00-0031568,QB,2018,0.9230769230769231,27,2015,-1.0,--,0.005,103.0,5.1,--
978,Brett Rypien,MIN,12.0,QB118,876.0,,,,,,876,00-0034955,QB,2018,--,22,2019,-1.0,--,0.003,,0.0,--
979,Brandon Doughty,,,QB119,877.0,,,,,,877,00-0032446,QB,2018,1.0,26,2016,-1.0,--,0.003,223.0,0.2,--
992,David Fales,,,QB120,891.0,,,,,,891,00-0031076,QB,2018,1.0,27,2014,-1.0,--,0.004,183.0,1.4,--
1016,Jeff Driskel ,,,QB121,915.0,,,,,,915,00-0032436,QB,2018,0.6666666666666666,25,2016,0.6588888888888889,27.880116,0.003,207.0,0.6,--
1019,Davis Webb,,,QB122,918.0,,,,,,918,00-0033550,QB,2018,1.0,23,2017,-1.0,--,0.003,87.0,6.2,--
1024,Joe Callahan,,,QB123,924.0,,,,,,924,00-0032630,QB,2018,1.0,25,2016,-1.0,--,0.003,,0.0,--
1033,Garrett Grayson,,,QB124,933.0,,,,,,933,00-0032148,QB,2018,1.0,27,2015,-1.0,--,0.003,75.0,7.1,--
1035,Josh McCown,,,QB125,936.0,,,,,,936,00-0021206,QB,2018,0.8518518518518519,39,2002,0.765,49.561203,0.011000000000000001,81.0,6.6,--
1037,Colt McCoy,,,QB126,945.0,,,,,,945,00-0027688,QB,2018,0.8918918918918919,31,2010,0.5366666666666667,45.9676,0.018000000000000002,85.0,6.3,--
1042,Nick Mullens,JAC,10.0,QB127,962.0,,,,,,962,00-0033319,QB,2018,1.0,23,2017,1.0,36.21803,0.003,,0.0,--
